"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,957279287,"cheft72 (1/2)",0,377.25,"SF LeBron James C Karl-Anthony Towns PF Kevin Love SG Spencer Dinwiddie PG Frank Ntilikina F Jordan Bell UTIL Omri Casspi G José Calderón",NA,"Jordan Bell","PF","90.82%",30.5
1,957279288,"cheft72 (2/2)",0,377.25,"SF LeBron James C Karl-Anthony Towns PF Kevin Love SG Spencer Dinwiddie PG Frank Ntilikina F Jordan Bell UTIL Omri Casspi G José Calderón",NA,"LeBron James","SF","80.81%",68.5
3,956873280,"mgateris22 (1/5)",0,370.5,"SF LeBron James C Karl-Anthony Towns UTIL Kevin Love PG Spencer Dinwiddie SG Frank Ntilikina PF Jordan Bell F Omri Casspi G Devin Harris",NA,"Omri Casspi","F","68.20%",39.75
3,956873305,"mgateris22 (2/5)",0,370.5,"SF LeBron James C Karl-Anthony Towns UTIL Kevin Love PG Spencer Dinwiddie SG Frank Ntilikina PF Jordan Bell F Omri Casspi G Devin Harris",NA,"Spencer Dinwiddie","PG","65.39%",50.25
3,956878793,"mgateris22 (3/5)",0,370.5,"SF LeBron James C Karl-Anthony Towns UTIL Kevin Love PG Spencer Dinwiddie SG Frank Ntilikina PF Jordan Bell F Omri Casspi G Devin Harris",NA,"Jordan Clarkson","G","56.19%",17.75
3,956878894,"mgateris22 (4/5)",0,370.5,"SF LeBron James C Karl-Anthony Towns UTIL Kevin Love PG Spencer Dinwiddie SG Frank Ntilikina PF Jordan Bell F Omri Casspi G Devin Harris",NA,"Kevin Durant","PF","43.22%",65.25
3,956878935,"mgateris22 (5/5)",0,370.5,"SF LeBron James C Karl-Anthony Towns UTIL Kevin Love PG Spencer Dinwiddie SG Frank Ntilikina PF Jordan Bell F Omri Casspi G Devin Harris",NA,"Wesley Matthews","G","37.46%",13.5
8,957172069,"Nioh",0,364.25,"SF LeBron James C Karl-Anthony Towns PF Kevin Love G Spencer Dinwiddie SG Kyle Korver UTIL Jordan Bell F Omri Casspi PG José Calderón",NA,"Klay Thompson","SG","34.63%",31.75
9,957491525,"mosyadig (7/11)",0,357,"F LeBron James C Karl-Anthony Towns PF Kevin Love SF Rondae Hollis-Jefferson G J.R. Smith SG Bogdan Bogdanovic UTIL Omri Casspi PG José Calderón",NA,"Andre Iguodala","UTIL","30.35%",20.75
10,957193266,"Bkeeling1 (1/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Yogi Ferrell","PG","26.89%",18.75
10,957193299,"Bkeeling1 (2/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Karl-Anthony Towns","UTIL","26.26%",69.5
10,957193312,"Bkeeling1 (3/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Frank Ntilikina","UTIL","21.84%",28.75
10,957193330,"Bkeeling1 (4/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Kevin Love","PF","21.49%",54.75
10,957193345,"Bkeeling1 (5/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Allen Crabbe","SG","16.18%",10.5
10,957193356,"Bkeeling1 (6/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"David West","UTIL","12.66%",22.75
10,957193382,"Bkeeling1 (7/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Andre Drummond","C","11.62%",55.75
10,957200637,"Bkeeling1 (8/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"J.J. Barea","PG","10.51%",25.5
10,957202119,"Bkeeling1 (9/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Jimmy Butler","UTIL","9.35%",51.25
10,957202223,"Bkeeling1 (10/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Taj Gibson","UTIL","8.46%",22.5
10,957209497,"Bkeeling1 (11/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Kristaps Porzingis","F","7.87%",23
10,957209533,"Bkeeling1 (12/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Rondae Hollis-Jefferson","PF","6.70%",48.25
10,957209541,"Bkeeling1 (13/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Maxi Kleber","F","6.68%",10.75
10,957218269,"Bkeeling1 (14/16)",0,353.25,"F LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson G Jordan Clarkson SG Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Brandon Ingram","F","6.66%",45
