"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,964821822,"3jeffreyj (4/10)",0,356,"SG James Harden C Karl-Anthony Towns UTIL DeAndre Jordan PF Kyle Kuzma PG Tyler Johnson F Trevor Ariza SF P.J. Tucker G Josh Hart",NA,"Josh Hart","SG","75.20%",27.5
1,964830863,"3jeffreyj (7/10)",0,356,"SG James Harden C Karl-Anthony Towns UTIL DeAndre Jordan PF Kyle Kuzma PG Tyler Johnson F Trevor Ariza SF P.J. Tucker G Josh Hart",NA,"Julius Randle","PF","48.60%",6.25
3,965068250,"jstarcher723",0,332.25,"SG James Harden C Karl-Anthony Towns UTIL Jeff Teague F Kyle Kuzma PF Julius Randle PG Tyler Johnson SF Trevor Ariza G Josh Hart",NA,"James Harden","PG","45.90%",71.25
4,964959902,"erodgers88",0,328.25,"F LaMarcus Aldridge UTIL Marc Gasol C DeAndre Jordan G Kris Dunn PF T.J. Warren SF Kyle Kuzma SG George Hill PG Josh Hart",NA,"Kevin Durant","F","45.40%",38
5,964676340,"phifa16 (18/20)",0,323.75,"PG James Harden C DeAndre Jordan F Nikola Mirotic SF T.J. Warren PF Rondae Hollis-Jefferson G Trevor Ariza UTIL Mason Plumlee SG Troy Daniels",NA,"P.J. Tucker","SF","43.94%",27
6,965050060,"blackcolossus",0,309,"UTIL James Harden C Karl-Anthony Towns SG Klay Thompson PF Julius Randle PG Tyler Johnson SF Trevor Ariza F Wilson Chandler G Josh Hart",NA,"Jordan Mickey","PF","39.81%",19.5
7,965077621,"byebyeblackmamba",0,308.75,"G James Harden C Karl-Anthony Towns UTIL DeAndre Jordan SF Kyle Kuzma SG Joe Ingles PF Larry Nance Jr. F Jordan Mickey PG Josh Hart",NA,"Chris Paul","PG","38.85%",20.75
8,964726792,"winks18ca",0,306.75,"G Russell Westbrook SG James Harden F T.J. Warren UTIL Kyle Kuzma SF Michael Kidd-Gilchrist PG Frank Mason III C Kosta Koufos PF Skal Labissiere",NA,"Nene Hilario","C","33.15%",14.5
9,965019407,"ridem19 (1/14)",0,305.5,"SG James Harden C Karl-Anthony Towns G Jeff Teague PF Julius Randle UTIL Eric Gordon PG Tyler Johnson F Trevor Ariza SF P.J. Tucker",NA,"Tyler Johnson","PG","31.13%",35.25
9,965019419,"ridem19 (2/14)",0,305.5,"SG James Harden C Karl-Anthony Towns G Jeff Teague PF Julius Randle UTIL Eric Gordon PG Tyler Johnson F Trevor Ariza SF P.J. Tucker",NA,"DeAndre Jordan","C","30.41%",39.5
9,965019427,"ridem19 (3/14)",0,305.5,"SG James Harden C Karl-Anthony Towns G Jeff Teague PF Julius Randle UTIL Eric Gordon PG Tyler Johnson F Trevor Ariza SF P.J. Tucker",NA,"Lou Williams","G","22.21%",21.75
