"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,959249336,"ddtulli (2/2)",0,306.25,"C Al Horford UTIL Marc Gasol PG Tyreke Evans G Jaylen Brown SF Jayson Tatum F Dirk Nowitzki PF LaMarcus Aldridge SG Yogi Ferrell",NA,"Kyrie Irving","PG","93.64%",32
2,959092382,"jballerore",0,303,"PF Al Horford C Marc Gasol G Tyreke Evans F Jayson Tatum PG J.J. Barea UTIL LaMarcus Aldridge SF Wesley Matthews SG Yogi Ferrell",NA,"LaMarcus Aldridge","PF","85.41%",43.5
3,959309537,"chilldoscopy (2/3)",0,298.75,"C Marc Gasol SF JaMychal Green SG Tyreke Evans PG Kyrie Irving UTIL Jayson Tatum PF Dirk Nowitzki F LaMarcus Aldridge G Yogi Ferrell",NA,"Al Horford","F","72.57%",33.75
3,959328025,"nadirv",0,298.75,"UTIL Marc Gasol F JaMychal Green SG Tyreke Evans G Kyrie Irving SF Jayson Tatum C Dirk Nowitzki PF LaMarcus Aldridge PG Yogi Ferrell",NA,"Marc Gasol","C","64.46%",54
5,959411025,"zachdaddy (7/10)",0,298.25,"PF Al Horford C Marc Gasol PG Kyrie Irving SF Marcus Smart UTIL Jayson Tatum F LaMarcus Aldridge SG Yogi Ferrell G Dejounte Murray",NA,"Harrison Barnes","UTIL","62.02%",21.25
5,959818271,"rellcox15",0,298.25,"F Al Horford C Marc Gasol G Kyrie Irving UTIL Marcus Smart SF Jayson Tatum PF LaMarcus Aldridge SG Yogi Ferrell PG Dejounte Murray",NA,"Rudy Gay","SF","51.89%",16.5
5,959911769,"MisterJ5 (19/20)",0,298.25,"F Al Horford C Marc Gasol G Kyrie Irving SF Jayson Tatum PF LaMarcus Aldridge SG Wesley Matthews UTIL Yogi Ferrell PG Dejounte Murray",NA,"J.J. Barea","SG","51.14%",23.5
5,960071466,"richraz33 (13/20)",0,298.25,"F Al Horford C Marc Gasol G Kyrie Irving SG Marcus Smart SF Jayson Tatum PF LaMarcus Aldridge PG Yogi Ferrell UTIL Dejounte Murray",NA,"Jaylen Brown","G","41.51%",21.25
5,960082093,"dallascowboysbaby",0,298.25,"F Al Horford C Marc Gasol PG Kyrie Irving SG Marcus Smart SF Jayson Tatum PF LaMarcus Aldridge G Yogi Ferrell UTIL Dejounte Murray",NA,"Wesley Matthews","SF","30.87%",22
5,960187121,"mr.OHIO (4/10)",0,298.25,"F Al Horford C Marc Gasol PG Kyrie Irving SF Jayson Tatum PF LaMarcus Aldridge SG Wesley Matthews UTIL Yogi Ferrell G Dejounte Murray",NA,"JaMychal Green","F","28.71%",15.5
