"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,955719190,"msunken (1/2)",0,345,"C Karl-Anthony Towns F Kristaps Porzingis UTIL Jimmy Butler G Lonzo Ball SG Spencer Dinwiddie SF Wilson Chandler PF Tyler Cavanaugh PG Yogi Ferrell",NA,"Kristaps Porzingis","PF","48.50%",66.75
1,955719396,"msunken (2/2)",0,345,"C Karl-Anthony Towns F Kristaps Porzingis UTIL Jimmy Butler G Lonzo Ball SG Spencer Dinwiddie SF Wilson Chandler PF Tyler Cavanaugh PG Yogi Ferrell",NA,"LeBron James","PF","42.06%",64.75
3,955628973,"donna898",0,340.5,"C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler PG Lonzo Ball G Kentavious Caldwell-Pope SF Wesley Matthews UTIL Mike James F Tyler Cavanaugh",NA,"Spencer Dinwiddie","PG","37.85%",43
4,955359226,"jwwilli1 (18/20)",0,339.75,"C Karl-Anthony Towns PF Kristaps Porzingis SG Spencer Dinwiddie SF Andrew Wiggins F Rondae Hollis-Jefferson PG Jamal Murray UTIL J.J. Barea G Mike James",NA,"Jimmy Butler","SG","34.85%",53
5,954978716,"perilous (7/20)",0,337.25,"C Karl-Anthony Towns UTIL Kristaps Porzingis SG Jimmy Butler SF T.J. Warren G Kent Bazemore F Allen Crabbe PF Wilson Chandler PG Yogi Ferrell",NA,"Karl-Anthony Towns","C","24.00%",57
6,955277659,"J.Bonacorso3 (3/3)",0,337,"C Karl-Anthony Towns PF Kristaps Porzingis SF Will Barton PG Lonzo Ball F Rondae Hollis-Jefferson SG Kent Bazemore UTIL Tyler Cavanaugh G Yogi Ferrell",NA,"Yogi Ferrell","G","23.59%",32
7,955732058,"Chriscaraco",0,336,"C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler PG Lonzo Ball SF Kent Bazemore UTIL Marcin Gortat F Tyler Cavanaugh G Kyle Korver",NA,"T.J. Warren","UTIL","23.21%",27.75
8,954905923,"nolefan31 (3/20)",0,335.25,"C Karl-Anthony Towns F Kristaps Porzingis PG Lonzo Ball G Spencer Dinwiddie SF Andrew Wiggins SG Kentavious Caldwell-Pope UTIL Julius Randle PF Tyler Cavanaugh",NA,"Ersan Ilyasova","F","19.63%",14.5
9,955603806,"TenZero (3/10)",0,334.75,"C Karl-Anthony Towns F Kristaps Porzingis G Lonzo Ball SF Rondae Hollis-Jefferson SG Kentavious Caldwell-Pope PF Kyle Kuzma UTIL J.J. Barea PG Jarrett Jack",NA,"Wilson Chandler","SF","19.03%",25
9,955604349,"TenZero (5/10)",0,334.75,"C Karl-Anthony Towns UTIL Kristaps Porzingis SG Spencer Dinwiddie F Rondae Hollis-Jefferson G Kentavious Caldwell-Pope SF JJ Redick PF Kyle Kuzma PG Jarrett Jack",NA,"Rondae Hollis-Jefferson","UTIL","18.72%",36
11,955577837,"rbyers",0,334.5,"C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson F Wilson Chandler SF Jeff Green G Yogi Ferrell",NA,"Tyler Cavanaugh","PF","18.70%",25.25
11,955594449,"neiltho (1/4)",0,334.5,"C Karl-Anthony Towns F Kristaps Porzingis SG Jimmy Butler PG Lonzo Ball SF Rondae Hollis-Jefferson PF Julius Randle UTIL Tyler Cavanaugh G Yogi Ferrell",NA,"Ben Simmons","PG","17.69%",21.25
11,955713776,"troylanger",0,334.5,"C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler PG Spencer Dinwiddie UTIL Rondae Hollis-Jefferson F Wilson Chandler SF Jeff Green G Yogi Ferrell",NA,"Mike James","UTIL","17.06%",25.75
14,954964727,"brknets23",0,334.25,"SF LeBron James PF Kristaps Porzingis G Jimmy Butler PG Spencer Dinwiddie C Tyson Chandler F Tyler Cavanaugh SG Yogi Ferrell UTIL Tyler Zeller",NA,"Julius Randle","UTIL","16.96%",21.5
14,955711345,"ncelentano",0,334.25,"SF LeBron James PF Kristaps Porzingis G Jimmy Butler PG Spencer Dinwiddie C Tyson Chandler F Tyler Cavanaugh SG Yogi Ferrell UTIL Tyler Zeller",NA,"Andre Drummond","C","16.55%",23
14,955719058,"ndelprete21",0,334.25,"SF LeBron James PF Kristaps Porzingis G Jimmy Butler PG Spencer Dinwiddie C Tyson Chandler F Tyler Cavanaugh SG Yogi Ferrell UTIL Tyler Zeller",NA,"Lonzo Ball","PG","15.32%",43
17,955722289,"hairbag_7",0,333.75,"PF LeBron James UTIL Karl-Anthony Towns F Kristaps Porzingis SG Wesley Matthews C Trevor Booker PG Mike James G George Hill SF J.R. Smith",NA,"J.R. Smith","F","12.52%",22.25
18,955522388,"Dent_Face",0,332,"C Karl-Anthony Towns F Kristaps Porzingis SG Jimmy Butler PF Zach Randolph SF Andrew Wiggins PG George Hill G J.R. Smith UTIL Kyle Korver",NA,"Zach Randolph","C","11.23%",34.75
19,955450807,"MrTile (8/15)",0,331.25,"SF LeBron James UTIL Karl-Anthony Towns PF Kristaps Porzingis SG Spencer Dinwiddie F Trey Lyles PG Tomas Satoransky G Yogi Ferrell C Boban Marjanovic",NA,"J.J. Barea","PG","10.88%",33
20,955185407,"ahitspat (12/20)",0,331,"C Karl-Anthony Towns PF Kristaps Porzingis PG Lonzo Ball UTIL Spencer Dinwiddie SG Taurean Prince SF Kent Bazemore F Markieff Morris G Mike James",NA,"Bradley Beal","SG","10.42%",39.5
20,955576639,"webdever (3/20)",0,331,"UTIL LeBron James F Kristaps Porzingis SG Jimmy Butler PG Spencer Dinwiddie SF Jeff Green PF Tyler Cavanaugh G Yogi Ferrell C Tyler Zeller",NA,"JJ Redick","SG","9.84%",33
22,955729410,"coachboldger",0,330.75,"PF Kristaps Porzingis SG Jimmy Butler UTIL Lonzo Ball PG Spencer Dinwiddie F Rondae Hollis-Jefferson G Kent Bazemore C Marcin Gortat SF Jeff Green",NA,"Buddy Hield","SF","9.26%",17.5
23,955723159,"BobbyB (2/2)",0,330.5,"PF Kristaps Porzingis G Jimmy Butler PG Lonzo Ball SG Spencer Dinwiddie SF Rondae Hollis-Jefferson C Dario Saric F JJ Redick UTIL Tyler Cavanaugh",NA,"Jeff Teague","PG","9.24%",23.75
24,955235633,"caliways52 (10/11)",0,329.75,"C Karl-Anthony Towns PF Kristaps Porzingis F T.J. Warren SF Harrison Barnes G Spencer Dinwiddie UTIL Kent Bazemore PG Mike James SG Yogi Ferrell",NA,"Tyson Chandler","C","9.21%",25
24,955712520,"capperman79 (18/20)",0,329.75,"C Karl-Anthony Towns F Kristaps Porzingis UTIL Jimmy Butler PG Spencer Dinwiddie SF DeMarre Carroll G Jordan Clarkson PF Wilson Chandler SG Yogi Ferrell",NA,"Enes Kanter","C","8.96%",28.75
26,955467293,"zoltan (1/20)",0,329.5,"PF LeBron James F Kristaps Porzingis SG Jimmy Butler UTIL Spencer Dinwiddie SF Wilson Chandler PG Frank Mason III G Yogi Ferrell C Tyler Zeller",NA,"Wesley Matthews","G","8.88%",28.75
27,955253722,"buckstratford (13/20)",0,328.75,"SF LeBron James C Karl-Anthony Towns G Jimmy Butler F Andrew Wiggins UTIL George Hill SG J.R. Smith PF Tyler Cavanaugh PG Yogi Ferrell",NA,"Josh Jackson","SF","8.86%",16.75
27,955741370,"ulostit",0,328.75,"SF LeBron James C Karl-Anthony Towns G Jimmy Butler PF Andrew Wiggins UTIL George Hill SG J.R. Smith F Tyler Cavanaugh PG Yogi Ferrell",NA,"Tomas Satoransky","G","8.66%",18.5
29,955439946,"Beamersboys (1/3)",0,328.5,"SF LeBron James C Kristaps Porzingis G Jimmy Butler PG Spencer Dinwiddie PF Julius Randle F J.R. Smith SG Yogi Ferrell UTIL José Calderón",NA,"Jordan Clarkson","SG","8.58%",24
30,955373078,"rickjay5810 (3/4)",0,328.25,"SF LeBron James C Karl-Anthony Towns G Jimmy Butler PF Andrew Wiggins UTIL George Hill SG J.R. Smith F Bogdan Bogdanovic PG Yogi Ferrell",NA,"Marcin Gortat","UTIL","8.35%",20.25
30,955642031,"chadfu23 (1/2)",0,328.25,"SF LeBron James C Karl-Anthony Towns G Jimmy Butler PF Andrew Wiggins UTIL George Hill SG J.R. Smith F Bogdan Bogdanovic PG Yogi Ferrell",NA,"Dennis Schroder","UTIL","8.30%",23.75
30,955677617,"beeks82 (13/20)",0,328.25,"SF LeBron James C Karl-Anthony Towns G Jimmy Butler PF Andrew Wiggins UTIL George Hill SG J.R. Smith F Bogdan Bogdanovic PG Yogi Ferrell",NA,"Brandon Ingram","G","8.28%",22.75
30,955686251,"Bigron814 (3/9)",0,328.25,"SF LeBron James C Karl-Anthony Towns G Jimmy Butler PF Andrew Wiggins UTIL George Hill SG J.R. Smith F Bogdan Bogdanovic PG Yogi Ferrell",NA,"Will Barton","SG","8.25%",30
30,955729782,"NateDogg1221 (1/7)",0,328.25,"SF LeBron James C Karl-Anthony Towns G Jimmy Butler PF Andrew Wiggins UTIL George Hill SG J.R. Smith F Bogdan Bogdanovic PG Yogi Ferrell",NA,"Andrew Wiggins","PF","8.10%",37.75
30,955735361,"thewogshow (1/11)",0,328.25,"SF LeBron James C Karl-Anthony Towns SG Jimmy Butler PF Andrew Wiggins UTIL George Hill G J.R. Smith F Bogdan Bogdanovic PG Yogi Ferrell",NA,"Tyler Ulis","UTIL","7.77%",19.75
30,955740755,"teebs2525",0,328.25,"PF LeBron James C Karl-Anthony Towns G Jimmy Butler SF Andrew Wiggins UTIL George Hill SG J.R. Smith F Bogdan Bogdanovic PG Yogi Ferrell",NA,"Otto Porter Jr.","F","7.72%",21.75
37,955712513,"capperman79 (11/20)",0,328,"F LeBron James C Kristaps Porzingis UTIL Spencer Dinwiddie SF Andrew Wiggins PG J.J. Barea PF Wilson Chandler G Mike James SG Yogi Ferrell",NA,"Reggie Jackson","G","7.70%",21.5
38,955086496,"hunterp77 (3/4)",0,327.75,"C Karl-Anthony Towns F Kristaps Porzingis PF LaMarcus Aldridge SG Spencer Dinwiddie SF Rondae Hollis-Jefferson UTIL Wilson Chandler PG Mike James G Yogi Ferrell",NA,"Kent Bazemore","SG","7.70%",47
38,955626151,"SIR_REDINGTON (9/20)",0,327.75,"C Karl-Anthony Towns F Kristaps Porzingis SG Jimmy Butler PG Spencer Dinwiddie SF Rondae Hollis-Jefferson PF Julius Randle UTIL Mike James G Bogdan Bogdanovic",NA,"Dario Saric","PF","7.62%",30.5
40,955282938,"deez516",0,327.5,"C Karl-Anthony Towns F Kristaps Porzingis SG Jimmy Butler G Spencer Dinwiddie UTIL Rondae Hollis-Jefferson SF Ersan Ilyasova PF Tyler Cavanaugh PG Yogi Ferrell",NA,"Kevin Love","F","7.39%",37.5
41,955474121,"zoltan (11/20)",0,327.25,"SF LeBron James PF Kristaps Porzingis G Jimmy Butler PG Lonzo Ball UTIL Mike James SG Yogi Ferrell C Tyler Zeller F Jarrett Allen",NA,"Kenneth Faried","C","7.17%",0
41,955677613,"beeks82 (9/20)",0,327.25,"F LeBron James C Karl-Anthony Towns G Jimmy Butler PF Andrew Wiggins UTIL George Hill SF J.R. Smith PG Yogi Ferrell SG Kyle Korver",NA,"Kyle Korver","F","6.74%",23.75
43,955044351,"forrestkoba (14/20)",0,326.75,"SF LeBron James PF Kristaps Porzingis SG Jimmy Butler PG Spencer Dinwiddie C Tyson Chandler UTIL Bogdan Bogdanovic G Yogi Ferrell F Jarrett Allen",NA,"Jarrett Jack","PG","6.64%",24.5
43,955162895,"m4ch1n3m4n (2/20)",0,326.75,"UTIL Karl-Anthony Towns PF Kristaps Porzingis G Jimmy Butler PG Lonzo Ball SG Spencer Dinwiddie C Brook Lopez SF Bogdan Bogdanovic F Gorgui Dieng",NA,"Jeff Green","F","6.43%",21.75
45,955441346,"bean74 (1/2)",0,326.5,"PF LeBron James C Karl-Anthony Towns SG Jimmy Butler PG Spencer Dinwiddie UTIL George Hill F J.R. Smith G Yogi Ferrell SF Jae Crowder",NA,"Bogdan Bogdanovic","G","6.11%",24.75
46,955273612,"biscuits15",0,326,"C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler PG Spencer Dinwiddie SF Rondae Hollis-Jefferson UTIL Julius Randle F Josh Jackson G Yogi Ferrell",NA,"Tobias Harris","F","6.06%",13.5
46,955653973,"Zhite89",0,326,"C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler PG Spencer Dinwiddie SF Rondae Hollis-Jefferson UTIL Julius Randle F Josh Jackson G Yogi Ferrell",NA,"Frank Mason III","PG","5.93%",20.5
46,955702993,"fhnixon",0,326,"C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler SF T.J. Warren G Spencer Dinwiddie F Josh Jackson PG Yogi Ferrell UTIL Frank Ntilikina",NA,"DeMarre Carroll","F","5.15%",29
46,955711223,"ajpark88",0,326,"C Karl-Anthony Towns PF Kristaps Porzingis SG Jimmy Butler PG Spencer Dinwiddie SF Rondae Hollis-Jefferson UTIL Julius Randle F Josh Jackson G Yogi Ferrell",NA,"Taurean Prince","G","4.82%",41.75
50,954969976,"yournamee (3/4)",0,325.75,"SF LeBron James G Bradley Beal C Kristaps Porzingis PG Spencer Dinwiddie PF Tyler Cavanaugh F Bogdan Bogdanovic SG Yogi Ferrell UTIL Frank Ntilikina",NA,"Kentavious Caldwell-Pope","SG","4.77%",41
51,955712507,"capperman79 (5/20)",0,325.5,"SF LeBron James C Kristaps Porzingis UTIL Andrew Wiggins PF Rondae Hollis-Jefferson G Kent Bazemore PG Jarrett Jack F Wilson Chandler SG Kyle Korver",NA,"Taj Gibson","C","4.64%",32.5
52,955204431,"jmarmington (1/6)",0,325.25,"F LeBron James PF Kristaps Porzingis PG Lonzo Ball G Spencer Dinwiddie C Tyson Chandler SF Wilson Chandler UTIL Mike James SG Yogi Ferrell",NA,"Allen Crabbe","SF","4.59%",28.75
52,955235630,"caliways52 (7/11)",0,325.25,"C Joel Embiid PF Kristaps Porzingis SF T.J. Warren UTIL Spencer Dinwiddie G Kent Bazemore F Wilson Chandler PG Mike James SG Yogi Ferrell",NA,"Caris LeVert","SG","4.57%",31.25
54,955739494,"barron5",0,325,"SF LeBron James C Karl-Anthony Towns PF Kristaps Porzingis F Andrew Wiggins G Frank Mason III UTIL Bogdan Bogdanovic SG Kyle Korver PG Frank Ntilikina",NA,"Courtney Lee","SF","4.21%",23.25
