Position,Name,Salary,GameInfo,AvgPointsPerGame,Team,Opponent,Projection,Projection_dfn,Actual_fpts,HomeTeam,AwayTeam,IsHome,Date,Contest
SG/SF,Andre Roberson,3800,OKC@IND 12/13/2017 07:00PM ET,15.15,OKC,IND,0.0,0.0,0.0,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Glenn Robinson III,3800,OKC@IND 12/13/2017 07:00PM ET,0.0,IND,OKC,0.0,0.0,0.0,IND,OKC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Fred VanVleet,3800,TOR@PHO 12/13/2017 09:00PM ET,14.81,TOR,PHO,20.1,19.2,13.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG,Troy Daniels,3800,TOR@PHO 12/13/2017 09:00PM ET,9.714,PHO,TOR,17.35,17.9,41.25,PHO,TOR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,CJ Miles,3800,TOR@PHO 12/13/2017 09:00PM ET,16.807,TOR,PHO,14.65,17.0,8.75,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SF,Mario Hezonja,3800,LAC@ORL 12/13/2017 07:00PM ET,7.298,ORL,LAC,22.71,21.9,41.75,ORL,LAC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Mario Chalmers,3800,MEM@WAS 12/13/2017 07:00PM ET,18.375,MEM,WAS,27.09,18.4,14.25,WAS,MEM,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Tomas Satoransky,3800,MEM@WAS 12/13/2017 07:00PM ET,13.353,WAS,MEM,0.0,16.3,8.0,WAS,MEM,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
C,Cody Zeller,3800,CHA@HOU 12/13/2017 09:30PM ET,17.882,CHA,HOU,0.0,0.0,0.0,HOU,CHA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Noah Vonleh,3800,POR@MIA 12/13/2017 07:30PM ET,16.539,POR,MIA,14.94,12.0,0.75,MIA,POR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Pascal Siakam,3700,TOR@PHO 12/13/2017 09:00PM ET,17.427,TOR,PHO,12.94,14.7,11.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Jakob Poeltl,3700,TOR@PHO 12/13/2017 09:00PM ET,15.49,TOR,PHO,19.11,18.4,12.5,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Jared Dudley,3700,TOR@PHO 12/13/2017 09:00PM ET,12.354,PHO,TOR,6.19,10.9,0.0,PHO,TOR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Montrezl Harrell,3700,LAC@ORL 12/13/2017 07:00PM ET,12.316,LAC,ORL,15.06,15.1,13.5,ORL,LAC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Arron Afflalo,3700,LAC@ORL 12/13/2017 07:00PM ET,5.693,ORL,LAC,0.0,0.0,0.0,ORL,LAC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Shelvin Mack,3700,LAC@ORL 12/13/2017 07:00PM ET,14.655,ORL,LAC,19.68,21.3,13.25,ORL,LAC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Andrew Harrison,3700,MEM@WAS 12/13/2017 07:00PM ET,13.262,MEM,WAS,24.68,22.6,35.75,WAS,MEM,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Meyers Leonard,3700,POR@MIA 12/13/2017 07:30PM ET,11.091,POR,MIA,0.87,0.0,0.0,MIA,POR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Tony Snell,3700,MIL@NO 12/13/2017 08:00PM ET,16.141,MIL,NO,0.0,0.0,0.0,NO,MIL,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF,Darius Miller,3700,MIL@NO 12/13/2017 08:00PM ET,13.071,NO,MIL,16.63,16.4,19.75,NO,MIL,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Dante Cunningham,3700,MIL@NO 12/13/2017 08:00PM ET,13.713,NO,MIL,10.85,10.0,13.0,NO,MIL,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Daniel Theis,3600,DEN@BOS 12/13/2017 07:30PM ET,11.991,BOS,DEN,18.34,17.2,15.25,BOS,DEN,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Jonas Jerebko,3600,UTA@CHI 12/13/2017 08:00PM ET,13.398,UTA,CHI,13.14,11.5,13.75,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Jerami Grant,3600,OKC@IND 12/13/2017 07:00PM ET,16.75,OKC,IND,16.47,14.4,22.5,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Norman Powell,3600,TOR@PHO 12/13/2017 09:00PM ET,16.202,TOR,PHO,10.43,10.6,2.25,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Terrence Ross,3600,LAC@ORL 12/13/2017 07:00PM ET,18.795,ORL,LAC,0.0,0.0,0.0,ORL,LAC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Tim Frazier,3600,MEM@WAS 12/13/2017 07:00PM ET,14.231,WAS,MEM,2.86,10.3,5.5,WAS,MEM,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Malik Monk,3600,CHA@HOU 12/13/2017 09:30PM ET,11.902,CHA,HOU,2.12,0.0,7.0,HOU,CHA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,PJ Tucker,3600,CHA@HOU 12/13/2017 09:30PM ET,17.94,HOU,CHA,16.15,16.6,12.0,HOU,CHA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Michael Carter-Williams,3600,CHA@HOU 12/13/2017 09:30PM ET,14.267,CHA,HOU,10.08,12.0,10.75,HOU,CHA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Wayne Ellington,3600,POR@MIA 12/13/2017 07:30PM ET,14.712,MIA,POR,17.64,19.3,38.0,MIA,POR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Pat Connaughton,3600,POR@MIA 12/13/2017 07:30PM ET,11.962,POR,MIA,13.7,13.8,4.25,MIA,POR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Thon Maker,3600,MIL@NO 12/13/2017 08:00PM ET,12.45,MIL,NO,14.1,14.8,9.5,NO,MIL,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG,Malik Beasley,3500,DEN@BOS 12/13/2017 07:30PM ET,7.398,DEN,BOS,17.24,16.5,11.25,BOS,DEN,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Semi Ojeleye,3500,DEN@BOS 12/13/2017 07:30PM ET,6.214,BOS,DEN,11.04,10.5,9.25,BOS,DEN,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Joe Johnson,3500,UTA@CHI 12/13/2017 08:00PM ET,11.656,UTA,CHI,0.0,0.0,0.0,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Delon Wright,3500,TOR@PHO 12/13/2017 09:00PM ET,16.536,TOR,PHO,0.0,0.0,0.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,OG Anunoby,3500,TOR@PHO 12/13/2017 09:00PM ET,12.39,TOR,PHO,16.0,17.6,12.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Jonathan Isaac,3500,LAC@ORL 12/13/2017 07:00PM ET,16.229,ORL,LAC,0.0,0.0,0.0,ORL,LAC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Sam Dekker,3500,LAC@ORL 12/13/2017 07:00PM ET,7.952,LAC,ORL,16.63,14.9,21.5,ORL,LAC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Wes Iwundu,3500,LAC@ORL 12/13/2017 07:00PM ET,4.625,ORL,LAC,0.0,0.0,0.0,ORL,LAC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Shabazz Napier,3500,POR@MIA 12/13/2017 07:30PM ET,13.44,POR,MIA,0.0,0.0,17.75,MIA,POR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Raul Neto,3400,UTA@CHI 12/13/2017 08:00PM ET,10.426,UTA,CHI,0.0,0.0,0.0,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Patrick Patterson,3400,OKC@IND 12/13/2017 07:00PM ET,7.317,OKC,IND,7.55,8.1,11.75,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
C,Lucas Nogueira,3400,TOR@PHO 12/13/2017 09:00PM ET,11.265,TOR,PHO,0.0,0.0,0.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Dragan Bender,3400,TOR@PHO 12/13/2017 09:00PM ET,12.268,PHO,TOR,13.04,8.1,13.5,PHO,TOR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,James Ennis III,3400,MEM@WAS 12/13/2017 07:00PM ET,14.654,MEM,WAS,0.0,14.1,0.0,WAS,MEM,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Ben McLemore,3400,MEM@WAS 12/13/2017 07:00PM ET,12.797,MEM,WAS,18.76,15.8,14.25,WAS,MEM,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Maurice Harkless,3400,POR@MIA 12/13/2017 07:30PM ET,13.125,POR,MIA,11.73,11.8,6.25,MIA,POR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Zach Collins,3400,POR@MIA 12/13/2017 07:30PM ET,5.175,POR,MIA,19.18,19.2,14.25,MIA,POR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Jameer Nelson,3400,MIL@NO 12/13/2017 08:00PM ET,17.094,NO,MIL,12.64,13.0,20.25,NO,MIL,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Juancho Hernangomez,3300,DEN@BOS 12/13/2017 07:30PM ET,9.481,DEN,BOS,0.0,0.0,0.0,BOS,DEN,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Paul Zipser,3300,UTA@CHI 12/13/2017 08:00PM ET,10.772,CHI,UTA,4.87,10.1,3.75,CHI,UTA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Al Jefferson,3300,OKC@IND 12/13/2017 07:00PM ET,16.725,IND,OKC,0.0,0.0,0.0,IND,OKC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Alex Abrines,3300,OKC@IND 12/13/2017 07:00PM ET,9.188,OKC,IND,15.01,15.3,24.0,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Bismack Biyombo,3300,LAC@ORL 12/13/2017 07:00PM ET,12.313,ORL,LAC,10.07,11.0,18.0,ORL,LAC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Luc Richard Mbah a Moute,3300,CHA@HOU 12/13/2017 09:30PM ET,16.435,HOU,CHA,13.74,13.5,0.0,HOU,CHA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
C,Nene Hilario,3300,CHA@HOU 12/13/2017 09:30PM ET,14.194,HOU,CHA,0.0,12.9,14.0,HOU,CHA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Caleb Swanigan,3300,POR@MIA 12/13/2017 07:30PM ET,7.607,POR,MIA,0.0,0.0,0.0,MIA,POR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SF,DeAndre Liggins,3300,MIL@NO 12/13/2017 08:00PM ET,7.716,MIL,NO,9.67,9.6,7.5,NO,MIL,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Shane Larkin,3200,DEN@BOS 12/13/2017 07:30PM ET,7.05,BOS,DEN,0.0,0.0,27.75,BOS,DEN,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
C,Alan Williams,3200,TOR@PHO 12/13/2017 09:00PM ET,0.0,PHO,TOR,0.0,0.0,0.0,PHO,TOR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Marreese Speights,3200,LAC@ORL 12/13/2017 07:00PM ET,12.713,ORL,LAC,9.92,12.4,5.5,ORL,LAC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Jarell Martin,3200,MEM@WAS 12/13/2017 07:00PM ET,11.05,MEM,WAS,2.74,0.0,3.25,WAS,MEM,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG,Jodie Meeks,3200,MEM@WAS 12/13/2017 07:00PM ET,10.606,WAS,MEM,10.53,9.7,17.75,WAS,MEM,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Deyonta Davis,3200,MEM@WAS 12/13/2017 07:00PM ET,10.679,MEM,WAS,0.0,11.5,4.0,WAS,MEM,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
C,Ian Mahinmi,3200,MEM@WAS 12/13/2017 07:00PM ET,10.798,WAS,MEM,0.0,0.0,0.0,WAS,MEM,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Dwayne Bacon,3200,CHA@HOU 12/13/2017 09:30PM ET,9.93,CHA,HOU,3.14,0.0,0.0,HOU,CHA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Matthew Dellavedova,3200,MIL@NO 12/13/2017 08:00PM ET,12.962,MIL,NO,0.0,0.0,0.0,NO,MIL,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Mirza Teletovic,3200,MIL@NO 12/13/2017 08:00PM ET,13.175,MIL,NO,0.0,0.0,0.0,NO,MIL,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Ian Clark,3200,MIL@NO 12/13/2017 08:00PM ET,9.354,NO,MIL,3.55,0.0,0.0,NO,MIL,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Antonio Blakeney,3100,UTA@CHI 12/13/2017 08:00PM ET,10.682,CHI,UTA,0.0,0.0,0.0,CHI,UTA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Raymond Felton,3100,OKC@IND 12/13/2017 07:00PM ET,13.529,OKC,IND,14.82,13.3,18.75,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG,Sindarius Thornwell,3100,LAC@ORL 12/13/2017 07:00PM ET,8.54,LAC,ORL,8.38,9.2,6.0,ORL,LAC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Tarik Black,3100,CHA@HOU 12/13/2017 09:30PM ET,8.569,HOU,CHA,0.0,0.0,0.0,HOU,CHA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Bobby Brown,3100,CHA@HOU 12/13/2017 09:30PM ET,4.391,HOU,CHA,0.0,0.0,0.0,HOU,CHA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Tony Allen,3100,MIL@NO 12/13/2017 08:00PM ET,8.898,NO,MIL,0.0,0.0,0.0,NO,MIL,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Torrey Craig,3000,DEN@BOS 12/13/2017 07:30PM ET,1.25,DEN,BOS,0.0,0.0,0.0,BOS,DEN,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Richard Jefferson,3000,DEN@BOS 12/13/2017 07:30PM ET,3.219,DEN,BOS,0.0,0.0,0.0,BOS,DEN,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Tyler Lydon,3000,DEN@BOS 12/13/2017 07:30PM ET,0.0,DEN,BOS,0.0,0.0,0.0,BOS,DEN,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Darrell Arthur,3000,DEN@BOS 12/13/2017 07:30PM ET,2.75,DEN,BOS,3.47,0.0,0.0,BOS,DEN,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Monte Morris,3000,DEN@BOS 12/13/2017 07:30PM ET,0.0,DEN,BOS,0.0,0.0,0.0,BOS,DEN,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Abdel Nader,3000,DEN@BOS 12/13/2017 07:30PM ET,4.212,BOS,DEN,5.58,6.7,0.0,BOS,DEN,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG,Kadeem Allen,3000,DEN@BOS 12/13/2017 07:30PM ET,3.0,BOS,DEN,0.0,0.0,0.0,BOS,DEN,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Guerschon Yabusele,3000,DEN@BOS 12/13/2017 07:30PM ET,4.861,BOS,DEN,8.51,0.0,0.0,BOS,DEN,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Gordon Hayward,3000,DEN@BOS 12/13/2017 07:30PM ET,3.25,BOS,DEN,0.0,0.0,0.0,BOS,DEN,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG,Jabari Bird,3000,DEN@BOS 12/13/2017 07:30PM ET,3.667,BOS,DEN,0.0,0.0,0.0,BOS,DEN,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Nate Wolters,3000,UTA@CHI 12/13/2017 08:00PM ET,1.0,UTA,CHI,0.0,0.0,0.0,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Ekpe Udoh,3000,UTA@CHI 12/13/2017 08:00PM ET,10.82,UTA,CHI,0.0,0.0,0.0,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
C,Tony Bradley,3000,UTA@CHI 12/13/2017 08:00PM ET,1.938,UTA,CHI,0.0,0.0,0.0,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Dante Exum,3000,UTA@CHI 12/13/2017 08:00PM ET,0.0,UTA,CHI,0.0,0.0,0.0,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF,Royce O'Neale,3000,UTA@CHI 12/13/2017 08:00PM ET,7.05,UTA,CHI,2.89,0.0,0.0,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Eric Griffin,3000,UTA@CHI 12/13/2017 08:00PM ET,0.0,UTA,CHI,0.0,0.0,0.0,CHI,UTA,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Cristiano Felicio,3000,UTA@CHI 12/13/2017 08:00PM ET,9.107,CHI,UTA,0.0,0.0,0.0,CHI,UTA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Quincy Pondexter,3000,UTA@CHI 12/13/2017 08:00PM ET,5.781,CHI,UTA,0.0,0.0,0.0,CHI,UTA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Cameron Payne,3000,UTA@CHI 12/13/2017 08:00PM ET,0.0,CHI,UTA,0.0,0.0,0.0,CHI,UTA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Ryan Arcidiacono,3000,UTA@CHI 12/13/2017 08:00PM ET,1.5,CHI,UTA,0.0,0.0,0.0,CHI,UTA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Kay Felder,3000,UTA@CHI 12/13/2017 08:00PM ET,7.5,CHI,UTA,0.0,0.0,0.0,CHI,UTA,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
C,Dakari Johnson,3000,OKC@IND 12/13/2017 07:00PM ET,5.313,OKC,IND,0.0,0.0,0.0,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Josh Huestis,3000,OKC@IND 12/13/2017 07:00PM ET,6.4,OKC,IND,8.23,7.2,8.75,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF,Daniel Hamilton,3000,OKC@IND 12/13/2017 07:00PM ET,0.0,OKC,IND,0.0,0.0,0.0,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,PJ Dozier,3000,OKC@IND 12/13/2017 07:00PM ET,0.0,OKC,IND,0.0,0.0,0.0,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Terrance Ferguson,3000,OKC@IND 12/13/2017 07:00PM ET,2.25,OKC,IND,5.89,0.0,5.5,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Nick Collison,3000,OKC@IND 12/13/2017 07:00PM ET,3.583,OKC,IND,0.0,0.0,0.0,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Kyle Singler,3000,OKC@IND 12/13/2017 07:00PM ET,4.25,OKC,IND,0.0,0.0,0.0,IND,OKC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Edmond Sumner,3000,OKC@IND 12/13/2017 07:00PM ET,0.0,IND,OKC,0.0,0.0,0.0,IND,OKC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,TJ Leaf,3000,OKC@IND 12/13/2017 07:00PM ET,6.543,IND,OKC,2.64,0.0,4.75,IND,OKC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF,Alex Poythress,3000,OKC@IND 12/13/2017 07:00PM ET,1.917,IND,OKC,0.0,0.0,0.0,IND,OKC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF/C,Ike Anigbogu,3000,OKC@IND 12/13/2017 07:00PM ET,2.0,IND,OKC,0.0,0.0,0.0,IND,OKC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Joe Young,3000,OKC@IND 12/13/2017 07:00PM ET,4.417,IND,OKC,0.0,0.0,0.0,IND,OKC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Damien Wilkins,3000,OKC@IND 12/13/2017 07:00PM ET,2.893,IND,OKC,0.0,0.0,0.0,IND,OKC,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Alfonzo McKinnie,3000,TOR@PHO 12/13/2017 09:00PM ET,2.594,TOR,PHO,0.0,0.0,0.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF,Bruno Caboclo,3000,TOR@PHO 12/13/2017 09:00PM ET,2.375,TOR,PHO,0.0,0.0,0.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Malcolm Miller,3000,TOR@PHO 12/13/2017 09:00PM ET,0.0,TOR,PHO,0.0,0.0,0.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG,Lorenzo Brown,3000,TOR@PHO 12/13/2017 09:00PM ET,4.375,TOR,PHO,0.0,0.0,0.0,PHO,TOR,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PF,Alec Peters,3000,TOR@PHO 12/13/2017 09:00PM ET,3.75,PHO,TOR,0.0,0.0,0.0,PHO,TOR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Danuel House,3000,TOR@PHO 12/13/2017 09:00PM ET,2.75,PHO,TOR,0.0,0.0,4.75,PHO,TOR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SG/SF,Davon Reed,3000,TOR@PHO 12/13/2017 09:00PM ET,0.0,PHO,TOR,0.0,0.0,0.0,PHO,TOR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
PG/SG,Brandon Knight,3000,TOR@PHO 12/13/2017 09:00PM ET,0.0,PHO,TOR,0.0,0.0,0.0,PHO,TOR,True,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
SF/PF,Jamil Wilson,3000,LAC@ORL 12/13/2017 07:00PM ET,7.5,LAC,ORL,10.62,8.2,14.75,ORL,LAC,False,2017-12-13,$180.00entry_NBA $550K 180 Dunkfest Windmill [100K to 1st!]
