Player,Pos,Team,Opp,Def v Pos,VegasPts,Salary,Floor,Ceiling,FPG,FPPM,USG,FGA,MPG,Proj Mins,FC Proj,My Proj,Exposure,Con.,Value,Mins,Score,Val,Date
Boban Marjanovic,C,DET,@ ATL,15th,104.75,3500,0.0,20.4,10.3,1.41,37.5,3.8,7.3,4.96,6.88,6.88,%,34,2.0,0.0,0.0,,2017-12-14
Langston Galloway,PG/SGPGSG,DET,@ ATL,21st,104.75,3500,0.6,24.6,11.0,0.84,20.2,5.2,13.1,12.0,10.88,10.88,%,38,3.1,21.0,31.25,8.9,2017-12-14
Miles Plumlee,C,ATL,vs DET,25th,100.75,3400,0.0,24.7,10.5,0.77,14.0,3.3,13.6,12.04,9.92,9.92,%,30,2.9,23.0,6.25,1.8,2017-12-14
Isaiah Taylor,PG,ATL,vs DET,11th,100.75,3400,0.0,24.3,12.2,0.77,18.5,5.0,15.8,13.04,9.91,9.91,%,41,2.9,13.0,8.75,2.6,2017-12-14
Skal Labissiere,PF/CPFC,SAC,@ MIN,6th,96.5,3400,0.6,26.0,15.4,0.94,25.5,6.9,16.4,12.95,11.5,11.5,%,53,3.4,12.0,10.75,3.2,2017-12-14
Jarrett Allen,PF/CPFC,BKN,vs NYK,4th,107.0,3400,5.9,26.7,13.7,0.85,12.7,3.8,16.1,20.0,14.78,14.78,%,57,4.3,10.0,2.75,0.8,2017-12-14
Patrick McCaw,PG/SFPGSF,GSW,vs DAL,16th,109.5,3400,0.8,31.1,9.0,0.67,10.8,3.0,13.4,20.8,13.81,13.81,%,4,4.1,29.0,7.5,2.2,2017-12-14
Devin Harris,PG/SGPGSG,DAL,@ GSW,12th,100.5,3400,7.2,30.7,16.2,0.89,23.7,6.8,18.2,21.15,17.28,17.28,%,59,5.1,24.0,28.5,8.4,2017-12-14
Justin Jackson,SG/SFSGSF,SAC,@ MIN,13th,96.5,3300,0.0,12.2,10.0,0.53,16.3,6.3,18.7,0.0,0.0,0.0,%,39,0.0,12.0,7.0,2.1,2017-12-14
Kosta Koufos,C,SAC,@ MIN,29th,96.5,3300,2.1,30.6,15.7,0.89,13.5,3.9,17.7,16.21,14.28,14.28,%,48,4.3,18.0,24.0,7.3,2017-12-14
Jose Calderon,PG,CLE,vs LAL,28th,115.0,3300,1.5,27.9,9.4,0.56,9.4,2.8,16.8,20.0,12.82,12.82,%,20,3.9,23.0,35.25,10.7,2017-12-14
Ron Baker,PG/SGPGSG,NYK,@ BKN,26th,106.0,3300,1.3,21.9,11.7,0.75,11.0,2.1,15.6,12.8,10.12,10.12,%,50,3.1,18.0,16.0,4.8,2017-12-14
Quinn Cook,PG,GSW,vs DAL,24th,109.5,3300,0.0,19.5,9.3,0.72,11.5,3.4,13.0,10.42,7.71,7.71,%,37,2.3,8.0,6.0,1.8,2017-12-14
Malcolm Delaney,PG/SGPGSG,ATL,vs DET,11th,100.75,3300,0.0,12.4,11.4,0.64,17.4,4.6,17.8,0.0,0.0,0.0,%,46,0.0,16.0,13.75,4.2,2017-12-14
Channing Frye,PF/CPFC,CLE,vs LAL,20th,115.0,3200,0.8,23.0,10.2,0.78,17.0,3.7,13.0,13.0,10.3,10.3,%,38,3.2,7.0,3.25,1.0,2017-12-14
Lance Thomas,SF/PFSFPF,NYK,@ BKN,15th,106.0,3200,6.2,23.1,8.7,0.53,13.3,3.6,16.3,25.6,13.44,13.44,%,45,4.2,24.0,6.75,2.1,2017-12-14
Luke Kennard,SG,DET,@ ATL,23rd,104.75,3200,2.7,27.6,10.9,0.69,18.0,5.5,15.8,18.32,13.36,13.36,%,34,4.2,19.0,14.5,4.5,2017-12-14
Quincy Acy,PF/CPFC,BKN,vs NYK,26th,107.0,3100,0.0,15.5,11.7,0.69,16.4,4.6,16.9,8.5,6.03,6.03,%,60,1.9,7.0,5.0,1.6,2017-12-14
Salah Mejri,C,DAL,@ GSW,6th,100.5,3100,0.0,27.8,11.8,1.06,9.7,1.7,11.1,11.0,9.41,9.41,%,22,3.0,0.0,0.0,,2017-12-14
Marcus Georges-Hunt,SG/SFSGSF,MIN,vs SAC,3rd,106.5,3000,0.0,5.4,1.7,0.85,17.7,0.6,2.0,0.0,0.0,0.0,%,0,0.0,16.0,7.75,2.6,2017-12-14
Aaron Brooks,PG/SGPGSG,MIN,vs SAC,17th,106.5,3000,0.0,5.1,4.4,0.8,29.6,2.1,5.5,0.0,0.0,0.0,%,42,0.0,2.0,7.75,2.6,2017-12-14
Tyler Dorsey,PG/SGPGSG,ATL,vs DET,11th,100.75,3000,0.0,8.8,4.0,0.67,15.5,2.0,6.0,0.0,0.0,0.0,%,0,0.0,10.0,7.0,2.3,2017-12-14
Vince Carter,SG/SFSGSF,SAC,@ MIN,6th,96.5,3000,0.0,13.2,7.4,0.59,14.6,3.3,12.6,4.8,2.61,2.61,%,29,0.9,15.0,15.0,5.0,2017-12-14
Reggie Bullock,SG/SFSGSF,DET,@ ATL,28th,104.75,3000,0.0,19.9,7.2,0.5,12.3,2.9,14.3,14.8,8.48,8.48,%,21,2.8,23.0,14.25,4.8,2017-12-14
Eric Moreland,PF/CPFC,DET,@ ATL,18th,104.75,3000,0.0,17.1,7.7,0.79,7.2,1.0,9.8,5.18,4.5,4.5,%,18,1.5,15.0,17.25,5.8,2017-12-14
Tyler Ennis,PG/SGPGSG,LAL,@ CLE,23rd,106.0,3000,0.0,17.9,4.4,0.86,19.2,1.8,5.1,8.4,7.56,7.56,%,0,2.5,0.0,0.0,,2017-12-14
Cedi Osman,SG/SFSGSF,CLE,vs LAL,14th,115.0,3000,0.0,9.7,5.3,0.74,14.9,1.9,7.2,0.0,0.0,0.0,%,9,0.0,10.0,6.0,2.0,2017-12-14
Josh Hart,PG/SGPGSG,LAL,@ CLE,25th,106.0,3000,4.6,25.4,8.1,0.6,9.8,2.6,13.5,24.2,13.53,13.53,%,27,4.5,32.0,32.0,10.7,2017-12-14
Corey Brewer,SG/SFSGSF,LAL,@ CLE,19th,106.0,3000,0.0,15.9,7.0,0.61,12.8,2.3,11.4,5.7,4.77,4.77,%,21,1.6,8.0,7.5,2.5,2017-12-14
Timofey Mozgov,C,BKN,vs NYK,4th,107.0,3000,0.0,12.0,10.3,0.78,15.3,3.3,13.2,0.0,0.0,0.0,%,42,0.0,8.0,7.5,2.5,2017-12-14
Johnathan Motley,PF/CPFC,DAL,@ GSW,13th,100.5,3000,0.0,0.0,,,,,,0.0,0.0,0.0,%,0,0.0,1.0,7.25,2.4,2017-12-14
Jeff Withey,C,DAL,@ GSW,6th,100.5,3000,0.0,5.4,3.8,0.93,23.2,1.8,4.1,0.0,0.0,0.0,%,29,0.0,3.0,3.25,1.1,2017-12-14
Antonius Cleveland,SG,DAL,@ GSW,19th,100.5,3000,1.2,15.2,5.2,0.79,16.3,1.5,6.6,8.99,7.19,7.19,%,23,2.4,20.0,3.25,1.1,2017-12-14
Cole Aldrich,C,MIN,vs SAC,27th,106.5,3000,0.0,3.0,1.4,0.7,18.3,0.5,2.0,0.0,0.0,0.0,%,0,0.0,2.0,4.0,1.3,2017-12-14
Kevon Looney,SF/PFSFPF,GSW,vs DAL,25th,109.5,3000,0.0,20.1,8.5,0.91,13.5,2.1,9.3,6.78,7.7,7.7,%,27,2.6,7.0,2.25,0.8,2017-12-14
JaVale McGee,C,GSW,vs DAL,11th,109.5,3000,0.0,14.5,8.8,1.16,18.6,2.7,7.6,3.79,3.7,3.7,%,39,1.2,3.0,2.0,0.7,2017-12-14
