Player,Roster.Position,X.Drafted,FPTS,Date,Contest,ContestType,Roster Position,%Drafted
George Hill,PG,0.78%,0.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Tomas Satoransky,PG,0.52%,21.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Vince Carter,G,0.48%,14.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Jerryd Bayless,UTIL,0.44%,22.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Timothé Luwawu-Cabarrot,UTIL,0.44%,6.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Skal Labissiere,C,0.44%,5.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Thon Maker,C,0.39%,15.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Matthew Dellavedova,UTIL,0.39%,8.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Dante Cunningham,UTIL,0.30%,3.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Joel Embiid,C,0.26%,0.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Tristan Thompson,UTIL,0.26%,19.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Jakarr Sampson,UTIL,0.22%,0.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Tony Snell,SF,0.17%,16.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Channing Frye,F,0.13%,0.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Ian Clark,PG,0.13%,5.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Jodie Meeks,UTIL,0.13%,6.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Justin Jackson,SG,0.09%,11.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Otto Porter Jr.,UTIL,0.09%,0.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Ian Mahinmi,C,0.04%,14.25,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Tim Frazier,G,0.04%,5.0,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Omer Asik,C,0.04%,5.75,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Jason Smith,C,0.04%,-0.5,2017-12-19,$2.00entry_NBA $2 Double Up,Double Up,,
Dario Saric,PF,43.54%,27.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Bradley Beal,SG,42.11%,44.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Kelly Oubre Jr.,F,41.03%,16.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Robert Covington,F,34.19%,28.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Kevin Love,UTIL,32.81%,44.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Richaun Holmes,UTIL,31.09%,18.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Bogdan Bogdanovic,G,30.94%,8.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
John Wall,PG,30.74%,43.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
JJ Redick,SF,30.59%,12.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Khris Middleton,SF,28.35%,37.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
T.J. McConnell,UTIL,28.23%,13.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Ben Simmons,SF,25.72%,47.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Willie Cauley-Stein,PF,25.40%,21.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
LeBron James,SF,25.38%,60.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Frank Mason III,G,25.18%,24.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Eric Bledsoe,G,24.98%,38.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Mike Scott,F,22.77%,31.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Giannis Antetokounmpo,SF,22.67%,60.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Jrue Holiday,G,22.47%,33.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Zach Randolph,C,19.35%,34.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Marcin Gortat,UTIL,17.20%,37.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Anthony Davis,PF,17.11%,51.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
E'Twaun Moore,UTIL,16.69%,22.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
DeMarcus Cousins,C,16.32%,49.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Buddy Hield,SG,15.06%,39.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
John Henson,C,14.05%,31.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Dwyane Wade,G,12.06%,27.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Markieff Morris,F,11.72%,17.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
De'Aaron Fox,G,11.10%,4.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Rajon Rondo,UTIL,9.11%,6.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Garrett Temple,PG,8.15%,27.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Malcolm Brogdon,G,7.33%,24.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Trevor Booker,F,7.21%,20.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
J.R. Smith,G,7.14%,5.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Kosta Koufos,C,6.10%,13.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Jameer Nelson,G,5.96%,8.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Amir Johnson,UTIL,4.60%,19.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
José Calderón,PG,4.55%,19.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Kyle Korver,F,4.50%,7.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Jeff Green,SF,2.83%,21.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Jae Crowder,SF,2.34%,22.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Tomas Satoransky,PG,1.97%,21.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Skal Labissiere,C,0.98%,5.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Ian Mahinmi,UTIL,0.91%,14.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Jerryd Bayless,SG,0.91%,22.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Matthew Dellavedova,PG,0.91%,8.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Vince Carter,G,0.69%,14.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Darius Miller,SF,0.62%,4.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Dante Cunningham,SF,0.49%,3.25,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Timothé Luwawu-Cabarrot,F,0.47%,6.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Joel Embiid,C,0.37%,0.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Tristan Thompson,C,0.34%,19.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Thon Maker,C,0.32%,15.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Jakarr Sampson,F,0.25%,0.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Jodie Meeks,UTIL,0.20%,6.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Justin Jackson,UTIL,0.15%,11.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
George Hill,SG,0.12%,0.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
DeAndre Liggins,G,0.12%,4.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Tony Snell,UTIL,0.07%,16.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Otto Porter Jr.,SF,0.07%,0.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Cedi Osman,SG,0.07%,0.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Jason Smith,UTIL,0.05%,-0.5,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Channing Frye,UTIL,0.02%,0.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Ian Clark,UTIL,0.02%,5.75,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Joel Bolomboy,F,0.02%,0.0,2017-12-19,$33.00entry_NBA $115K Triple Threat,Other,,
Dario Saric,F,74.17%,27.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Kelly Oubre Jr.,SG,58.18%,16.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Richaun Holmes,PF,55.19%,18.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
JJ Redick,G,53.18%,12.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Bradley Beal,SG,43.39%,44.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Robert Covington,SF,43.01%,28.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Ben Simmons,F,40.57%,47.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
John Wall,PG,36.98%,43.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
T.J. McConnell,PG,29.85%,13.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Kevin Love,C,28.77%,44.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Giannis Antetokounmpo,UTIL,26.70%,60.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Frank Mason III,UTIL,26.59%,24.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Eric Bledsoe,UTIL,23.55%,38.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Willie Cauley-Stein,C,21.59%,21.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
LeBron James,SF,20.72%,60.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Bogdan Bogdanovic,SF,20.12%,8.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Marcin Gortat,UTIL,19.14%,37.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
John Henson,C,17.46%,31.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Mike Scott,F,17.40%,31.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Khris Middleton,G,14.03%,37.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Anthony Davis,PF,13.49%,51.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Jrue Holiday,PG,11.85%,33.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
E'Twaun Moore,SG,11.58%,22.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Buddy Hield,G,10.39%,39.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
DeMarcus Cousins,PF,8.10%,49.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
De'Aaron Fox,UTIL,7.61%,4.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Jameer Nelson,PG,5.82%,8.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Zach Randolph,PF,5.38%,34.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Garrett Temple,SG,4.84%,27.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
José Calderón,G,4.62%,19.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Amir Johnson,UTIL,4.40%,19.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Trevor Booker,UTIL,4.24%,20.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Kosta Koufos,C,4.02%,13.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Rajon Rondo,PG,3.59%,6.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Malcolm Brogdon,G,3.59%,24.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Dwyane Wade,SG,3.21%,27.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Markieff Morris,PF,2.77%,17.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
J.R. Smith,SG,2.77%,5.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
George Hill,PG,2.12%,0.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Dante Cunningham,UTIL,2.12%,3.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Darius Miller,F,2.01%,4.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Kyle Korver,F,1.85%,7.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Matthew Dellavedova,UTIL,1.69%,8.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Jae Crowder,SF,1.03%,22.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Skal Labissiere,F,0.92%,5.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Jeff Green,PF,0.92%,21.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Vince Carter,G,0.87%,14.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Joel Embiid,C,0.65%,0.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Tomas Satoransky,G,0.60%,21.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Justin Jackson,F,0.60%,11.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Tristan Thompson,C,0.33%,19.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Jakarr Sampson,PF,0.22%,0.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Jerryd Bayless,PG,0.16%,22.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Tony Snell,F,0.11%,16.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Otto Porter Jr.,PF,0.11%,0.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Jodie Meeks,G,0.11%,6.5,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Channing Frye,C,0.05%,0.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Timothé Luwawu-Cabarrot,F,0.05%,6.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Georgios Papagiannis,C,0.05%,0.0,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
DeAndre Liggins,SG,0.05%,4.75,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Ian Mahinmi,C,0.05%,14.25,2017-12-19,$5.00entry_NBA $5 Double Up,Double Up,,
Dario Saric,F,36.96%,27.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
JJ Redick,SG,34.76%,12.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kevin Love,C,34.31%,44.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
LeBron James,SF,32.11%,60.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kelly Oubre Jr.,SF,31.86%,16.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Khris Middleton,G,31.85%,37.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jrue Holiday,SG,30.43%,33.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
John Wall,PG,29.00%,43.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Bogdan Bogdanovic,G,26.50%,8.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Bradley Beal,SG,26.37%,44.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Giannis Antetokounmpo,SF,25.89%,60.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Robert Covington,SF,25.15%,28.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
E'Twaun Moore,SF,24.99%,22.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Richaun Holmes,PF,24.12%,18.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Eric Bledsoe,UTIL,23.11%,38.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Ben Simmons,G,22.56%,47.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Willie Cauley-Stein,C,22.23%,21.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Mike Scott,PF,21.38%,31.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Frank Mason III,UTIL,20.84%,24.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Zach Randolph,C,19.74%,34.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Rajon Rondo,PG,16.99%,6.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Malcolm Brogdon,G,16.61%,24.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Anthony Davis,PF,16.24%,51.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
DeMarcus Cousins,PF,16.05%,49.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
J.R. Smith,G,14.43%,5.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Buddy Hield,SF,13.92%,39.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Marcin Gortat,C,13.78%,37.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
John Henson,C,12.72%,31.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
T.J. McConnell,UTIL,11.50%,13.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kosta Koufos,C,11.29%,13.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Kyle Korver,UTIL,11.23%,7.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
José Calderón,G,9.26%,19.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Garrett Temple,SG,9.24%,27.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jameer Nelson,G,8.69%,8.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Markieff Morris,PF,8.12%,17.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jeff Green,UTIL,7.73%,21.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
De'Aaron Fox,PG,6.40%,4.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Dwyane Wade,SG,5.89%,27.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Amir Johnson,C,5.20%,19.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jae Crowder,UTIL,4.43%,22.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Trevor Booker,C,3.28%,20.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
George Hill,SG,2.66%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jerryd Bayless,SG,2.43%,22.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Skal Labissiere,C,2.15%,5.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Darius Miller,F,1.94%,4.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Joel Embiid,C,1.93%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Tomas Satoransky,SG,1.80%,21.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Vince Carter,G,1.79%,14.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Dante Cunningham,F,1.74%,3.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Tristan Thompson,C,1.44%,19.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Timothé Luwawu-Cabarrot,UTIL,1.23%,6.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Matthew Dellavedova,G,1.13%,8.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jodie Meeks,UTIL,1.11%,6.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jakarr Sampson,UTIL,1.03%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Ian Mahinmi,C,0.92%,14.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Thon Maker,PF,0.87%,15.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Justin Jackson,UTIL,0.68%,11.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Tony Snell,G,0.62%,16.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Otto Porter Jr.,UTIL,0.56%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Ian Clark,G,0.48%,5.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jason Smith,UTIL,0.39%,-0.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
DeAndre Liggins,SG,0.37%,4.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Channing Frye,C,0.35%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Cedi Osman,G,0.23%,0.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Tim Frazier,PG,0.21%,5.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Rashad Vaughn,SF,0.15%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Georgios Papagiannis,UTIL,0.07%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Chris McCullough,PF,0.04%,1.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jason Terry,G,0.04%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Gary Payton II,UTIL,0.03%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Sheldon Mac,SG,0.02%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Solomon Hill,SF,0.02%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Alexis Ajinca,C,0.02%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Harry Giles,PF,0.02%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Furkan Korkmaz,F,0.02%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Justin Anderson,UTIL,0.02%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Frank Jackson,G,0.02%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
D.J. Wilson,C,0.02%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Sterling Brown,UTIL,0.02%,5.25,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Malachi Richardson,SF,0.02%,9.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Omer Asik,C,0.02%,5.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
London Perrantes,UTIL,0.01%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jalen Jones,SF,0.01%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Cheick Diallo,UTIL,0.01%,5.75,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Mike Young,PF,0.01%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Joel Bolomboy,F,0.01%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
James Michael McAdoo,PF,0.01%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Ante Zizic,C,0.01%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Isaiah Thomas,G,0.01%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Devin Robinson,SG,0.01%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Derrick Rose,G,0.00%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jacob Pullen,PG,0.00%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Iman Shumpert,SG,0.00%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
John Holland,SF,0.00%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Charles Cooke,G,0.00%,4.5,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
Jabari Parker,PF,0.00%,0.0,2017-12-19,$0.25entry_NBA $10K Quarter Jukebox [Just $0.25!],Other,,
