"LeBron James_CLE","Kevin Durant_GS","Stephen Curry_GS","Karl-Anthony Towns_MIN","Jimmy Butler_MIN","Kevin Love_CLE","Draymond Green_GS","Lonzo Ball_LAL","Klay Thompson_GS","Zach Randolph_SAC","Harrison Barnes_DAL","Isaiah Thomas_CLE","Brandon Ingram_LAL","Jeff Teague_MIN","Andrew Wiggins_MIN","Kentavious Caldwell-Pope_LAL","Taj Gibson_MIN","JJ Barea_DAL","Kyle Kuzma_LAL","Dwyane Wade_CLE","Buddy Hield_SAC","Julius Randle_LAL","Willie Cauley-Stein_SAC","Jordan Clarkson_LAL","Dennis Smith_DAL","Brook Lopez_LAL","Wesley Matthews_DAL","Yogi Ferrell_DAL","Larry Nance_LAL","Dirk Nowitzki_DAL","De'Aaron Fox_SAC","Jeff Green_CLE","Andre Iguodala_GS","George Hill_SAC","JR Smith_CLE","Seth Curry_DAL","Frank Mason III_SAC","Bogdan Bogdanovic_SAC","Shaun Livingston_GS","Kyle Korver_CLE","Gorgui Dieng_MIN","Dwight Powell_DAL","Jae Crowder_CLE","Tristan Thompson_CLE","David West_GS","Jordan Bell_GS","Derrick Rose_CLE","Jamal Crawford_MIN","Garrett Temple_SAC","Omri Casspi_GS","Maxi Kleber_DAL","Iman Shumpert_CLE","Nemanja Bjelica_MIN","Jakarr Sampson_SAC","Shabazz Muhammad_MIN","Tyus Jones_MIN","Devin Harris_DAL","Nick Young_GS","Patrick McCaw_GS","Ivica Zubac_LAL","Skal Labissiere_SAC","Zaza Pachulia_GS","Quinn Cook_GS","Jose Calderon_CLE","Kosta Koufos_SAC","Justin Jackson_SAC","Channing Frye_CLE","Salah Mejri_DAL","Josh McRoberts_DAL","JaVale McGee_GS","Jeff Withey_DAL","Dorian Finney-Smith_DAL","Nerlens Noel_DAL","Damian Jones_GS","Johnathan Motley_DAL","Antonius Cleveland_DAL","Kevon Looney_GS","Chris Boucher_GS","Luol Deng_LAL","Andrew Bogut_LAL","Corey Brewer_LAL","John Holland_CLE","Vander Blue_LAL","Alex Caruso_LAL","London Perrantes_CLE","Josh Hart_LAL","Tyler Ennis_LAL","Cedi Osman_CLE","Thomas Bryant_LAL","Ante Zizic_CLE","Vince Carter_SAC","Aaron Brooks_MIN","Cole Aldrich_MIN","Jack Cooley_SAC","Anthony Brown_MIN","Marcus Georges-Hunt_MIN","Justin Patton_MIN","Malachi Richardson_SAC","Georgios Papagiannis_SAC","Harry Giles_SAC"
0,0,0,0,0,0,0,0,0,23.3625,0,0,0,0,0,0,0,0,0,0,-12.86875,0,11.75625,0,0,0,0,0,0,0,67.46875,0,0,-21.31875,0,0,-22.44375,31.1,0,0,0,0,0,0,0,0,0,0,46.9125,0,0,0,0,0,0,0,0,0,0,0,-9.98125,0,0,0,-49.43125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84375,0,0,0,0,0,0,-7.7,0,0
-8.30625,0,0,0,0,-17.1416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.00416666666667,0,0,0,0,0,0,0,0,0,0,0,16.0354166666667,0,0,-15.88125,0,0,0,0,-0.964583333333333,0,0,19.1354166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31875,0,0,-3.91458333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92291666666667,0,5.67291666666667,0,0,0,0,0,0,0,0,0,0
0,45.265625,-156.4375,0,0,0,-104.609375,0,-32.346875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.4875,0,0,0,0,0,1.41875,0,0,0,0,0,34.6125,-67.75,0,0,0,-35.3,0,0,0,0,0,0,0,36.84375,-53.315625,0,0,-98.459375,47.528125,0,0,0,0,0,0,54.059375,0,0,0,0,0,0,4.628125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,67.1208333333333,0,0,0,0,0,0,0,0,0,0,-31.81875,0,19.65625,0,0,0,0,0,0,0,-21.31875,0,0,125.685416666667,0,0,6.13125,34.5125,0,0,0,0,0,0,0,0,0,0,-70.5958333333333,0,0,0,0,0,0,0,0,0,0,0,-3.42291666666667,0,0,0,64.3479166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23541666666667,0,0,0,0,0,0,-10.5666666666667,0,0
10.11875,0,0,0,0,-11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,-21.35,0,0,0,0,0,0,0,0,0,0,0,-15.88125,0,0,56.74375,0,0,0,0,25.54375,0,0,-40.85625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.15625,0,0,14.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.26875,0,-7.81875,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-21.1375,0,0,0,0,0,0,0,0,0,0,28.73125,0,-11.03125,0,0,0,0,0,0,0,-22.44375,0,0,6.13125,0,0,24.06875,-21.95,0,0,0,0,0,0,0,0,0,0,-17.975,0,0,0,0,0,0,0,0,0,0,0,-7.15625,0,0,0,2.06875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.01875,0,0,0,0,0,0,0.7,0,0
0,0,0,0,0,0,0,0,0,54.925,0,0,0,0,0,0,0,0,0,0,-25.6875,0,4.675,0,0,0,0,0,0,0,31.1,0,0,34.5125,0,0,-21.95,39.35,0,0,0,0,0,0,0,0,0,0,0.4875,0,0,0,0,0,0,0,0,0,0,0,-6.8125,0,0,0,6.3875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8875,0,0,0,0,0,0,-7.4,0,0
0,-74.546875,-120.515625,0,0,0,-38.09375,0,5.76875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41875,0,0,0,0,0,28.26875,0,0,0,0,0,3.184375,3.453125,0,0,0,16.628125,0,0,0,0,0,0,0,4.109375,59.065625,0,0,18.9125,1.675,0,0,0,0,0,0,-5.0125,0,0,0,0,0,0,0.559375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.94375,0,0,0,0,-28.3666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-55.6291666666667,0,0,0,0,0,0,0,0,0,0,0,-0.964583333333333,0,0,25.54375,0,0,0,0,24.8354166666667,0,0,-15.4145833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41875,0,0,15.0854166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.70208333333333,0,-1.90208333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,-102.458333333333,-67.0166666666667,0,0,0,0,0,0,0,0,-79.1041666666667,82.4833333333333,0,-5.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.691666666667,0,0,0,0,0,0,6.28333333333333,0,0,0,0,0,0,-1.475,86.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.8375,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,18.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,-50.465625,0,36.659375,5.1,0,-36.365625,0,0,0,0,0,0,0,0,0,0,0,69.89375,0,0,0,0,0,0,0,0,-47.625,0,0,0,0,0,34.225,0,0,0,0,0,0,0,0,0,0,7.153125,0,0,-2.775,0,0,0,0,2.490625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.94375,0,0,0,0,-13.5041666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28333333333333,0,0,0,0,0,0,0,0,0,0,0,19.1354166666667,0,0,-40.85625,0,0,0,0,-15.4145833333333,0,0,67.9604166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.74375,0,0,-12.2395833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0729166666667,0,11.1979166666667,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-62.8125,-104.40625,0,0,0,-78.5625,0,16.98125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6125,0,0,0,0,0,3.184375,0,0,0,0,0,84.76875,-17.609375,0,0,0,42.934375,0,0,0,0,0,0,0,-3.921875,71.66875,0,0,-68.85,19.2625,0,0,0,0,0,0,47.2,0,0,0,0,0,0,-33.840625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,76.578125,12.265625,0,0,0,-45.0625,0,22.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.75,0,0,0,0,0,3.453125,0,0,0,0,0,-17.609375,70.78125,0,0,0,42.15625,0,0,0,0,0,0,0,-13.25,0.421875,0,0,58.46875,8.375,0,0,0,0,0,0,-42.875,0,0,0,0,0,0,2.9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10.9395833333333,-20.1333333333333,0,0,0,0,0,0,0,0,22.4541666666667,12.6104166666667,0,5.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.28333333333333,0,0,0,0,0,0,17.8104166666667,0,0,0,0,0,0,-0.26875,1.31875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.675,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-16.5541666666667,0,0,0,0,0,0,0,0,0,0,-47.6125,0,49.2375,0,0,0,0,0,0,0,46.9125,0,0,-70.5958333333333,0,0,-17.975,0.4875,0,0,0,0,0,0,0,0,0,0,85.7916666666667,0,0,0,0,0,0,0,0,0,0,0,18.7833333333333,0,0,0,-64.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.6541666666667,0,0,0,0,0,0,1.73333333333333,0,0
0,-38.15625,-92.390625,0,0,0,-80.015625,0,32.784375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.3,0,0,0,0,0,16.628125,0,0,0,0,0,42.934375,42.15625,0,0,0,67.01875,0,0,0,0,0,0,0,-14.53125,83.83125,0,0,12.053125,11.096875,0,0,0,0,0,0,-4.184375,0,0,0,0,0,0,-21.690625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,14.34375,0,0,0,0,0,0,0,0,0,0,0,0,0,27.828125,0,-63.328125,-15.9375,0,33.515625,0,0,0,0,0,0,0,0,0,0,0,-47.625,0,0,0,0,0,0,0,0,101.65625,0,0,0,0,0,-44.8125,0,0,0,0,0,0,0,0,0,0,-30.828125,0,0,-7.875,0,0,0,0,-15.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.34375,0.2375,0,0,0,0,0,0,0,0,-2.65,-1.09375,0,0.2625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.475,0,0,0,0,0,0,-0.26875,0,0,0,0,0,0,0.09375,2.08125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3375,0,0,0,0,0,0,0,0
0,0,0,-62.09375,-67.55,0,0,0,0,0,0,0,0,-199.4375,78.26875,0,26.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.575,0,0,0,0,0,0,1.31875,0,0,0,0,0,0,2.08125,209.79375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,10.44375,0,21.19375,-17.08125,0,-3.684375,0,0,0,0,0,0,0,0,0,0,0,34.225,0,0,0,0,0,0,0,0,-44.8125,0,0,0,0,0,38.16875,0,0,0,0,0,0,0,0,0,0,16.790625,0,0,7.95,0,0,0,0,7.23125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,42.203125,-65.546875,0,0,0,-48.59375,0,-13.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.84375,0,0,0,0,0,4.109375,0,0,0,0,0,-3.921875,-13.25,0,0,0,-14.53125,0,0,0,0,0,0,0,16.09375,-33.015625,0,0,-18.5,20.9375,0,0,0,0,0,0,6.5625,0,0,0,0,0,0,9.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-392.75,-165.28125,0,0,0,38.109375,0,50.6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53.315625,0,0,0,0,0,59.065625,0,0,0,0,0,71.66875,0.421875,0,0,0,83.83125,0,0,0,0,0,0,0,-33.015625,286.01875,0,0,37.615625,-54.85625,0,0,0,0,0,0,14.70625,0,0,0,0,0,0,-46.58125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,-58.3833333333333,0,0,0,0,0,0,0,0,0,0,-94.63125,0,116.15625,0,0,0,0,0,0,0,-9.98125,0,0,-3.42291666666667,0,0,-7.15625,-6.8125,0,0,0,0,0,0,0,0,0,0,18.7833333333333,0,0,0,0,0,0,0,0,0,0,0,63.9104166666667,0,0,0,0.502083333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6895833333333,0,0,0,0,0,0,5.76666666666667,0,0
0,-46.328125,67.875,0,0,0,80.625,0,16.053125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98.459375,0,0,0,0,0,18.9125,0,0,0,0,0,-68.85,58.46875,0,0,0,12.053125,0,0,0,0,0,0,0,-18.5,37.615625,0,0,118.60625,-39.571875,0,0,0,0,0,0,-66.853125,0,0,0,0,0,0,17.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,131.90625,-129.8125,0,0,0,-149.703125,0,-6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.528125,0,0,0,0,0,1.675,0,0,0,0,0,19.2625,8.375,0,0,0,11.096875,0,0,0,0,0,0,0,20.9375,-54.85625,0,0,-39.571875,56.1125,0,0,0,0,0,0,10.05,0,0,0,0,0,0,5.653125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.00625,0,0,0,0,-8.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.425,0,0,0,0,0,0,0,0,0,0,0,0.31875,0,0,-14.15625,0,0,0,0,1.41875,0,0,27.74375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.69375,0,0,1.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.50625,0,17.43125,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,32.5208333333333,0,0,0,0,0,0,0,0,0,0,-1.18125,0,-21.99375,0,0,0,0,0,0,0,-49.43125,0,0,64.3479166666667,0,0,2.06875,6.3875,0,0,0,0,0,0,0,0,0,0,-64.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0.502083333333333,0,0,0,72.1354166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.7770833333333,0,0,0,0,0,0,1.43333333333333,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25.09375,0,0,0,0,-13.1916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,-38.3291666666667,0,0,0,0,0,0,0,0,0,0,0,-3.91458333333333,0,0,14.09375,0,0,0,0,15.0854166666667,0,0,-12.2395833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09375,0,0,11.3354166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.20208333333333,0,-3.25208333333333,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,17.715625,0,14.746875,-1.615625,0,-2.4625,0,0,0,0,0,0,0,0,0,0,0,7.153125,0,0,0,0,0,0,0,0,-30.828125,0,0,0,0,0,16.790625,0,0,0,0,0,0,0,0,0,0,14.95625,0,0,2.775,0,0,0,0,2.540625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-38.40625,-45.125,0,0,0,-21.421875,0,-5.8875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.059375,0,0,0,0,0,-5.0125,0,0,0,0,0,47.2,-42.875,0,0,0,-4.184375,0,0,0,0,0,0,0,6.5625,14.70625,0,0,-66.853125,10.05,0,0,0,0,0,0,43.9875,0,0,0,0,0,0,-15.628125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-14.625,0,0,0,0,0,0,0,0,0,0,0,0,0,7.725,0,0.6,-10.05,0,8.925,0,0,0,0,0,0,0,0,0,0,0,-2.775,0,0,0,0,0,0,0,0,-7.875,0,0,0,0,0,7.95,0,0,0,0,0,0,0,0,0,0,2.775,0,0,7.2,0,0,0,0,6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,-17.640625,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.665625,0,8.63125,-1.89375,0,0.721875,0,0,0,0,0,0,0,0,0,0,0,2.490625,0,0,0,0,0,0,0,0,-15.859375,0,0,0,0,0,7.23125,0,0,0,0,0,0,0,0,0,0,2.540625,0,0,6.45,0,0,0,0,8.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,53.96875,4.109375,0,0,0,-1.5,0,-12.534375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.628125,0,0,0,0,0,0.559375,0,0,0,0,0,-33.840625,2.9375,0,0,0,-21.690625,0,0,0,0,0,0,0,9.75,-46.58125,0,0,17.025,5.653125,0,0,0,0,0,0,-15.628125,0,0,0,0,0,0,17.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,0,0,0,0,39.375,0,0,-2.375,0,0,-42.25,0,0,11.875,0,21.625,0,-14.375,0,0,5.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1.875,0,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,-45.5833333333333,0,0,0,0,-5.140625,0,0,59.4114583333333,0,0,-17.6145833333333,0,0,-24.2447916666667,0,28.2239583333333,0,-39.3385416666667,0,0,43.2239583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.875,38.765625,0,0,0,0,-9.41666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
