"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,956508029,"HalalTuna",0,359.5,"C Nikola Vucevic PG Chris Paul UTIL DeAndre Jordan SF Khris Middleton SG Jonathon Simmons PF Greg Monroe G Mario Hezonja F Wayne Ellington",NA,"Greg Monroe","C","37.50%",37.25
1,956564536,"RSandersRX (2/5)",0,359.5,"F Giannis Antetokounmpo SG Chris Paul C DeAndre Jordan SF Khris Middleton PF Greg Monroe G Milos Teodosic UTIL Mario Hezonja PG Andrew Harrison",NA,"Nikola Vucevic","UTIL","34.77%",46
3,956457904,"BRORANNOSAURUS_FLEX (6/20)",0,358.75,"F DeMarcus Cousins UTIL Chris Paul C Dwight Howard SG Khris Middleton PF JaMychal Green G Tyler Ulis SF Mario Hezonja PG Andrew Harrison",NA,"Khris Middleton","G","30.78%",38.25
4,956281057,"cklein0201 (1/20)",0,357.25,"C Nikola Vucevic PG Chris Paul UTIL DeAndre Jordan F Khris Middleton SG Jonathon Simmons PF Greg Monroe SF Mario Hezonja G Andrew Harrison",NA,"Aron Baynes","C","28.34%",26.5
4,956627572,"TopBoy1 (8/20)",0,357.25,"C Nikola Vucevic SG Chris Paul UTIL DeAndre Jordan G Khris Middleton F Jonathon Simmons PF Greg Monroe SF Mario Hezonja PG Andrew Harrison",NA,"Milos Teodosic","G","27.05%",28.5
6,956366440,"TelAvivTree (8/20)",0,354.5,"PG Chris Paul SG DeMar DeRozan C DeAndre Jordan F Jonathon Simmons SF James Johnson UTIL Nikola Mirotic PF Greg Monroe G Milos Teodosic",NA,"Eric Bledsoe","SG","25.44%",32.25
7,956605389,"agent504 (14/20)",0,353,"PG Chris Paul SG DeMar DeRozan C Dwight Howard UTIL DeAndre Jordan SF Jonathon Simmons PF Greg Monroe G Wayne Ellington F Wes Iwundu",NA,"Jonathon Simmons","F","24.00%",41
7,956623830,"agent504 (18/20)",0,353,"PG Chris Paul SG DeMar DeRozan C Dwight Howard UTIL DeAndre Jordan SF Jonathon Simmons PF Greg Monroe G Wayne Ellington F Wes Iwundu",NA,"DeMarcus Cousins","PF","22.23%",52.75
9,956384280,"dlefchak (7/20)",0,348.75,"PF DeMarcus Cousins C Dwight Howard UTIL DeAndre Jordan SF Jayson Tatum PG Jamal Murray F Greg Monroe SG Milos Teodosic G Mario Hezonja",NA,"Andrew Harrison","PG","18.60%",35.75
10,956653214,"jlimfantasy",0,345.5,"PF DeMarcus Cousins C Nikola Vucevic SG Chris Paul PG Jamal Murray F Michael Kidd-Gilchrist UTIL Lance Stephenson G Milos Teodosic SF Mario Hezonja",NA,"Victor Oladipo","PG","18.45%",36.75
11,956565842,"Docvahn (6/10)",0,345.25,"C Nikola Vucevic PG Lou Williams UTIL DeAndre Jordan SG Khris Middleton G Jonathon Simmons PF Greg Monroe F JaMychal Green SF Mario Hezonja",NA,"Paul George","F","17.23%",27
12,956599480,"CMPinga",0,343.75,"C Nikola Vucevic SF DeMar DeRozan PG Kyrie Irving G Gary Harris PF Serge Ibaka UTIL Alec Burks F Mario Hezonja SG Andrew Harrison",NA,"Chris Paul","SG","16.91%",62.75
13,956380316,"chrisn671 (13/20)",0,343.5,"PG Kyrie Irving SG Lou Williams C Dwight Howard UTIL CJ McCollum F Jonathon Simmons PF Greg Monroe SF Wilson Chandler G Mario Hezonja",NA,"Mario Hezonja","F","16.48%",41.75
14,956257938,"zcollinsjr (3/5)",0,341.25,"C Nikola Vucevic SF DeMar DeRozan UTIL Dwight Howard SG Jonathon Simmons PF Serge Ibaka G Marcus Smart F Mario Hezonja PG Andrew Harrison",NA,"Giannis Antetokounmpo","PF","14.18%",60.75
15,956457906,"BRORANNOSAURUS_FLEX (8/20)",0,341,"C DeMarcus Cousins G Chris Paul UTIL Dwight Howard PF James Johnson SG Dion Waiters F Greg Monroe PG Andrew Harrison SF Wayne Ellington",NA,"DeMar DeRozan","SG","14.13%",51.25
16,956556275,"Baylee4 (1/5)",0,340.75,"PG Chris Paul G Kyrie Irving SG Lou Williams C Dwight Howard SF Thaddeus Young PF Greg Monroe UTIL Aron Baynes F Wes Iwundu",NA,"James Harden","PG","13.60%",42
17,956453374,"woundedgeese",0,340.25,"C Nikola Vucevic SG Chris Paul UTIL Myles Turner G Kris Dunn PF Thaddeus Young PG Jamal Murray F Bojan Bogdanovic SF Michael Kidd-Gilchrist",NA,"Serge Ibaka","F","13.50%",43.75
18,956415559,"zoltan (8/20)",0,340,"SG Chris Paul PG Kyrie Irving UTIL DeAndre Jordan SF Khris Middleton F Jonathon Simmons PF Greg Monroe G Milos Teodosic C Aron Baynes",NA,"Mario Chalmers","G","12.59%",14.25
18,956421420,"glucose (7/9)",0,340,"PG Chris Paul G Kyrie Irving UTIL DeAndre Jordan SF Khris Middleton F Jonathon Simmons PF Greg Monroe SG Milos Teodosic C Aron Baynes",NA,"Myles Turner","UTIL","12.19%",24
20,956565841,"Docvahn (5/10)",0,339,"C Nikola Vucevic PG Lou Williams UTIL DeAndre Jordan SG Khris Middleton G Jonathon Simmons PF Greg Monroe F Alex Len SF Mario Hezonja",NA,"Austin Rivers","UTIL","11.68%",15.5
21,956303285,"kpotocza",0,338.5,"UTIL Nikola Vucevic G Kyrie Irving C DeAndre Jordan SF Khris Middleton SG Jonathon Simmons PF Greg Monroe PG Milos Teodosic F Mario Hezonja",NA,"Marc Gasol","C","11.58%",32
21,956565839,"Docvahn (3/10)",0,338.5,"C Nikola Vucevic PG Kyrie Irving UTIL DeAndre Jordan SF Khris Middleton SG Jonathon Simmons PF Greg Monroe G Milos Teodosic F Mario Hezonja",NA,"DeAndre Jordan","UTIL","11.58%",54.5
23,956371201,"chrisn671 (3/20)",0,338.25,"PG Chris Paul C Dwight Howard G Khris Middleton SF Jonathon Simmons UTIL Myles Turner PF Serge Ibaka F Greg Monroe SG Andrew Harrison",NA,"Dwight Howard","C","10.40%",55.5
23,956613695,"mcadden",0,338.25,"C Nikola Vucevic SG DeMar DeRozan UTIL DeAndre Jordan SF Khris Middleton G Kris Dunn PF Greg Monroe PG Milos Teodosic F Mario Hezonja",NA,"Goran Dragic","UTIL","10.04%",22.25
25,955872402,"kearbymoney (1/2)",0,337.75,"C Nikola Vucevic SF DeMar DeRozan PG Eric Bledsoe UTIL Jonathon Simmons SG Gary Harris PF Serge Ibaka G Milos Teodosic F Mario Hezonja",NA,"Lou Williams","UTIL","9.92%",48.75
25,955880306,"kearbymoney (2/2)",0,337.75,"C Nikola Vucevic SF DeMar DeRozan PG Eric Bledsoe UTIL Jonathon Simmons SG Gary Harris PF Serge Ibaka G Milos Teodosic F Mario Hezonja",NA,"Wes Iwundu","SG","9.61%",12.75
25,956362492,"Gsol1 (1/3)",0,337.75,"C Nikola Vucevic SF DeMar DeRozan G Donovan Mitchell F Jonathon Simmons PG Kris Dunn PF Nikola Mirotic SG Milos Teodosic UTIL Andrew Harrison",NA,"Kyle Lowry","PG","9.29%",28
28,955942430,"bradhr (3/3)",0,337,"G Chris Paul SG DeMar DeRozan PG Kemba Walker C DeAndre Jordan SF Jonathon Simmons PF Alex Len UTIL Aron Baynes F Mario Hezonja",NA,"Rajon Rondo","PG","7.90%",18.25
28,956281066,"cklein0201 (10/20)",0,337,"C Nikola Vucevic PG Chris Paul F Khris Middleton UTIL CJ McCollum SG Jonathon Simmons SF E'Twaun Moore PF JaMychal Green G Andrew Harrison",NA,"Trevor Ariza","G","7.87%",24
28,956349591,"WCHPrime (5/20)",0,337,"SG Chris Paul C Dwight Howard PG Kemba Walker UTIL DeAndre Jordan F T.J. Warren PF Greg Monroe SF Mario Hezonja G Andrew Harrison",NA,"Jayson Tatum","PF","7.85%",25
31,956625160,"TopBoy1 (1/20)",0,336.75,"C Nikola Vucevic PG Chris Paul UTIL DeAndre Jordan SG Khris Middleton SF Jonathon Simmons PF Greg Monroe G Mario Hezonja F Daniel Theis",NA,"James Johnson","SF","7.82%",34.5
31,956625554,"TopBoy1 (2/20)",0,336.75,"C Nikola Vucevic PG Chris Paul UTIL DeAndre Jordan SG Khris Middleton SF Jonathon Simmons PF Greg Monroe G Mario Hezonja F Daniel Theis",NA,"Daniel Theis","F","7.70%",15.25
31,956678102,"JerelShort",0,336.75,"C Nikola Vucevic SG Chris Paul UTIL DeAndre Jordan SF Khris Middleton G Jonathon Simmons PF Greg Monroe PG Mario Hezonja F Daniel Theis",NA,"Dion Waiters","G","7.67%",24.5
34,956312898,"brpunkrmax",0,336.25,"PF DeMarcus Cousins PG Chris Paul UTIL DeAndre Jordan SF Khris Middleton F Greg Monroe SG Milos Teodosic C Aron Baynes G Andrew Harrison",NA,"Kris Dunn","PG","7.52%",40.75
