"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,956765081,"sasmallen (3/4)",0,345,"PF Serge Ibaka G DeMar DeRozan F Greg Monroe SG Troy Daniels UTIL Alex Len SF T.J. Warren PG Chris Paul C Dwight Howard",NA,"James Harden","SG","63.66%",42
2,956748764,"Thatruth2424 (3/3)",0,344.75,"PF Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas SF T.J. Warren PG Tyler Ulis G Chris Paul UTIL Dwight Howard F Michael Kidd-Gilchrist",NA,"Greg Monroe","PF","56.06%",37.25
3,956736007,"SleepyW",0,344.25,"SF DeMar DeRozan PF Greg Monroe C Jonas Valanciunas PG Tyler Ulis SG Chris Paul UTIL Dwight Howard G Kemba Walker F Michael Kidd-Gilchrist",NA,"DeMar DeRozan","SF","52.76%",51.25
3,956774572,"jgreenblatt (9/20)",0,344.25,"SF DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas G Tyler Ulis SG Chris Paul C Dwight Howard PG Kemba Walker F Michael Kidd-Gilchrist",NA,"Chris Paul","PG","48.52%",62.75
5,956324519,"tddkeeton (6/6)",0,338.5,"PF Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas PG Chris Paul G Trevor Ariza UTIL Dwight Howard F Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Serge Ibaka","PF","48.05%",43.75
5,956494763,"rickjay5810 (1/2)",0,338.5,"PF Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas PG Chris Paul G Trevor Ariza UTIL Dwight Howard F Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Eric Gordon","SG","39.97%",20.5
5,956674446,"chadfu23 (1/2)",0,338.5,"PF Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas PG Chris Paul G Trevor Ariza UTIL Dwight Howard F Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Dwight Howard","UTIL","39.57%",55.5
8,956328052,"yazo18 (1/2)",0,335,"PF Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas PG Chris Paul UTIL Dwight Howard G Eric Gordon F Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Kemba Walker","G","37.15%",27.75
9,956460812,"jrodjr918",0,331.5,"F DeMar DeRozan PF Greg Monroe PG Mike James C Jonas Valanciunas SG Chris Paul UTIL Dwight Howard G Kemba Walker SF Michael Kidd-Gilchrist",NA,"Kyle Lowry","G","36.14%",28
10,956733895,"cdagostino",0,328.5,"PG Kyle Lowry F Serge Ibaka PF Greg Monroe C Jonas Valanciunas SG Chris Paul UTIL Dwight Howard G Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Trevor Ariza","SF","35.33%",24
11,956791812,"qatman",0,327,"PF Serge Ibaka SG DeMar DeRozan F Greg Monroe UTIL Tyler Ulis PG Chris Paul G Kemba Walker SF Michael Kidd-Gilchrist C Clint Capela",NA,"Michael Kidd-Gilchrist","F","33.65%",38.25
12,956261379,"PowerTron (13/20)",0,324.5,"PG Kyle Lowry F Serge Ibaka PF Greg Monroe UTIL Troy Daniels SF T.J. Warren G Tyler Ulis SG Chris Paul C Dwight Howard",NA,"T.J. Warren","PF","32.17%",21.75
12,956773069,"ethanbom",0,324.5,"SG DeMar DeRozan PF Greg Monroe C Jonas Valanciunas F T.J. Warren PG Chris Paul UTIL Dwight Howard G Eric Gordon SF Michael Kidd-Gilchrist",NA,"Jonas Valanciunas","C","31.36%",37.25
12,956791493,"ebynn",0,324.5,"SG DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas F T.J. Warren PG Chris Paul C Dwight Howard G Eric Gordon SF Michael Kidd-Gilchrist",NA,"Alex Len","PF","22.88%",31.5
15,956743833,"dsharb12",0,322.75,"PF Serge Ibaka SG DeMar DeRozan UTIL Greg Monroe SF T.J. Warren G Tyler Ulis PG Chris Paul C Dwight Howard F Ryan Anderson",NA,"Jeremy Lamb","SG","19.11%",9.75
16,956271757,"gfay63 (11/20)",0,322.5,"F Serge Ibaka SG DeMar DeRozan PF Greg Monroe C Jonas Valanciunas SF T.J. Warren PG Fred VanVleet G Chris Paul UTIL Dwight Howard",NA,"Mike James","UTIL","18.84%",21.5
17,956789192,"Gabexl84",0,322.25,"G Kyle Lowry SG DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas F OG Anunoby PG Chris Paul C Dwight Howard SF Michael Kidd-Gilchrist",NA,"Clint Capela","UTIL","16.96%",31.75
18,956667064,"DrPar17",0,321.75,"PF Serge Ibaka SG DeMar DeRozan F Alex Len UTIL Pascal Siakam PG Chris Paul C Dwight Howard G Kemba Walker SF Michael Kidd-Gilchrist",NA,"Marvin Williams","SF","16.69%",10.25
18,956745020,"drchicago",0,321.75,"PG Kyle Lowry PF Serge Ibaka F Greg Monroe SG Troy Daniels UTIL Alex Len SF T.J. Warren G Chris Paul C Dwight Howard",NA,"Marquese Chriss","PF","16.08%",5.75
20,955942654,"Tnvols1972 (2/2)",0,321.25,"PF Serge Ibaka SG DeMar DeRozan UTIL Jonas Valanciunas G Chris Paul C Dwight Howard SF Luc Richard Mbah a Moute PG Kemba Walker F Michael Kidd-Gilchrist",NA,"Frank Kaminsky","F","14.80%",8
20,956602510,"jcpolanco",0,321.25,"PG Kyle Lowry SF DeMar DeRozan PF Greg Monroe G Troy Daniels C Jonas Valanciunas SG Chris Paul UTIL Dwight Howard F Frank Kaminsky",NA,"Ryan Anderson","F","14.80%",16.25
22,956277103,"krunklah (1/2)",0,320,"PG Kyle Lowry F Serge Ibaka SG DeMar DeRozan PF Greg Monroe G Tyler Ulis C Dwight Howard SF Michael Kidd-Gilchrist UTIL Clint Capela",NA,"C.J. Miles","SG","14.74%",8.75
23,955999603,"DrNickIsIn (16/20)",0,319.75,"PF Greg Monroe UTIL Jonas Valanciunas F Jakob Poeltl G Tyler Ulis SG Chris Paul C Dwight Howard PG James Harden SF Michael Kidd-Gilchrist",NA,"Josh Jackson","G","14.27%",2.75
24,956037273,"wannywann12 (1/5)",0,319,"PG Kyle Lowry PF Serge Ibaka SG DeMar DeRozan F Greg Monroe C Jonas Valanciunas UTIL Chris Paul G Eric Gordon SF Michael Kidd-Gilchrist",NA,"Tyler Ulis","G","12.92%",34.25
24,956786266,"Bdemp5 (2/3)",0,319,"PG Kyle Lowry PF Serge Ibaka G DeMar DeRozan F Greg Monroe C Jonas Valanciunas UTIL Chris Paul SG Eric Gordon SF Michael Kidd-Gilchrist",NA,"Fred VanVleet","UTIL","9.89%",13
26,956037896,"wannywann12 (2/5)",0,318,"F C.J. Miles UTIL Serge Ibaka G DeMar DeRozan PF Greg Monroe SG Troy Daniels C Dwight Howard PG James Harden SF Michael Kidd-Gilchrist",NA,"P.J. Tucker","UTIL","9.69%",12
26,956740855,"Lrapp28",0,318,"PF Serge Ibaka SG DeMar DeRozan F Greg Monroe UTIL Jonas Valanciunas PG Chris Paul C Dwight Howard G Eric Gordon SF Jeremy Lamb",NA,"Nicolas Batum","G","8.55%",25.75
26,956758635,"rhm1960",0,318,"PF Serge Ibaka SG DeMar DeRozan F Greg Monroe UTIL Jonas Valanciunas PG Chris Paul C Dwight Howard G Eric Gordon SF Jeremy Lamb",NA,"OG Anunoby","PF","6.12%",12
26,956766607,"STEVOcox3",0,318,"G Kyle Lowry SG DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas F Alex Len PG Chris Paul SF Michael Kidd-Gilchrist C Clint Capela",NA,"Jakob Poeltl","PF","5.72%",12.5
30,956753015,"brittanybeacham91",0,315.5,"PF Serge Ibaka SF DeMar DeRozan F Greg Monroe SG Troy Daniels UTIL Alex Len PG Fred VanVleet C Dwight Howard G James Harden",NA,"Tyson Chandler","C","4.85%",0
30,956793094,"pittdogg33 (1/5)",0,315.5,"PF Serge Ibaka SF DeMar DeRozan C Greg Monroe G Troy Daniels F Alex Len PG Fred VanVleet UTIL Dwight Howard SG James Harden",NA,"Treveon Graham","F","2.83%",8.75
32,956391598,"mrcse13 (17/20)",0,314.5,"C Serge Ibaka PF Greg Monroe UTIL Jonas Valanciunas F Alex Len G Tyler Ulis SG Chris Paul PG James Harden SF Nicolas Batum",NA,"Luc Richard Mbah a Moute","UTIL","2.56%",4.75
33,955945213,"123...Infinity (19/20)",0,314.25,"SG DeMar DeRozan PF Greg Monroe C Jonas Valanciunas PG Chris Paul SF Trevor Ariza UTIL Dwight Howard G Eric Gordon F Nicolas Batum",NA,"Troy Daniels","UTIL","2.36%",41.25
