"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,964994701,"Dloty2001 (2/2)",0,301.5,"UTIL Lance Stephenson G Victor Oladipo C John Collins PF Kelly Olynyk PG Kyrie Irving SF Josh Richardson F Zach Randolph SG George Hill",NA,"Victor Oladipo","SG","77.82%",34.75
2,964898489,"Miller421 (16/20)",0,299.75,"SG Victor Oladipo PF Kelly Olynyk UTIL Kyrie Irving G Tyler Johnson C Zach Randolph PG George Hill F Willie Cauley-Stein SF Rondae Hollis-Jefferson",NA,"Al Horford","PF","55.95%",18.5
3,964566766,"dwc1980 (1/2)",0,293,"G Dennis Schroder C Myles Turner UTIL Kelly Olynyk PG Kyrie Irving SG Tyler Johnson PF Zach Randolph F Willie Cauley-Stein SF Rondae Hollis-Jefferson",NA,"Kyrie Irving","G","51.47%",49.5
3,964898443,"Miller421 (12/20)",0,293,"PG Dennis Schroder C Myles Turner PF Kelly Olynyk G Kyrie Irving SG Tyler Johnson UTIL Zach Randolph F Willie Cauley-Stein SF Rondae Hollis-Jefferson",NA,"Zach Randolph","C","49.96%",36.5
5,964749552,"blazeman8 (17/20)",0,290.5,"UTIL Victor Oladipo PF Kelly Olynyk PG Kyrie Irving G Tyler Johnson SG Josh Richardson SF Marcus Smart C Willie Cauley-Stein F Rondae Hollis-Jefferson",NA,"Dennis Schroder","UTIL","37.74%",27.25
6,965287488,"shanec3",0,289.25,"G Victor Oladipo C Kelly Olynyk UTIL Kyrie Irving PG Tyler Johnson SG Josh Richardson F Jayson Tatum SF DeMarre Carroll PF Rondae Hollis-Jefferson",NA,"Kent Bazemore","SG","33.39%",26.25
7,964868502,"Ncyr21",0,288.5,"SG Lance Stephenson PG Victor Oladipo F John Collins C Kelly Olynyk G Kyrie Irving UTIL Josh Richardson SF Jayson Tatum PF Zach Randolph",NA,"Spencer Dinwiddie","PG","32.80%",28.25
8,965409575,"D_MAGS",0,288.25,"F Taurean Prince C Myles Turner PF Kelly Olynyk G Kyrie Irving PG Tyler Johnson SG Josh Richardson UTIL Spencer Dinwiddie SF Rondae Hollis-Jefferson",NA,"Buddy Hield","UTIL","29.16%",6
9,965363336,"jw2517",0,288,"PG Victor Oladipo C Kelly Olynyk G Kyrie Irving UTIL Tyler Johnson SF Josh Richardson F Jordan Mickey PF Zach Randolph SG Spencer Dinwiddie",NA,"Myles Turner","C","27.92%",38
10,964898518,"Miller421 (19/20)",0,287.75,"UTIL Victor Oladipo SG Bojan Bogdanovic C Myles Turner PF Kelly Olynyk G Kyrie Irving PG Tyler Johnson F Willie Cauley-Stein SF Rondae Hollis-Jefferson",NA,"Jayson Tatum","SF","27.65%",24.25
10,965223362,"weidlere90 (1/5)",0,287.75,"PG Victor Oladipo SG Bojan Bogdanovic C Myles Turner PF Kelly Olynyk G Kyrie Irving UTIL Tyler Johnson F Willie Cauley-Stein SF Rondae Hollis-Jefferson",NA,"Josh Richardson","UTIL","26.45%",35.5
12,965298859,"Mauricel1",0,287.25,"SG Victor Oladipo PF John Collins UTIL Kelly Olynyk PG Kyrie Irving G Tyler Johnson F Jaylen Brown SF Jayson Tatum C Zach Randolph",NA,"Rondae Hollis-Jefferson","SF","25.46%",31.5
