"Kevin Durant_GS","Stephen Curry_GS","Devin Booker_PHO","Marc Gasol_MEM","Lou Williams_LAC","Draymond Green_GS","DeAndre Jordan_LAC","Blake Griffin_LAC","Klay Thompson_GS","Tyreke Evans_MEM","Mike Conley_MEM","TJ Warren_PHO","Danilo Gallinari_LAC","Austin Rivers_LAC","Alex Len_PHO","Milos Teodosic_LAC","Omri Casspi_GS","Jordan Bell_GS","JaMychal Green_MEM","Greg Monroe_PHO","Isaiah Canaan_PHO","Andre Iguodala_GS","Tyson Chandler_PHO","Andrew Harrison_MEM","Wesley Johnson_LAC","Mike James_PHO","Tyler Ulis_PHO","Chandler Parsons_MEM","Troy Daniels_PHO","Josh Jackson_PHO","Mario Chalmers_MEM","Sam Dekker_LAC","Jawun Evans_LAC","Dillon Brooks_MEM","Jamil Wilson_LAC","Marquese Chriss_PHO","Shaun Livingston_GS","Montrezl Harrell_LAC","David West_GS","Jarell Martin_MEM","Kevon Looney_GS","Patrick McCaw_GS","Dragan Bender_PHO","Zaza Pachulia_GS","Nick Young_GS","James Ennis III_MEM","Ben McLemore_MEM","CJ Williams_LAC","JaVale McGee_GS","Jared Dudley_PHO","Quinn Cook_GS","Brandan Wright_MEM","Damian Jones_GS","Vince Hunter_MEM","Wayne Selden_MEM","Ivan Rabb_MEM","Deyonta Davis_MEM","Chris Boucher_GS","Kobi Simmons_MEM","Patrick Beverley_LAC","Willie Reed_LAC","Brandon Knight_PHO","Alan Williams_PHO","Danuel House_PHO","Brice Johnson_LAC","Davon Reed_PHO","Sindarius Thornwell_LAC","Alec Peters_PHO"
0,0,0,0,0,0,-7.76875,12.14375,0,0,0,0,-14.9625,-26.90625,0,20.9,0,0,0,0,0,0,0,0,-12.66875,0,0,0,0,0,0,7.65,-3.72083333333333,0,2.27708333333333,0,0,3.23125,0,0,0,0,0,0,0,0,0,8.63541666666667,0,0,0,0,0,0,0,0,0,0,0,0,-0.6125,0,0,0,1.63125,0,-1.74375,0
-50.5291666666667,-11.0416666666667,0,0,0,11.7604166666667,0,0,-3.21458333333333,0,0,0,0,0,0,0,-26.9104166666667,-45.81875,0,0,0,40.7416666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.35416666666667,0,32.0208333333333,0,-10.9666666666667,16.2916666666667,0,-43.2166666666667,12.7270833333333,0,0,0,39.1104166666667,0,5.89791666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,69.1651785714286,0,0,0,0,0,0,0,0,-75.5357142857143,0,0,-47.75,0,0,0,0,104.482142857143,0,0,-56.6116071428571,0,0,11.4553571428571,-46.5133928571429,0,-25.4107142857143,33.5848214285714,0,0,0,0,0,-3.12053571428571,0,0,0,0,0,0,-50.0892857142857,0,0,0,0,0,0,88.5357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116.345833333333,-117.541666666667,0,0,0,-135.552083333333,0,0,-6.17708333333333,0,0,0,0,0,0,0,21.7520833333333,12.99375,0,0,0,39.3916666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62083333333333,0,18.5458333333333,0,3.68333333333333,-46.3583333333333,0,-37.2666666666667,12.6645833333333,0,0,0,5.89791666666667,0,46.0604166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1.70238095238095,0,0,0,0,0,-5.60714285714286,0,0,0,0,0,0,0,0,-4.26190476190476,0,0,0,0,-1.53571428571429,0,0,0,2.0952380952381,0,0,-0.285714285714286,0,0,-1.85714285714286,0,0,0,0,0,-2.20238095238095,0,0,0,0,0,0,3.51190476190476,0,0,0,0,0.571428571428571,0,0,0,0,3.45238095238095,0,-0.214285714285714,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,17.2991071428571,0,0,0,0,0,-26.5535714285714,0,0,0,0,0,0,0,0,-23.8809523809524,0,0,0,0,-24.9241071428571,0,0,0,-5.60863095238095,0,0,-10.3824404761905,0,0,-6.35565476190476,0,0,0,0,0,-10.6428571428571,0,0,0,0,0,0,15.953869047619,0,0,0,0,3.45238095238095,0,0,0,0,42.1220238095238,0,1.76785714285714,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10.3928571428571,0,0,0,0,0,8.00892857142857,0,0,0,0,0,0,0,0,-5.27678571428571,0,0,0,0,-8.33035714285714,0,0,0,-5.78571428571429,0,0,-0.267857142857143,0,0,4.44642857142857,0,0,0,0,0,9.29464285714286,0,0,0,0,0,0,-7.47321428571429,0,0,0,0,-0.214285714285714,0,0,0,0,1.76785714285714,0,2.89285714285714,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-37.6625,-7.5375,0,0,0,0,-9.45,45.6,0,-39.9,0,0,0,0,0,0,0,0,18.275,0,0,0,0,0,0,3.7625,2.875,0,-14.5875,0,0,11.4125,0,0,0,0,0,0,0,0,0,-0.6125,0,0,0,0,0,0,0,0,0,0,0,0,40.425,0,0,0,-2.025,0,-7.2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-4.58333333333333,0,0,63.6354166666667,0,0,0,0,-3.10416666666667,0,0,-27.1458333333333,0,0,-65.09375,-34.25,0,4.92708333333333,19.59375,0,0,0,0,0,-34.2708333333333,0,0,0,0,0,0,21.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0208333333333,0,0,0,0
0,0,0,0,0,0,1.18125,-11.30625,0,0,0,0,-3.0375,-6.24375,0,-12.825,0,0,0,0,0,0,0,0,2.19375,0,0,0,0,0,0,-10.8,-4.95,0,3.09375,0,0,6.24375,0,0,0,0,0,0,0,0,0,1.63125,0,0,0,0,0,0,0,0,0,0,0,0,-2.025,0,0,0,7.59375,0,7.93125,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,3.70625,-3.76875,0,0,0,0,3.7125,5.56875,0,-22.8,0,0,0,0,0,0,0,0,4.25625,0,0,0,0,0,0,-13.2375,-5.4125,0,0.53125,0,0,-0.99375,0,0,0,0,0,0,0,0,0,-1.74375,0,0,0,0,0,0,0,0,0,0,0,0,-7.2,0,0,0,7.93125,0,10.86875,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
