"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,955750199,"abragmania (6/20)",0,328.75,"PG George Hill G Mike James SF JJ Redick SG Jimmy Butler PF Richaun Holmes UTIL Joel Embiid F Dario Saric C Karl-Anthony Towns",NA,"Ben Simmons","PG","73.12%",21.25
2,955750204,"abragmania (11/20)",0,325,"PG George Hill SG JJ Redick G Jimmy Butler F Gorgui Dieng PF Richaun Holmes SF Andrew Wiggins UTIL Joel Embiid C Karl-Anthony Towns",NA,"Jimmy Butler","SG","61.62%",53
3,955750202,"abragmania (9/20)",0,322.75,"PG George Hill G Tyler Ulis SF JJ Redick SG Jimmy Butler PF Richaun Holmes UTIL Joel Embiid F Dario Saric C Karl-Anthony Towns",NA,"Karl-Anthony Towns","UTIL","54.91%",57
4,955581507,"nicoh22 (16/20)",0,320.75,"G George Hill PG Frank Mason III F Bogdan Bogdanovic SF JJ Redick SG Jimmy Butler PF Andrew Wiggins UTIL Joel Embiid C Karl-Anthony Towns",NA,"Zach Randolph","F","50.41%",34.75
5,955750196,"abragmania (3/20)",0,318,"F Bogdan Bogdanovic PG Tyler Ulis SG JJ Redick G Jimmy Butler PF Richaun Holmes SF Andrew Wiggins UTIL Joel Embiid C Karl-Anthony Towns",NA,"JJ Redick","SG","49.35%",33
6,955005831,"tcrussell2000 (8/10)",0,314.5,"G George Hill PG Mike James SF T.J. Warren PF Marquese Chriss SG Jimmy Butler F Richaun Holmes C Joel Embiid UTIL Karl-Anthony Towns",NA,"T.J. Warren","SF","42.91%",27.75
7,955790853,"mattwhite26 (2/2)",0,311.25,"G George Hill PF Willie Cauley-Stein PG Frank Mason III F Bogdan Bogdanovic SG Jimmy Butler SF Andrew Wiggins C Joel Embiid UTIL Karl-Anthony Towns",NA,"Buddy Hield","G","39.84%",17.5
8,955040017,"GillTicket (17/20)",0,310,"SG George Hill PG Mike James PF Alex Len F Josh Jackson G Jimmy Butler SF Andrew Wiggins C Joel Embiid UTIL Karl-Anthony Towns",NA,"Andrew Wiggins","F","39.67%",37.75
8,955040018,"GillTicket (18/20)",0,310,"SG George Hill PG Mike James PF Alex Len F Josh Jackson G Jimmy Butler SF Andrew Wiggins C Joel Embiid UTIL Karl-Anthony Towns",NA,"Jeff Teague","G","36.73%",23.75
8,955581508,"nicoh22 (17/20)",0,310,"PG George Hill G Mike James PF Alex Len F Josh Jackson SG Jimmy Butler SF Andrew Wiggins UTIL Joel Embiid C Karl-Anthony Towns",NA,"Dario Saric","C","33.89%",30.5
