"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,960329047,"mgduke81 (11/20)",0,308.5,"PF Al Horford C Marc Gasol G Tyreke Evans SF Jayson Tatum F Dirk Nowitzki SG J.J. Barea UTIL LaMarcus Aldridge PG Yogi Ferrell",NA,"Kyrie Irving","PG","93.29%",32
2,960297310,"AG4LIFE (2/3)",0,303.5,"C Al Horford UTIL Marc Gasol PG Kyrie Irving SF Jayson Tatum G J.J. Barea F LaMarcus Aldridge SG Yogi Ferrell PF Maxi Kleber",NA,"LaMarcus Aldridge","PF","85.95%",43.5
3,959219036,"lasher74 (2/2)",0,301.25,"UTIL Al Horford C Marc Gasol PG Kyrie Irving G Jaylen Brown SF Jayson Tatum PF LaMarcus Aldridge SG Yogi Ferrell F Maxi Kleber",NA,"Al Horford","C","72.32%",33.75
3,960297718,"AG4LIFE (3/3)",0,301.25,"F Al Horford C Marc Gasol PG Kyrie Irving SG Jaylen Brown SF Jayson Tatum UTIL LaMarcus Aldridge G Yogi Ferrell PF Maxi Kleber",NA,"Marc Gasol","C","63.62%",54
5,959715481,"Dubbzz (15/16)",0,301,"C Marc Gasol SG Tyreke Evans F Jayson Tatum UTIL Dirk Nowitzki PF LaMarcus Aldridge SF Harrison Barnes G Yogi Ferrell PG Dejounte Murray",NA,"Harrison Barnes","F","63.10%",21.25
6,959707090,"nmess",0,297.25,"C Al Horford UTIL Marc Gasol PG Kyrie Irving SF Jayson Tatum F Dirk Nowitzki PF LaMarcus Aldridge G Wesley Matthews SG Yogi Ferrell",NA,"J.J. Barea","SG","51.26%",23.5
7,959510793,"Thekrazyk",0,296,"C Marc Gasol PG Tyreke Evans UTIL Jayson Tatum F Dirk Nowitzki SG J.J. Barea PF LaMarcus Aldridge SF Harrison Barnes G Yogi Ferrell",NA,"Rudy Gay","SF","48.39%",16.5
7,960168347,"Drew323770 (1/2)",0,296,"UTIL Marc Gasol G Tyreke Evans PG Kyrie Irving C Dirk Nowitzki F LaMarcus Aldridge SF Harrison Barnes SG Yogi Ferrell PF Maxi Kleber",NA,"Jaylen Brown","G","41.34%",21.25
9,960213596,"tommygood252 (1/2)",0,294.75,"F Al Horford C Marc Gasol G Kyrie Irving SG Jaylen Brown SF Jayson Tatum UTIL LaMarcus Aldridge PF Davis Bertans PG Yogi Ferrell",NA,"Wesley Matthews","UTIL","30.28%",22
10,959457828,"Torylane (2/3)",0,294,"F Al Horford C Marc Gasol UTIL Tyreke Evans SF Jayson Tatum SG J.J. Barea PF LaMarcus Aldridge PG Patty Mills G Yogi Ferrell",NA,"JaMychal Green","UTIL","27.65%",15.5
10,960329179,"drew5million",0,294,"PF Al Horford C Marc Gasol UTIL Tyreke Evans SF Jayson Tatum G J.J. Barea F LaMarcus Aldridge PG Patty Mills SG Yogi Ferrell",NA,"Marcus Smart","SG","24.82%",22
12,960300515,"bbussie",0,293.75,"PF Al Horford C Marc Gasol G Tyreke Evans PG Kyrie Irving SF Marcus Smart UTIL Jarell Martin F LaMarcus Aldridge SG Yogi Ferrell",NA,"Jayson Tatum","F","21.97%",40.75
13,960194938,"Vayp (1/20)",0,291.75,"PF Al Horford C Marc Gasol F JaMychal Green G Kyrie Irving SF Jayson Tatum UTIL LaMarcus Aldridge SG Yogi Ferrell PG Dejounte Murray",NA,"Pau Gasol","C","20.02%",2.75
