"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"J.J. Redick","SG/SFSGSF","PHI","@ MIN","6th",104.5,5400,13.6,42.9,27.2,0.82,19.8,13.1,33,32.25,26.12,26.12,"%",69,4.8,35,33,6.1
"Willie Cauley-Stein","PF/CPFC","SAC","vs PHX","20th",107.75,5300,14.5,52.4,23.9,0.99,20.8,8.4,24.1,28.3,30.73,30.73,"%",55,5.8,29,23.5,4.4
"Kyle Kuzma","SF/PFSFPF","LAL","@ NYK","20th",105,5300,11.7,44,28.1,0.94,21.9,12.6,29.8,26.1,25.53,25.53,"%",67,4.8,29,33.5,6.3
"Kent Bazemore","SG/SFSGSF","ATL","@ CLE","16th",102.75,5300,14.4,46.6,27,0.96,22.2,10.1,28.2,28.21,28.18,28.18,"%",66,5.3,27,47,8.9
"Kenneth Faried","PF/CPFC","DEN","@ DET","14th",102.25,5200,9.8,51.4,15.8,0.99,17.1,4.9,15.9,28.57,27.63,27.63,"%",25,5.3,0,0,NA
"Marcin Gortat","C","WAS","@ BKN","30th",108.5,5200,18,49.6,25.5,0.9,15.5,7.4,28.3,32.4,31.53,31.53,"%",65,6.1,18,20.25,3.9
"Ersan Ilyasova","SF/PFSFPF","ATL","@ CLE","24th",102.75,5200,13.1,50.6,20.1,0.92,16.2,7.3,21.8,28.71,29.17,29.17,"%",47,5.6,22,14.5,2.8
"Avery Bradley","PG/SGPGSG","DET","vs DEN","11th",108.25,5200,10.9,38.8,24.8,0.79,24.7,13.9,31.3,32.36,22.81,22.81,"%",68,4.4,23,7.25,1.4
"Juan Jose Barea","PG/SGPGSG","DAL","vs SAS","3rd",97,5100,16.3,41.2,25.1,1.14,27.1,10.2,22,26,26.94,26.94,"%",72,5.3,24,33,6.5
"Markieff Morris","SF/PFSFPF","WAS","@ BKN","15th",108.5,5100,8.7,41.5,19.4,0.85,22.4,9,22.9,25.6,22.74,22.74,"%",52,4.5,18,6.75,1.3
"Jordan Clarkson","PG/SGPGSG","LAL","@ NYK","9th",105,4900,9.5,43.4,24.3,1.09,28.9,12.1,22.2,25,24,24,"%",60,4.9,20,24,4.9
"Danny Green","SG/SFSGSF","SAS","@ DAL","18th",103,4900,7.5,42.6,22.1,0.79,17.2,8.8,27.8,29,22.56,22.56,"%",55,4.6,23,11.75,2.4
"Julius Randle","PF/CPFC","LAL","@ NYK","27th",105,4800,18.5,44.1,24.9,1.14,24.3,8.6,21.9,26,29.51,29.51,"%",71,6.1,27,21.5,4.5
"Kelly Oubre Jr.","SG/SFSGSF","WAS","@ BKN","18th",108.5,4700,7.8,41.6,22.3,0.83,19.7,9.2,26.8,23.79,22.32,22.32,"%",57,4.7,30,26.25,5.6
"Larry Nance Jr.","SF/PFSFPF","LAL","@ NYK","20th",105,4700,10.9,44.1,23.7,1.03,16.3,6.9,23,23.1,25.11,25.11,"%",60,5.3,25,17.75,3.8
"De'Aaron Fox","PG","SAC","vs PHX","28th",107.75,4700,11.8,37.2,21.2,0.82,23.9,10.2,25.9,27.17,22.66,22.66,"%",66,4.8,21,12,2.6
"Dirk Nowitzki","PF/CPFC","DAL","vs SAS","3rd",97,4600,11.1,35.7,23.1,0.95,20.2,9.5,24.4,25.4,21.64,21.64,"%",70,4.7,26,11.5,2.5
"Jarrett Jack","PG","NYK","vs LAL","27th",107,4500,12.3,38.8,19.9,0.78,14.5,6.3,25.6,27.33,23.64,23.64,"%",62,5.3,26,24.5,5.4
"Alex Len","PF/CPFC","PHX","@ SAC","27th",103.75,4500,11.7,45.5,23.5,1.08,17,6,21.7,22,26.16,26.16,"%",59,5.8,18,25,5.6
"Wesley Matthews","SG/SFSGSF","DAL","vs SAS","2nd",97,4500,6,41.4,23.2,0.68,17.1,10.7,34,33.92,21.17,21.17,"%",56,4.7,35,28.75,6.4
"Mason Plumlee","PF/CPFC","DEN","@ DET","14th",102.25,4500,7.1,33.7,17.1,0.98,18.4,4.5,17.4,20.46,18.5,18.5,"%",55,4.1,29,32.25,7.2
"Tyson Chandler","C","PHX","@ SAC","27th",103.75,4500,11.8,41.7,22.8,0.89,11,4.7,25.5,25.8,24.64,24.64,"%",63,5.5,29,25,5.6
"Mike Scott","PF","WAS","@ BKN","15th",108.5,4400,2,31.3,14.8,0.84,19.1,6.2,17.6,15.46,14.59,14.59,"%",43,3.3,14,15.75,3.6
"Brook Lopez","C","LAL","@ NYK","4th",105,4400,1.2,42,25.6,1.15,25.7,11,22.3,18.4,18.68,18.68,"%",54,4.2,23,24.5,5.6
"Allen Crabbe","SG/SFSGSF","BKN","vs WAS","5th",105.5,4400,9.7,39.9,21.7,0.8,18.5,10.2,27,30,22.63,22.63,"%",60,5.1,31,28.75,6.5
"Wilson Chandler","SF/PFSFPF","DEN","@ DET","28th",102.25,4400,7.3,37.4,20,0.68,14.6,8,29.4,29.35,20.19,20.19,"%",57,4.6,27,25,5.7
"Jeff Green","SF/PFSFPF","CLE","vs ATL","25th",113.75,4400,9.8,41.7,19,0.9,21.1,7.6,21.2,23.4,23.47,23.47,"%",52,5.3,25,21.75,4.9
"Emmanuel Mudiay","PG","DEN","@ DET","11th",102.25,4400,0,35.3,19.7,0.92,25,8.9,21.5,17.54,14.84,14.84,"%",48,3.4,14,4.5,1
"Mike James","PG","PHX","@ SAC","16th",103.75,4300,7.3,39.8,22,1.03,26,10,21.3,20.54,21.24,21.24,"%",58,4.9,19,25.75,6
"Josh Jackson","SG/SFSGSF","PHX","@ SAC","5th",103.75,4300,8.2,35.4,17.4,0.81,23.9,8.8,21.4,26.29,19.88,19.88,"%",55,4.6,30,16.75,3.9
"Trey Lyles","SF/PFSFPF","DEN","@ DET","14th",102.25,4300,7.2,44.2,13.3,1.02,21.2,4.9,13,23.46,23.06,23.06,"%",21,5.4,27,26,6
"T.J. McConnell","PG","PHI","@ MIN","19th",104.5,4300,1.5,41.2,20.8,0.89,13.7,5.6,23.5,20,18.48,18.48,"%",45,4.3,26,18,4.2
"Trevor Booker","PF/CPFC","PHI","@ MIN","6th",104.5,4300,0,25.5,22.9,1.07,21.3,8.3,21.5,6.4,6.11,6.11,"%",58,1.4,19,31.75,7.4
"Tyler Ulis","PG","PHX","@ SAC","16th",103.75,4200,11,39.6,17.8,0.77,19.8,7.8,23,30,23.28,23.28,"%",54,5.5,31,19.75,4.7
"Patrick Mills","PG","SAS","@ DAL","24th",103,4200,10.7,36.8,20,0.8,19.1,8.4,25,23.32,21.87,21.87,"%",63,5.2,24,18.25,4.3
"Jahlil Okafor","C","BKN","vs WAS","12th",105.5,4200,0,40.7,12.6,1.01,30.6,4.5,12.5,16.4,17.47,17.47,"%",0,4.2,0,0,NA
"Marquese Chriss","PF/CPFC","PHX","@ SAC","26th",103.75,4100,9.3,38.5,17.3,0.88,15.8,5.6,19.7,25,21.83,21.83,"%",52,5.3,22,21.5,5.2
"Marco Belinelli","SG","ATL","@ CLE","25th",102.75,4100,9.4,37.9,21.5,0.86,20.7,9.8,25.1,24.1,21.62,21.62,"%",62,5.3,20,12,2.9
"George Hill","PG/SGPGSG","SAC","vs PHX","28th",107.75,4000,10.7,38.6,18.5,0.74,16.4,7.4,25.1,24.3,22.62,22.62,"%",57,5.7,28,36.75,9.2
"Tony Parker","PG","SAS","@ DAL","24th",103,4000,16.5,37.3,19,1.1,25.8,7,17.3,22.7,25.4,25.4,"%",69,6.4,23,18.25,4.6
"Frank Mason III","PG/SGPGSG","SAC","vs PHX","28th",107.75,3900,11.4,36.7,15.7,0.88,26.3,6.7,17.9,22,22.24,22.24,"%",54,5.7,26,20.5,5.3
"Kyle O'Quinn","PF/CPFC","NYK","vs LAL","20th",107,3900,2,38,18.9,1.2,19.3,4.5,15.7,13.95,17.41,17.41,"%",46,4.5,13,15.75,4
"J.R. Smith","SG/SFSGSF","CLE","vs ATL","24th",113.75,3900,10.6,35.9,17.8,0.59,13.4,7.8,30.2,32.54,21.44,21.44,"%",59,5.5,25,22.25,5.7
"Troy Daniels","SG","PHX","@ SAC","7th",103.75,3900,6.6,32.4,9.7,0.64,17.2,5.3,15.2,26.6,17.66,17.66,"%",24,4.5,27,16.5,4.2
"Tyler Cavanaugh","PF","ATL","@ CLE","24th",102.75,3800,5.3,36.8,12.8,0.87,14.4,4.1,14.7,19.4,18.8,18.8,"%",30,4.9,28,25.25,6.6
"Yogi Ferrell","PG/SGPGSG","DAL","vs SAS","3rd",97,3800,7.4,31.8,17.7,0.64,16.5,7.6,27.6,33.3,17.85,17.85,"%",61,4.7,35,32,8.4
"Tomas Satoransky","PG/SGPGSG","WAS","@ BKN","26th",108.5,3800,6.8,39,13.4,0.83,16.2,4,16.2,24.8,20.58,20.58,"%",31,5.4,21,18.5,4.9
"Richaun Holmes","PF/CPFC","PHI","@ MIN","6th",104.5,3800,0,23,14.4,1.02,16.5,5.1,14.1,6,5.71,5.71,"%",40,1.5,33,34.75,9.1
"Ishmael Smith","PG","DET","vs DEN","21st",108.25,3800,9.3,31.7,18.5,0.96,23.2,8.4,19.3,19.39,18.92,18.92,"%",65,5,23,20,5.3
"Gorgui Dieng","PF/CPFC","MIN","vs PHI","9th",109.5,3800,8.4,37.7,15.8,0.94,18.4,5,16.8,23.5,20.96,20.96,"%",47,5.5,18,14.75,3.9
"Tristan Thompson","PF/CPFC","CLE","vs ATL","15th",113.75,3800,8.5,25.3,13.8,0.66,9.2,3.1,21,23.4,15.7,15.7,"%",65,4.1,5,0,NA
"Bogdan Bogdanovic","SG/SFSGSF","SAC","vs PHX","23rd",107.75,3800,13,31.6,18.3,0.78,20.7,8.4,23.4,24.96,20.99,20.99,"%",71,5.5,32,24.75,6.5
"Dwight Powell","PF/CPFC","DAL","vs SAS","3rd",97,3700,4.2,30.5,16,0.92,17.3,4.8,17.3,18.15,15.48,15.48,"%",53,4.2,17,30,8.1
"DeAndre Bembry","SG/SFSGSF","ATL","@ CLE","16th",102.75,3700,4.2,34.4,12.9,0.75,22.7,5.5,17.2,22.37,17.14,17.14,"%",33,4.6,21,19.75,5.3
"Michael Beasley","SF/PFSFPF","NYK","vs LAL","13th",107,3700,0,32.5,14.5,0.95,28.6,7.1,15.3,14.44,13.76,13.76,"%",35,3.7,22,23.75,6.4
"Doug McDermott","SF/PFSFPF","NYK","vs LAL","13th",107,3700,6.9,29,15.4,0.66,14.6,6.8,23.3,27.38,16.37,16.37,"%",59,4.4,32,11.5,3.1
"Tim Frazier","PG","WAS","@ BKN","30th",108.5,3700,10.1,31.8,14.2,0.81,13.5,3.6,17.6,22.3,19.38,19.38,"%",56,5.2,16,12.25,3.3
"Kyle Korver","SG/SFSGSF","CLE","vs ATL","24th",113.75,3700,4.3,32.4,17.1,0.78,16.6,7.2,22,23,16.33,16.33,"%",53,4.4,23,23.75,6.4
"Luke Babbitt","SF/PFSFPF","ATL","@ CLE","16th",102.75,3700,1.8,30.6,14.1,0.73,15.3,5.8,19.3,18.77,14.12,14.12,"%",42,3.8,21,15.25,4.1
"Jae Crowder","SF/PFSFPF","CLE","vs ATL","25th",113.75,3700,6.8,33.8,15.9,0.63,15.8,7.1,25.1,24.3,18.36,18.36,"%",52,5,26,17.75,4.8
"Garrett Temple","PG/SGPGSG","SAC","vs PHX","23rd",107.75,3700,1.7,28.2,16.2,0.66,16,7.1,24.4,19.07,13.08,13.08,"%",53,3.5,15,4,1.1
"Jared Dudley","PF","PHX","@ SAC","5th",103.75,3700,0,31.7,12.4,0.84,11.7,3.1,14.7,15.18,12.3,12.3,"%",22,3.3,0,0,NA
"Joe Harris","SG/SFSGSF","BKN","vs WAS","5th",105.5,3700,4,27.8,18.1,0.78,17,7.9,23.3,18.6,14.17,14.17,"%",62,3.8,26,12,3.2
"Stanley Johnson","SG/SFSGSF","DET","vs DEN","7th",108.25,3700,3.9,29.9,17.1,0.6,13.6,7.4,28.4,28,15.04,15.04,"%",57,4.1,14,2.75,0.7
"Manu Ginobili","SG/SFSGSF","SAS","@ DAL","18th",103,3700,3.3,30.2,16.2,0.79,22,7.2,20.5,18.3,14.86,14.86,"%",53,4,26,10.75,2.9
"Jamal Crawford","SG","MIN","vs PHI","10th",109.5,3600,4.3,30.6,15,0.88,27,8.1,17,18.43,15.57,15.57,"%",50,4.3,20,12,3.3
"Bryn Forbes","PG/SGPGSG","SAS","@ DAL","24th",103,3600,0,26.2,11,0.6,16.5,6.1,18.3,18.9,11,11,"%",31,3.1,21,13.75,3.8
"Anthony Tolliver","SF/PFSFPF","DET","vs DEN","23rd",108.25,3600,9.1,30,13.7,0.74,15.9,5.3,18.4,22.04,18.05,18.05,"%",56,5,13,9.75,2.7
"Frank Ntilikina","PG/SGPGSG","NYK","vs LAL","27th",107,3600,7.8,35.5,15,0.78,19.4,5.9,19.2,23.3,19.67,19.67,"%",47,5.5,28,29.75,8.3
"Amir Johnson","PF/CPFC","PHI","@ MIN","6th",104.5,3600,0,25.8,15.9,1.04,13.6,3.7,15.3,8.7,8.27,8.27,"%",45,2.3,12,3.5,1
"Maxi Kleber","PF","DAL","vs SAS","3rd",97,3600,3.8,33.7,11.9,0.72,13.5,4.1,16.5,28.8,16.59,16.59,"%",28,4.6,30,10.5,2.9
"Malik Beasley","SG","DEN","@ DET","8th",102.25,3600,4.8,24.6,7.4,0.73,18.6,3.2,10.1,17.39,13.29,13.29,"%",24,3.7,23,12.5,3.5
"Miles Plumlee","C","ATL","@ CLE","22nd",102.75,3500,1.9,28.8,11.1,0.82,14.2,3.1,13.6,16,13.44,13.44,"%",31,3.8,14,6,1.7
"Davis Bertans","SF/PFSFPF","SAS","@ DAL","12th",103,3500,0,29.8,9,0.93,23.2,3.6,9.7,13.93,12.26,12.26,"%",3,3.5,3,0,NA
"Jerryd Bayless","PG/SGPGSG","PHI","@ MIN","19th",104.5,3500,0.9,23.9,16.6,0.62,15.3,7.5,26.6,18,10.76,10.76,"%",60,3.1,14,9,2.6
"Tyler Zeller","C","BKN","vs WAS","12th",105.5,3500,7.4,29,16.7,0.93,19.8,5.6,18,16.9,16.65,16.65,"%",63,4.8,22,24.5,7
"Tyus Jones","PG/SGPGSG","MIN","vs PHI","18th",109.5,3500,0,33.1,12.6,0.75,10.9,3.2,16.7,14.04,11.82,11.82,"%",16,3.4,15,13.25,3.8
"Devin Harris","PG/SGPGSG","DAL","vs SAS","3rd",97,3500,5.9,29.8,16.1,0.88,23.5,6.7,18.2,20.45,16.18,16.18,"%",58,4.6,19,19.25,5.5
"Malcolm Delaney","PG/SGPGSG","ATL","@ CLE","23rd",102.75,3400,0,12.1,11.8,0.64,17.3,4.7,18.5,0,0,0,"%",49,0,5,3.5,1
"Skal Labissiere","PF/CPFC","SAC","vs PHX","30th",107.75,3400,2.3,28.2,15.5,0.94,25.1,6.8,16.5,13,13.4,13.4,"%",52,3.9,13,13.5,4
"Dragan Bender","SF/PFSFPF","PHX","@ SAC","26th",103.75,3400,0,19.6,12.3,0.63,12.1,4.6,19.5,10.18,6.45,6.45,"%",46,1.9,20,18.75,5.5
"Jarrett Allen","PF/CPFC","BKN","vs WAS","12th",105.5,3400,8.3,29.4,13.4,0.85,12.5,3.7,15.8,18.6,17.33,17.33,"%",55,5.1,20,17.5,5.1
"Channing Frye","PF/CPFC","CLE","vs ATL","17th",113.75,3300,2.6,25.3,10.1,0.78,17.2,3.7,12.9,15.07,12.31,12.31,"%",36,3.7,15,12.75,3.9
"Kosta Koufos","C","SAC","vs PHX","20th",107.75,3300,1.6,30.3,15.4,0.88,13.4,3.8,17.6,16,13.87,13.87,"%",47,4.2,20,22.5,6.8
"Ron Baker","PG/SGPGSG","NYK","vs LAL","15th",107,3300,0.6,20.7,12.5,0.77,12,2.3,16.3,12,9.22,9.22,"%",54,2.8,11,5.5,1.7
"Jodie Meeks","SG","WAS","@ BKN","26th",108.5,3300,0.1,22.4,10.6,0.67,19.9,5.8,15.8,15,9.65,9.65,"%",40,2.9,26,25.5,7.7
"Jason Smith","PF/CPFC","WAS","@ BKN","15th",108.5,3200,5.7,18.6,5.8,0.69,18.5,3.1,8.4,15,11.24,11.24,"%",36,3.5,27,18.75,5.9
"Lance Thomas","SF/PFSFPF","NYK","vs LAL","13th",107,3200,4.7,21.9,8.6,0.54,13.6,3.7,16,25.5,12.06,12.06,"%",43,3.8,23,10.75,3.4
"Timothe Luwawu-Cabarrot","SG/SFSGSF","PHI","@ MIN","6th",104.5,3200,2.5,19.5,10.8,0.66,19.1,5.8,16.4,16,9.81,9.81,"%",55,3.1,3,5.75,1.8
"Luke Kennard","SG","DET","vs DEN","11th",108.25,3200,2.6,27.5,11.2,0.7,18.3,5.6,16,19.61,13.3,13.3,"%",36,4.2,13,3.5,1.1
"Isaiah Taylor","PG","ATL","@ CLE","23rd",102.75,3200,1.2,26.7,11.9,0.76,18.7,5.1,15.6,15.32,12.13,12.13,"%",39,3.8,18,17.5,5.5
"Salah Mejri","C","DAL","vs SAS","14th",97,3100,0,30.2,12.1,1.08,9.9,1.8,11.2,11.1,11.58,11.58,"%",23,3.7,9,5.75,1.9
"Langston Galloway","PG/SGPGSG","DET","vs DEN","21st",108.25,3100,0,18.8,10.5,0.82,20.2,5,12.8,7,5.72,5.72,"%",38,1.8,22,23,7.4
"Quincy Acy","PF/CPFC","BKN","vs WAS","19th",105.5,3100,4.1,20.1,12.1,0.72,17,4.8,16.9,14.7,10.94,10.94,"%",62,3.5,17,5,1.6
"Darrell Arthur","PF","DEN","@ DET","14th",102.25,3000,0,5.3,2.8,0.38,19,2.3,7.3,0,0,0,"%",5,0,14,7.5,2.5
"Corey Brewer","SG/SFSGSF","LAL","@ NYK","20th",105,3000,0,16.9,7.2,0.63,13,2.4,11.5,6.9,5.9,5.9,"%",23,2,8,0.75,0.3
"Joffrey Lauvergne","PF/CPFC","SAS","@ DAL","25th",103,3000,0,20,9.6,0.89,17.6,3.6,10.8,8,7.56,7.56,"%",35,2.5,5,5.25,1.8
"Eric Moreland","PF/CPFC","DET","vs DEN","23rd",108.25,3000,0,22.1,7.9,0.78,7.6,1,10.1,10.43,9.38,9.38,"%",19,3.1,4,2.5,0.8
"Jose Calderon","PG","CLE","vs ATL","22nd",113.75,3000,1.8,25.2,8.4,0.53,9.3,2.6,15.9,20.2,11.8,11.8,"%",20,3.9,31,25.25,8.4
"Boban Marjanovic","C","DET","vs DEN","23rd",108.25,3000,0,10,8.4,1.27,37.8,3.4,6.6,0,0,0,"%",40,0,12,23.25,7.8
"Josh Hart","PG/SGPGSG","LAL","@ NYK","9th",105,3000,0,17.4,8.3,0.61,10.3,2.7,13.7,10.1,5.37,5.37,"%",27,1.8,10,3.75,1.3
"Antonius Cleveland","SG","DAL","vs SAS","2nd",97,3000,0,14.7,5.4,0.82,15.6,1.4,6.6,8.6,6.33,6.33,"%",22,2.1,7,3.5,1.2
"Vince Carter","SG/SFSGSF","SAC","vs PHX","23rd",107.75,3000,0,17.2,7.4,0.59,14.6,3.3,12.6,10.9,6.7,6.7,"%",29,2.2,0,0,NA
"Reggie Bullock","SG/SFSGSF","DET","vs DEN","7th",108.25,3000,2.3,22.7,6.9,0.49,12.1,2.8,14,24.6,11.05,11.05,"%",16,3.7,18,11.5,3.8
"Henry Ellenson","PF/CPFC","DET","vs DEN","23rd",108.25,3000,0,16,10.1,0.98,22.1,4.9,10.3,0,0,0,"%",21,0,8,10.5,3.5
"Ante Zizic","PF/CPFC","CLE","vs ATL","15th",113.75,3000,0,7.6,4.2,1.08,25.4,1.1,3.9,0,0,0,"%",9,0,2,4.5,1.5
"Cedi Osman","SG/SFSGSF","CLE","vs ATL","25th",113.75,3000,0,12.6,4.8,0.73,14.3,1.5,6.6,4.3,3.27,3.27,"%",3,1.1,17,12,4
