"LeBron James_CLE","Giannis Antetokounmpo_MIL","DeMarcus Cousins_NO","Anthony Davis_NO","Joel Embiid_PHI","Ben Simmons_PHI","John Wall_WAS","Kevin Love_CLE","Bradley Beal_WAS","Khris Middleton_MIL","Jrue Holiday_NO","Eric Bledsoe_MIL","Zach Randolph_SAC","Isaiah Thomas_CLE","Robert Covington_PHI","Dario Saric_PHI","Rajon Rondo_NO","Otto Porter_WAS","JJ Redick_PHI","Willie Cauley-Stein_SAC","Jabari Parker_MIL","Dwyane Wade_CLE","Malcolm Brogdon_MIL","Kelly Oubre_WAS","Marcin Gortat_WAS","Markieff Morris_WAS","E'Twaun Moore_NO","Buddy Hield_SAC","George Hill_SAC","Mike Scott_WAS","John Henson_MIL","Richaun Holmes_PHI","De'Aaron Fox_SAC","Bogdan Bogdanovic_SAC","Jeff Green_CLE","Trevor Booker_PHI","TJ McConnell_PHI","JR Smith_CLE","Frank Mason III_SAC","Markelle Fultz_PHI","Amir Johnson_PHI","Jose Calderon_CLE","Tony Snell_MIL","Garrett Temple_SAC","Kyle Korver_CLE","Tomas Satoransky_WAS","Tim Frazier_WAS","Dante Cunningham_NO","Iman Shumpert_CLE","Jae Crowder_CLE","Tristan Thompson_CLE","Darius Miller_NO","Jameer Nelson_NO","Ian Mahinmi_WAS","Jerryd Bayless_PHI","Kosta Koufos_SAC","Thon Maker_MIL","Derrick Rose_CLE","DeAndre Liggins_MIL","Jakarr Sampson_SAC","Skal Labissiere_SAC","Mirza Teletovic_MIL","Matthew Dellavedova_MIL","Channing Frye_CLE","Jodie Meeks_WAS","Tony Allen_NO","Vince Carter_SAC","Ian Clark_NO","Jason Smith_WAS","Sheldon Mac_WAS","Mike Young_WAS","Devin Robinson_WAS","Chris McCullough_WAS","Solomon Hill_NO","Alexis Ajinca_NO","Omer Asik_NO","Jalen Jones_NO","Charles Cooke_NO","Cheick Diallo_NO","Frank Jackson_NO","Timothe Luwawu-Cabarrot_PHI","Georgios Papagiannis_SAC","Harry Giles_SAC","Jack Cooley_SAC","Justin Jackson_SAC","Malachi Richardson_SAC","Furkan Korkmaz_PHI","Justin Anderson_PHI","James Michael McAdoo_PHI","Jacob Pullen_PHI","Gary Payton II_MIL","Rashad Vaughn_MIL","DJ Wilson_MIL","Sterling Brown_MIL","Joel Bolomboy_MIL","Jason Terry_MIL","John Holland_CLE","London Perrantes_CLE","Cedi Osman_CLE","Ante Zizic_CLE"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-184.3875,-7.1125,0,0,0,0,0,0,0,0,110.00625,10.89375,0,0,14.875,0,0,0,0,0,0,0,0,0,0,0,0,-51.59375,0,0,0,0,-54.525,0,0,0,94.325,0,0,0,0,0,0,0,0,0,0,0,0,0,25.19375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31.6785714285714,0,0,0,0,0,0,23.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.0803571428571,0,0,0,0,0,0,0,0,0,0,0,0,-18.5491071428571,0,0,-15.3125,0,0,0,131.607142857143,0,0,-9.82142857142857,0,0,0,0,24.375,1.3125,0,0,0,0,0,0,0,0,0,0,0,0,-19.5714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6651785714286,6.95982142857143
0,6.40476190476191,0,0,0,0,0,0,0,-29.1309523809524,0,19.6279761904762,0,0,0,0,0,0,0,0,0,0,-11.7113095238095,0,0,0,0,0,0,0,-13.7291666666667,0,0,0,0,0,0,0,0,0,0,0,47.3928571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,7.26785714285714,0,-11.0863095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34.8095238095238,-30.0595238095238,13.9285714285714,-16.3690476190476,-8.51190476190476,32.7738095238095,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-7.65625,0,0,0,0,0,0,44.6875,0,0,0,0,0,0,0,-34.6666666666667,-62.3958333333333,0,0,0,53.0416666666667,-0.40625,0,0,0,0,-9.42708333333333,0,0,0,0,79.7083333333333,0,0,0,0,0,0,0,0,0,0,0,-68.28125,0,0,0,0,16.2395833333333,0,0,0,0,0,17.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.58333333333333,2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.1517857142857,0,0,0,0,0,0,-22.9732142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,-37.7857142857143,0,0,0,0,0,0,0,0,0,0,0,0,2.02232142857143,0,0,19.4910714285714,0,0,0,-9.82142857142857,0,0,19.2678571428571,0,0,0,0,-11.9464285714286,-0.9375,0,0,0,0,0,0,0,0,0,0,0,0,13.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.45982142857143,-0.504464285714286
0,0,0,0,0,0,-51.0401785714286,0,-39.1934523809524,0,0,0,0,0,0,0,0,17.8824404761905,0,0,0,0,0,28.0625,4.14136904761905,63.2931547619048,0,0,0,-13.8988095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.8720238095238,32.3869047619048,0,0,0,0,0,0,46.7678571428571,0,0,0,0,0,0,0,0,0,0,10.4821428571429,0,0,0,-30.9508928571429,0,0,0,3.90922619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-32.9538690476191,0,28.5967261904762,0,0,0,0,0,0,0,0,10.6889880952381,0,0,0,0,0,3.61458333333333,39.2157738095238,88.6294642857143,0,0,0,6.15773809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3869047619048,52.5565476190476,0,0,0,0,0,0,22.7931547619048,0,0,0,0,0,0,0,0,0,0,-39.1889880952381,0,0,0,-20.8630952380952,0,0,0,-13.0431547619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,46.1916666666667,-161.208333333333,0,0,0,0,0,0,45.1916666666667,0,0,0,0,0,33.6708333333333,0,0,0,0,0,0,0,0,0,21.1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.6416666666667,0,0,0,-16.625,-9.82916666666667,0,0,0,0,0,0,0,0,0,0,0,0,8.1375,0,6.86666666666667,0,0,0,0,0,0,0,41.3791666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7.90625,0,0,0,0,0,0,-18.1651785714286,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.870535714285714,0,0,0,0,0,0,0,0,0,0,0,0,11.578125,0,0,-33.4464285714286,0,0,0,24.375,0,0,-11.9464285714286,0,0,0,0,51.1205357142857,5.71875,0,0,0,0,0,0,0,0,0,0,0,0,-11.0089285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8370535714286,6.93080357142857
2.90625,0,0,0,0,0,0,-24.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.71875,0,0,0,0,0,0,0,0,0,0,0,0,-2.765625,0,0,-9.75,0,0,0,1.3125,0,0,-0.9375,0,0,0,0,5.71875,13.78125,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.546875,-1.921875
0,0,-18.50625,43.89375,0,0,0,0,0,0,-24.33125,0,0,0,0,0,7.11875,0,0,0,0,0,0,0,0,0,2.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16.625,0,0,0,8.69375,-0.90625,0,0,0,0,0,0,0,0,0,0,0,0,-5.125,0,-1.4125,0,0,0,0,0,0,0,-6.7375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,16.0895833333333,30.2395833333333,0,0,0,0,0,0,1.18958333333333,0,0,0,0,0,-27.5520833333333,0,0,0,0,0,0,0,0,0,-4.8625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.82916666666667,0,0,0,-0.90625,10.3604166666667,0,0,0,0,0,0,0,0,0,0,0,0,-1.2125,0,-3.35416666666667,0,0,0,0,0,0,0,-6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-39.2380952380952,0,-19.3497023809524,0,0,0,0,0,0,0,0,13.6116071428571,0,0,0,0,0,32.5416666666667,-5.42113095238095,43.8244047619048,0,0,0,2.83035714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7678571428571,22.7931547619048,0,0,0,0,0,0,55.1636904761905,0,0,0,0,0,0,0,0,0,0,-12.2157738095238,0,0,0,-48.6279761904762,0,0,0,6.47172619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-40.6,61.00625,0,0,0,0,0,0,0,0,33.3,20.321875,0,0,-22.890625,0,0,0,0,0,0,0,0,0,0,0,0,-37.90625,0,0,0,0,-16.85625,0,0,0,25.19375,0,0,0,0,0,0,0,0,0,0,0,0,0,21.64375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.965625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,16.1383928571429,0,0,0,0,0,0,-24.8571428571429,0,0,0,0,0,0,0,-9.93154761904762,59.9910714285714,0,0,0,-66.0997023809524,6.77380952380952,0,0,0,0,-8.19047619047619,0,0,0,0,-68.28125,0,0,0,0,0,0,0,0,0,0,0,86.3095238095238,0,0,0,0,-0.629464285714286,0,0,0,0,0,-0.0907738095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5416666666667,-0.0952380952380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,17.7901785714286,0,0,0,0,0,0,0,-27.453869047619,0,6.03422619047619,0,0,0,0,0,0,0,0,0,0,10.2053571428571,0,0,0,0,0,0,0,18.6666666666667,0,0,0,0,0,0,0,0,0,0,0,7.26785714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7261904761905,0,-2.75297619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73214285714286,-19.6949404761905,7.99107142857143,3.42261904761905,1.7797619047619,11.3154761904762,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10.6264880952381,0,0,0,0,0,0,0,1.74404761904762,0,1.43005952380952,0,0,0,0,0,0,0,0,0,0,11.3824404761905,0,0,0,0,0,0,0,3.14583333333333,0,0,0,0,0,0,0,0,0,0,0,-11.0863095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.75297619047619,0,8.35119047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35714285714286,20.8883928571429,-1.07142857142857,7.06845238095238,-0.657738095238095,-10.7991071428571,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-48.2142857142857,0,0,0,0,0,0,97.0580357142857,0,0,0,0,0,0,0,-78.5014880952381,-3.10714285714286,0,0,0,-7.32142857142857,-5.73511904761905,0,0,0,0,-5.56696428571429,0,0,0,0,16.2395833333333,0,0,0,0,0,0,0,0,0,0,0,-0.629464285714286,0,0,0,0,53.3005952380952,0,0,0,0,0,14.1190476190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.541666666666667,4.85714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.48214285714286,0,0,0,0,0,0,-12.2678571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,-23.4910714285714,0,0,0,0,0,0,0,0,0,0,0,0,2.51785714285714,0,0,13.2767857142857,0,0,0,-19.5714285714286,0,0,13.7142857142857,0,0,0,0,-11.0089285714286,-3,0,0,0,0,0,0,0,0,0,0,0,0,13.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.19642857142857,-0.553571428571429
0,0,0,0,0,0,12.4151785714286,0,-9.93154761904762,0,0,0,0,0,0,0,0,-22.0178571428571,0,0,0,0,0,50.9270833333333,-56.6517857142857,-85.4806547619048,0,0,0,-34.2678571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4821428571429,-39.1889880952381,0,0,0,0,0,0,-12.2157738095238,0,0,0,0,0,0,0,0,0,0,115.622023809524,0,0,0,33.0446428571429,0,0,0,22.2886904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1.1625,-65.2625,0,0,0,0,0,0,6.7125,0,0,0,0,0,-13.2,0,0,0,0,0,0,0,0,0,-51.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1375,0,0,0,-5.125,-1.2125,0,0,0,0,0,0,0,0,0,0,0,0,30.875,0,6.625,0,0,0,0,0,0,0,9.4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-2.28422619047619,0,0,0,0,0,0,45.3779761904762,0,0,0,0,0,0,0,-50.8080357142857,9.81101190476191,0,0,0,-9.08779761904762,0.12202380952381,0,0,0,0,-1.70535714285714,0,0,0,0,17.6666666666667,0,0,0,0,0,0,0,0,0,0,0,-0.0907738095238095,0,0,0,0,14.1190476190476,0,0,0,0,0,46.4970238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.04166666666667,-2.4047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-12.5958333333333,-19.4958333333333,0,0,0,0,0,0,4.80416666666667,0,0,0,0,0,0.245833333333333,0,0,0,0,0,0,0,0,0,-9.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.86666666666667,0,0,0,-1.4125,-3.35416666666667,0,0,0,0,0,0,0,0,0,0,0,0,6.625,0,3.44166666666667,0,0,0,0,0,0,0,3.39166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,26.2098214285714,0,21.702380952381,0,0,0,0,0,0,0,0,-13.1071428571429,0,0,0,0,0,-14.7604166666667,-3.83779761904762,-50.8839285714286,0,0,0,4.08035714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-30.9508928571429,-20.8630952380952,0,0,0,0,0,0,-48.6279761904762,0,0,0,0,0,0,0,0,0,0,33.0446428571429,0,0,0,54.2053571428571,0,0,0,-10.7991071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-13.3348214285714,0,-27.358630952381,0,0,0,0,0,0,0,0,-18.5491071428571,0,0,0,0,0,7.71875,-31.5580357142857,-9.13690476190476,0,0,0,-39.1220238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.90922619047619,-13.0431547619048,0,0,0,0,0,0,6.47172619047619,0,0,0,0,0,0,0,0,0,0,22.2886904761905,0,0,0,-10.7991071428571,0,0,0,29.0386904761905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,34.8666666666667,-101.520833333333,0,0,0,0,0,0,13.0916666666667,0,0,0,0,0,29.9083333333333,0,0,0,0,0,0,0,0,0,3.9625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.3791666666667,0,0,0,-6.7375,-6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,9.4875,0,3.39166666666667,0,0,0,0,0,0,0,26.5666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,-91.68125,24.540625,0,0,0,0,0,0,0,0,10.48125,7.94375,0,0,9.53125,0,0,0,0,0,0,0,0,0,0,0,0,-15.453125,0,0,0,0,-28.14375,0,0,0,20.9625,0,0,0,0,0,0,0,0,0,0,0,0,0,7.965625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.95625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-5.66666666666667,0,0,0,0,0,0,-3.375,0,0,0,0,0,0,0,-4.625,3.29166666666667,0,0,0,-12.875,0.75,0,0,0,0,-5.125,0,0,0,0,-7.58333333333333,0,0,0,0,0,0,0,0,0,0,0,13.5416666666667,0,0,0,0,-0.541666666666667,0,0,0,0,0,8.04166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-9.90476190476191,0,0,0,0,0,0,2.23809523809524,0,0,0,0,0,0,0,-0.476190476190476,-9.11904761904762,0,0,0,-5.19047619047619,-6.23809523809524,0,0,0,0,1.07142857142857,0,0,0,0,2.16666666666667,0,0,0,0,0,0,0,0,0,0,0,-0.0952380952380952,0,0,0,0,4.85714285714286,0,0,0,0,0,-2.4047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.666666666666667,2.28571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.8452380952381,0,0,0,0,0,0,0,7.94345238095238,0,-12.9821428571429,0,0,0,0,0,0,0,0,0,0,9.29464285714286,0,0,0,0,0,0,0,18.4583333333333,0,0,0,0,0,0,0,0,0,0,0,-34.8095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,8.73214285714286,0,3.35714285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2261904761905,6.64285714285714,-3.92857142857143,11.1607142857143,15.5535714285714,-22.8571428571429,0,0,0,0
0,-25.1964285714286,0,0,0,0,0,0,0,8.23511904761905,0,2.00744047619048,0,0,0,0,0,0,0,0,0,0,17.5550595238095,0,0,0,0,0,0,0,1.39583333333333,0,0,0,0,0,0,0,0,0,0,0,-30.0595238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,-19.6949404761905,0,20.8883928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64285714285714,73.8720238095238,-6.74107142857143,5.43154761904762,1.19940476190476,-32.3571428571429,0,0,0,0
