"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,956524642,"grinder1978",0,362.75,"G Chris Paul C Dwight Howard PG Donovan Mitchell UTIL Clint Capela SG Gary Harris PF Thaddeus Young SF Lance Stephenson F Mario Hezonja",NA,"Greg Monroe","F","38.22%",37.25
2,955935985,"mrgoodseats (10/75)",0,359.5,"C Nikola Vucevic SG Chris Paul UTIL DeAndre Jordan G Khris Middleton F Jonathon Simmons PF Greg Monroe PG Mario Hezonja SF Wayne Ellington",NA,"Nikola Vucevic","C","34.17%",46
2,956523297,"RSandersRX (2/5)",0,359.5,"F Giannis Antetokounmpo SG Chris Paul C DeAndre Jordan SF Khris Middleton PF Greg Monroe G Milos Teodosic UTIL Mario Hezonja PG Andrew Harrison",NA,"Marc Gasol","C","30.44%",32
4,955942053,"mrgoodseats (24/75)",0,357.25,"C Nikola Vucevic PG Chris Paul UTIL DeAndre Jordan F Khris Middleton G Jonathon Simmons PF Greg Monroe SF Mario Hezonja SG Andrew Harrison",NA,"Andrew Harrison","SG","27.87%",35.75
4,956517666,"pope_fiction (2/5)",0,357.25,"C Nikola Vucevic PG Chris Paul UTIL DeAndre Jordan SF Khris Middleton F Jonathon Simmons PF Greg Monroe G Mario Hezonja SG Andrew Harrison",NA,"Khris Middleton","F","26.76%",38.25
4,956529644,"bsugolf22 (1/2)",0,357.25,"C Nikola Vucevic PG Chris Paul UTIL DeAndre Jordan SG Khris Middleton F Jonathon Simmons PF Greg Monroe SF Mario Hezonja G Andrew Harrison",NA,"Aron Baynes","C","25.65%",26.5
7,955943463,"mrgoodseats (49/75)",0,357,"C Nikola Vucevic PG Chris Paul UTIL DeAndre Jordan F Khris Middleton G Kris Dunn PF Greg Monroe SF Mario Hezonja SG Andrew Harrison",NA,"Eric Bledsoe","G","23.84%",32.25
7,956027507,"CasBrM (1/110)",0,357,"C Nikola Vucevic SG Chris Paul UTIL DeAndre Jordan F Khris Middleton G Kris Dunn PF Greg Monroe SF Mario Hezonja PG Andrew Harrison",NA,"Mario Hezonja","SF","23.08%",41.75
9,956309368,"divannurse78 (3/13)",0,354.75,"UTIL Nikola Vucevic PG Chris Paul G Lou Williams C Dwight Howard PF Greg Monroe SF JaMychal Green F Michael Kidd-Gilchrist SG Milos Teodosic",NA,"Goran Dragic","G","22.64%",22.25
10,955948999,"petteytheft89 (5/85)",0,352.5,"PG Russell Westbrook G Chris Paul C DeAndre Jordan F Khris Middleton PF Greg Monroe UTIL Aron Baynes SF Mario Hezonja SG Andrew Harrison",NA,"DeMarcus Cousins","PF","22.43%",52.75
10,956014693,"jyobe21",0,352.5,"UTIL Nikola Vucevic PG Chris Paul SF DeMar DeRozan G Kyrie Irving PF Greg Monroe C Aron Baynes F Mario Hezonja SG Andrew Harrison",NA,"Milos Teodosic","SG","22.30%",28.5
10,956352419,"REDCOAT85 (129/150)",0,352.5,"G Chris Paul PG Lou Williams C Marc Gasol UTIL Dwight Howard SF Khris Middleton PF JaMychal Green F Mario Hezonja SG Andrew Harrison",NA,"Jonathon Simmons","SG","21.15%",41
