"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,957625459,"DonationKing (2/3)",0,366,"SF LeBron James PF Kevin Durant C Karl-Anthony Towns PG Frank Ntilikina F Jordan Bell UTIL Omri Casspi SG Devin Harris G José Calderón",NA,"Jordan Bell","PF","73.82%",30.5
2,957543006,"phoyasfol",0,360.5,"C Karl-Anthony Towns SG Jimmy Butler F Kevin Love PG Dennis Schroder G Spencer Dinwiddie PF Jordan Bell SF Omri Casspi UTIL José Calderón",NA,"LeBron James","SF","51.41%",68.5
3,957865168,"suidmach (44/56)",0,358,"F LeBron James C Kevin Love SG Spencer Dinwiddie G Brandon Ingram SF Rondae Hollis-Jefferson PG Frank Ntilikina UTIL David West PF Omri Casspi",NA,"Jordan Clarkson","SG","46.12%",17.75
4,957320270,"papagates (74/150)",0,357.5,"SF LeBron James C Karl-Anthony Towns PG Spencer Dinwiddie SG Brandon Ingram PF Dirk Nowitzki G Andre Iguodala F Jordan Bell UTIL Omri Casspi",NA,"Omri Casspi","SF","44.31%",39.75
5,957800499,"finny1234 (2/2)",0,356.75,"C Andre Drummond UTIL Karl-Anthony Towns PF Kevin Love PG Lonzo Ball SG Courtney Lee G Bogdan Bogdanovic F Jordan Bell SF Omri Casspi",NA,"Spencer Dinwiddie","PG","39.38%",50.25
6,956802125,"PFerguson2010",0,356,"C Andre Drummond SG Jimmy Butler F Kevin Love PG Spencer Dinwiddie G Brandon Ingram UTIL Frank Ntilikina PF Jordan Bell SF Omri Casspi",NA,"Kevin Durant","F","35.62%",65.25
7,957078516,"EmileHeskey (140/150)",0,355.5,"C Karl-Anthony Towns SG Jimmy Butler G Klay Thompson PG Spencer Dinwiddie PF Rondae Hollis-Jefferson SF Caris LeVert UTIL Jordan Bell F Omri Casspi",NA,"Klay Thompson","SG","31.42%",31.75
8,957361829,"dubblea62 (1/2)",0,354,"C Karl-Anthony Towns SG Jimmy Butler PF Kevin Love SF Harrison Barnes PG Spencer Dinwiddie G Frank Ntilikina F Jordan Bell UTIL Omri Casspi",NA,"Kevin Love","F","30.30%",54.75
9,957210341,"RexGrossman (65/150)",0,353.75,"UTIL Kevin Durant PF Kevin Love PG Lonzo Ball SG Spencer Dinwiddie SF Rondae Hollis-Jefferson G Bogdan Bogdanovic C Jordan Bell F Omri Casspi",NA,"Wesley Matthews","SF","28.61%",13.5
10,957865147,"suidmach (23/56)",0,353.5,"SF LeBron James UTIL Karl-Anthony Towns C Kevin Love SG Spencer Dinwiddie G Frank Ntilikina PF David West F Jordan Bell PG Devin Harris",NA,"Karl-Anthony Towns","C","28.40%",69.5
