"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,956742307,"SleepyW (2/2)",0,344.25,"SF DeMar DeRozan PF Greg Monroe C Jonas Valanciunas PG Tyler Ulis SG Chris Paul UTIL Dwight Howard G Kemba Walker F Michael Kidd-Gilchrist",NA,"James Harden","SG","58.45%",42
1,956790726,"Dr.Loomis29 (15/20)",0,344.25,"SF DeMar DeRozan PF Greg Monroe C Jonas Valanciunas PG Tyler Ulis SG Chris Paul UTIL Dwight Howard G Kemba Walker F Michael Kidd-Gilchrist",NA,"Greg Monroe","C","56.60%",37.25
3,956076995,"thomasteix23 (6/20)",0,338.5,"PF Serge Ibaka SF DeMar DeRozan UTIL Jonas Valanciunas PG Chris Paul SG Trevor Ariza C Dwight Howard G Nicolas Batum F Michael Kidd-Gilchrist",NA,"DeMar DeRozan","SF","55.42%",51.25
3,956680373,"chadfu23 (1/2)",0,338.5,"PF Serge Ibaka SG DeMar DeRozan C Jonas Valanciunas PG Chris Paul G Trevor Ariza UTIL Dwight Howard F Nicolas Batum SF Michael Kidd-Gilchrist",NA,"Chris Paul","PG","53.07%",62.75
5,956801240,"regulator84",0,330,"PG Kyle Lowry F Serge Ibaka SG DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas C Alex Len G Chris Paul SF Michael Kidd-Gilchrist",NA,"Serge Ibaka","PF","44.15%",43.75
6,955941612,"forrestkoba (1/20)",0,329.25,"PF Serge Ibaka SF DeMar DeRozan UTIL Greg Monroe PG Tyler Ulis G Chris Paul F Trevor Ariza C Dwight Howard SG Eric Gordon",NA,"Trevor Ariza","G","39.44%",24
7,956077086,"thomasteix23 (7/20)",0,328.25,"PF Serge Ibaka SF DeMar DeRozan UTIL Jonas Valanciunas F Alex Len PG Chris Paul C Dwight Howard SG Eric Gordon G Nicolas Batum",NA,"Kyle Lowry","PG","39.02%",28
8,955994313,"DrNickIsIn (8/20)",0,327.25,"SG DeMar DeRozan PF Greg Monroe UTIL Jonas Valanciunas F Alex Len G Tyler Ulis C Dwight Howard PG James Harden SF Michael Kidd-Gilchrist",NA,"Eric Gordon","G","38.35%",20.5
9,955921191,"Ferguson7 (1/2)",0,324.5,"SG DeMar DeRozan PF Greg Monroe C Jonas Valanciunas SF T.J. Warren PG Chris Paul UTIL Dwight Howard G Eric Gordon F Michael Kidd-Gilchrist",NA,"Dwight Howard","C","37.17%",55.5
9,956020870,"jr613",0,324.5,"PF Serge Ibaka SG DeMar DeRozan F Greg Monroe UTIL Tyler Ulis SF OG Anunoby PG Chris Paul C Dwight Howard G Kemba Walker",NA,"Kemba Walker","G","35.32%",27.75
9,956773658,"ethanbom",0,324.5,"SG DeMar DeRozan PF Greg Monroe C Jonas Valanciunas F T.J. Warren PG Chris Paul UTIL Dwight Howard G Eric Gordon SF Michael Kidd-Gilchrist",NA,"Michael Kidd-Gilchrist","SF","33.81%",38.25
