"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,963889381,"GammaDaFrat",0,289,"PG John Wall PF Kevin Love SG Eric Bledsoe F Zach Randolph SF Robert Covington C Marcin Gortat UTIL Buddy Hield G E'Twaun Moore",NA,"Kevin Love","C","37.51%",44.5
2,964016983,"jlsports_1",0,287.25,"PG John Wall PF Kevin Love SG Bradley Beal SF Khris Middleton G Eric Bledsoe UTIL Marcin Gortat F Jae Crowder C Tristan Thompson",NA,"Dario Saric","F","33.83%",27.75
3,964091398,"BulldogB (9/13)",0,284.75,"PF Anthony Davis G Ben Simmons PG John Wall C Marcin Gortat SF Buddy Hield F E'Twaun Moore SG Frank Mason III UTIL Amir Johnson",NA,"John Wall","PG","33.74%",43.5
4,964059215,"ratman69",0,284.5,"SF LeBron James PG John Wall UTIL Khris Middleton C Marcin Gortat G Buddy Hield PF Markieff Morris F E'Twaun Moore SG Garrett Temple",NA,"Kelly Oubre Jr.","UTIL","32.87%",16.5
4,964091393,"BulldogB (4/13)",0,284.5,"SF LeBron James PF Kevin Love SG Bradley Beal PG Malcolm Brogdon G Buddy Hield UTIL E'Twaun Moore F Mike Scott C Richaun Holmes",NA,"JJ Redick","F","32.08%",12.5
6,963824225,"kjmoore30",0,284.25,"SF LeBron James PF Anthony Davis C Kevin Love UTIL Marcin Gortat F Buddy Hield PG Frank Mason III G José Calderón SG Kyle Korver",NA,"Robert Covington","UTIL","31.73%",28.75
7,964131097,"Billsfan4life31 (5/5)",0,283.75,"SF LeBron James PF Anthony Davis C Kevin Love F Kelly Oubre Jr. UTIL Marcin Gortat PG Frank Mason III SG Garrett Temple G Jerryd Bayless",NA,"Khris Middleton","SF","30.06%",37
8,964107655,"imadeit110 (4/20)",0,281.5,"SF Giannis Antetokounmpo PG Ben Simmons F Zach Randolph UTIL Dwyane Wade SG Buddy Hield PF Mike Scott C Richaun Holmes G Frank Mason III",NA,"LeBron James","SF","29.89%",60.25
9,964041429,"seyiokus (1/2)",0,279,"SF Giannis Antetokounmpo PF Kevin Love SG Bradley Beal PG Eric Bledsoe F E'Twaun Moore UTIL Mike Scott G Frank Mason III C Kosta Koufos",NA,"Jrue Holiday","UTIL","27.26%",33
10,964014474,"scapsarelli (2/4)",0,278.75,"SF Giannis Antetokounmpo PG John Wall SG Bradley Beal G Kelly Oubre Jr. UTIL Marcin Gortat F Buddy Hield PF Richaun Holmes C Amir Johnson",NA,"Giannis Antetokounmpo","PF","26.73%",60.5
11,964034936,"RSMdk01 (3/3)",0,278,"SF Giannis Antetokounmpo PG Ben Simmons F Robert Covington PF Dario Saric SG Buddy Hield UTIL Mike Scott G Frank Mason III C Amir Johnson",NA,"Richaun Holmes","C","26.47%",18
12,963875436,"anf9311 (10/20)",0,277.75,"PF Giannis Antetokounmpo PG John Wall SG Bradley Beal UTIL Dwyane Wade SF Kelly Oubre Jr. C Marcin Gortat F Jeff Green G Garrett Temple",NA,"Bogdan Bogdanovic","SF","25.42%",8.75
13,964121233,"JamusMcBruwn (2/20)",0,276.5,"PG Ben Simmons PF Kevin Love SG Bradley Beal F Robert Covington UTIL Dario Saric SF Buddy Hield C Trevor Booker G Frank Mason III",NA,"Bradley Beal","SG","24.72%",44.25
14,963816459,"nolefan31 (7/20)",0,275.25,"SF Giannis Antetokounmpo PG John Wall F Kevin Love UTIL Dwyane Wade C Marcin Gortat SG E'Twaun Moore PF Mike Scott G Jameer Nelson",NA,"Frank Mason III","PG","23.23%",24.5
15,963940215,"JumboDK",0,275,"UTIL DeMarcus Cousins C Kevin Love SG Bradley Beal SF Khris Middleton G E'Twaun Moore F Mike Scott PG Frank Mason III PF Jae Crowder",NA,"Willie Cauley-Stein","PF","23.05%",21.5
15,964060560,"Willie664",0,275,"SF LeBron James PF Giannis Antetokounmpo SG Khris Middleton C Marcin Gortat F Mike Scott PG Garrett Temple G Jameer Nelson UTIL Kosta Koufos",NA,"Ben Simmons","PG","22.35%",47
17,963816451,"nolefan31 (1/20)",0,274.75,"SF Giannis Antetokounmpo G John Wall F Kevin Love UTIL Buddy Hield SG E'Twaun Moore PF Mike Scott C Trevor Booker PG T.J. McConnell",NA,"Zach Randolph","PF","21.38%",34.25
17,963908859,"b_lowe1899 (4/4)",0,274.75,"PF LeBron James SF Giannis Antetokounmpo F Zach Randolph SG Kelly Oubre Jr. C Marcin Gortat PG Frank Mason III G José Calderón UTIL Tomas Satoransky",NA,"Eric Bledsoe","G","21.12%",38.75
