"Contest_ID","Contest_Name","Contest_Date","Max_Entry","Entry_Fee","Slate","Contest_Size"
"51655540","NBA $2 Double Up",2017-12-25,20,"$2.00","Mon 1200PM","5747"
"51611379","NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-25,20,"$0.25","Mon 1200PM","47562"
"51611770","NBA $3K Layup",2017-12-25,20,"$2.00","Mon 1200PM","1783"
"51747402","NBA $1M Big FREEZE [$150K to 1st]",2017-12-26,150,"$8.00","Tue 700PM","147058"
"51748509","NBA $250K Boxing Day Box Out",2017-12-26,96,"$88.00","Tue 700PM","3228"
"51748802","NBA $50K Sharpshooter [20 Entry Max]",2017-12-26,20,"$3.00","Tue 700PM","19817"
"51749315","NBA GIANT $5 Double Up",2017-12-26,137,"$5.00","Tue 700PM","4597"
"51749318","NBA GIANT $25 Double Up",2017-12-26,34,"$25.00","Tue 700PM","1149"
"51749191","NBA $30K And-One [20 Entry Max]",2017-12-26,20,"$1.00","Tue 700PM","35671"
"51749189","NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-26,20,"$0.25","Tue 700PM","47562"
"51749316","NBA $10 Double Up",2017-12-26,34,"$10.00","Tue 700PM","1149"
"51749319","NBA $2 Double Up",2017-12-26,20,"$2.00","Tue 700PM","4597"
"51749314","NBA GIANT $5 Double Up",2017-12-26,137,"$5.00","Tue 700PM","4597"
"51900290","NBA $425K Excellent 8’s [$50K to 1st!]",2017-12-28,150,"$8.00","Thu 700PM","62500"
"51900290","NBA $150K Triple Threat",2017-12-28,150,"$33.00","Thu 700PM","5300"
"51900290","NBA $130K SHARPSHOOTER [20 ENTRY MAX]",2017-12-28,20,"$33.00","Thu 700PM","51500"
"51900290","NBA $5 DOUBLE UP",2017-12-28,103,"$5.00","Thu 700PM","3448"
"51900290","NBA $444K Excellent 8’s [$50K to 1st!]",2017-12-29,150,"$8.00","Fri 700PM","65294"
"51900285","NBA $500K Year End Special [$100K to 1st!] ",2017-12-29,45,"$365.00","Fri 700PM","1522"
"51900293","NBA $140K Mini Year End Special",2017-12-29,20,"$3.65","Fri 700PM","45607"
"51925746","NBA $40K Medium Year End Special",2017-12-29,38,"$36.50","Fri 700PM","1278"
"51900292","NBA $200K Medium Year End Special",2017-12-29,150,"$36.50","Fri 700PM","6390"
"51871760","NBA $4M FBWC Qualifier #8",2017-12-29,44,"$33.00","Fri 700PM","1485"
"51923946","NBA $250K West Coast Hoops 2017 Finale [$50K to 1st] (Night)",2017-12-29,150,"$8.00","Fri 1030PM","36764"
"51890648","NBA $15K And-One (Night)",2017-12-29,20,"$1.00","Fri 1030PM","17835"
"51890649","NBA $12K Four Point Play [20 Entry Max] (Night)",2017-12-29,20,"$4.00","Fri 1030PM","3567"
"51884390","NBA GIANT $5 Double Up",2017-12-29,137,"$5.00","Fri 700PM","4597"
"51884398","NBA GIANT $25 Double Up",2017-12-29,41,"$25.00","Fri 700PM","1379"
"51931163","NBA $12.5K And-One",2017-12-29,20,"$1.00","Fri 700PM","14863"
"51884410","NBA $30K And-One [20 Entry Max]",2017-12-29,20,"$1.00","Fri 700PM","35671"
"51890577","NBA $12K Excellent 8’s (Turbo)",2017-12-29,52,"$8.00","Fri 800PM","1764"
"51890575","NBA $5K And-One (Turbo)",2017-12-29,20,"$1.00","Fri 800PM","5945"
"51890576","NBA $3K Sharpshooter (Turbo)",2017-12-29,20,"$3.00","Fri 800PM","1189"
"51884399","NBA $2 Double Up",2017-12-29,20,"$2.00","Fri 700PM","4597"
"51884391","NBA GIANT $5 Double Up",2017-12-29,137,"$5.00","Fri 700PM","4597"
"51884395","NBA $10 Double Up",2017-12-29,34,"$10.00","Fri 700PM","1149"
"51884408","NBA $10K Quarter Jukebox [Just $0.25!]",2017-12-29,20,"$0.25","Fri 700PM","47562"
"51890646","NBA $3K Sharpshooter (Night)",2017-12-29,20,"$3.00","Fri 1030PM","1189"
"51890641","NBA $4K Quarter Jukebox [Just $0.25!] (Night)",2017-12-29,20,"$0.25","Fri 1030PM","19024"
"51890574","NBA $1.5K Quarter Jukebox [Just $0.25!] (Turbo)",2017-12-29,20,"$0.25","Fri 800PM","7134"
"51890645","NBA $2K Layup (Night)",2017-12-29,20,"$2.00","Fri 1030PM","1189"
