"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,964782592,"antmangenius",0,334,"PG Victor Oladipo C DeAndre Jordan SG Brandon Ingram SF Carmelo Anthony F Kyle Kuzma G Jamal Murray PF Pau Gasol UTIL Mason Plumlee",NA,"Josh Hart","PG","64.90%",27.5
2,965003220,"DMarks910",0,326.25,"SG Victor Oladipo F DeMar DeRozan PF Rondae Hollis-Jefferson SF Kyle Kuzma UTIL Jamal Murray C John Collins G Trevor Ariza PG George Hill",NA,"James Harden","G","63.96%",71.25
3,964999981,"mgp2488 (1/2)",0,322.25,"SG James Harden C Zach Randolph SF T.J. Warren UTIL Kyle Kuzma PG Austin Rivers PF Willie Cauley-Stein G George Hill F Bam Adebayo",NA,"P.J. Tucker","SF","56.56%",27
3,965009820,"mgp2488 (2/2)",0,322.25,"SG James Harden C Zach Randolph SF T.J. Warren UTIL Kyle Kuzma PG Austin Rivers PF Willie Cauley-Stein G George Hill F Bam Adebayo",NA,"Julius Randle","C","48.37%",6.25
5,964660601,"ChipotleAddict (10/41)",0,319,"SG James Harden C Karl-Anthony Towns PF Zach Randolph UTIL Jamal Murray F Julius Randle PG Tyler Johnson SF Trevor Ariza G Josh Hart",NA,"Tyler Johnson","PG","46.92%",35.25
5,964660603,"ChipotleAddict (12/41)",0,319,"SG James Harden C Karl-Anthony Towns PF Zach Randolph UTIL Jamal Murray F Julius Randle PG Tyler Johnson SF Trevor Ariza G Josh Hart",NA,"Chris Paul","UTIL","45.32%",20.75
7,964660596,"ChipotleAddict (5/41)",0,311.5,"C Karl-Anthony Towns UTIL DeAndre Jordan SG Tyreke Evans PF Zach Randolph F Kelly Olynyk G Milos Teodosic PG Tyler Johnson SF Trevor Ariza",NA,"Trevor Ariza","F","35.61%",48.75
8,965133956,"herlockerw",0,310,"UTIL Karl-Anthony Towns C DeAndre Jordan PG Lonzo Ball PF Zach Randolph G Jeff Teague F Josh Richardson SG Trevor Ariza SF P.J. Tucker",NA,"Nene Hilario","UTIL","33.07%",14.5
9,965361047,"jcook909",0,308,"UTIL Russell Westbrook PG James Harden G Austin Rivers SF DeMarre Carroll PF Larry Nance Jr. SG Trevor Ariza F Ed Davis C Tyler Zeller",NA,"Jordan Mickey","F","32.63%",19.5
10,964660592,"ChipotleAddict (1/41)",0,307.75,"G James Harden C Nikola Vucevic PF Zach Randolph PG Elfrid Payton SF Ersan Ilyasova SG Eric Gordon F Trevor Ariza UTIL Josh Hart",NA,"Kevin Durant","SF","32.27%",38
10,964993681,"Billnap (1/8)",0,307.75,"PG James Harden C Nikola Vucevic G Kris Dunn UTIL Jamal Murray F Lauri Markkanen SF Trevor Ariza PF Montrezl Harrell SG Josh Hart",NA,"DeAndre Jordan","C","26.11%",39.5
