"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,960217864,"daquestion4u (1/2)",0,333.5,"SF Giannis Antetokounmpo C Karl-Anthony Towns SG Khris Middleton PG CJ McCollum G Josh Richardson UTIL Kyle O'Quinn PF Michael Beasley F Ekpe Udoh",NA,"Michael Beasley","F","57.37%",46.25
2,960255061,"ChiefST (2/3)",0,329,"SF Giannis Antetokounmpo C Karl-Anthony Towns PG Chris Paul G Ricky Rubio SG Josh Richardson UTIL Dejounte Murray F Michael Beasley PF Ekpe Udoh",NA,"Chris Paul","PG","53.94%",40.75
3,959860253,"Awesemo (12/150)",0,327.5,"PG Chris Paul PF LaMarcus Aldridge C Marc Gasol SG Khris Middleton G Donovan Mitchell F Kelly Olynyk SF Michael Beasley UTIL Ekpe Udoh",NA,"Giannis Antetokounmpo","SF","35.38%",53.25
3,959860371,"Awesemo (130/150)",0,327.5,"C Karl-Anthony Towns SG Chris Paul UTIL DeAndre Jordan PF Al Horford F Kelly Olynyk G Josh Richardson PG Dejounte Murray SF Michael Beasley",NA,"Donovan Mitchell","SG","34.72%",31.5
5,960233157,"ThatStunna (55/63)",0,327,"F Giannis Antetokounmpo UTIL Chris Paul C DeAndre Jordan PG Eric Bledsoe SG Joe Ingles G Josh Richardson SF Michael Beasley PF Ekpe Udoh",NA,"Ekpe Udoh","C","34.30%",40.25
6,960280094,"Superstars92 (16/17)",0,326.5,"UTIL Giannis Antetokounmpo C Karl-Anthony Towns SG Chris Paul G Nicolas Batum PG Jarrett Jack SF Michael Beasley F Joe Johnson PF Ekpe Udoh",NA,"Jonas Jerebko","SF","34.27%",13.75
7,959197112,"youdacao (47/150)",0,326.25,"SF Giannis Antetokounmpo PG Chris Paul C Marc Gasol UTIL DeAndre Jordan SG Trevor Ariza F Michael Beasley G Josh Jackson PF Ekpe Udoh",NA,"DeAndre Jordan","UTIL","32.35%",43.5
8,960168886,"moklovin (53/150)",0,326,"PG Russell Westbrook C Marc Gasol UTIL DeAndre Jordan SG Donovan Mitchell PF Kelly Olynyk G Joe Ingles SF Michael Beasley F Ekpe Udoh",NA,"James Johnson","UTIL","23.99%",7.75
9,959197104,"youdacao (39/150)",0,324,"SF Giannis Antetokounmpo PG Chris Paul C Marc Gasol SG Donovan Mitchell G Dion Waiters F Michael Beasley UTIL P.J. Tucker PF Ekpe Udoh",NA,"Eric Gordon","G","22.32%",18.75
10,959027522,"shawnzhan (72/150)",0,323,"SF LeBron James PG Chris Paul C DeAndre Jordan SG Donovan Mitchell G Milos Teodosic F Michael Beasley UTIL P.J. Tucker PF Ekpe Udoh",NA,"T.J. Warren","SF","21.49%",25.75
11,959640464,"bric75 (40/60)",0,322.75,"SF LeBron James SG Chris Paul C LaMarcus Aldridge G Dion Waiters PF Kelly Olynyk PG Dejounte Murray UTIL Michael Beasley F Ekpe Udoh",NA,"Khris Middleton","SG","17.99%",38
12,959197188,"youdacao (123/150)",0,322.5,"PG Russell Westbrook PF LaMarcus Aldridge C Marc Gasol SG Khris Middleton G Trevor Ariza SF Michael Beasley UTIL P.J. Tucker F Ekpe Udoh",NA,"Russell Westbrook","PG","17.05%",46.25
13,959027586,"shawnzhan (136/150)",0,321.25,"PG Russell Westbrook C Dwight Howard UTIL DeAndre Jordan G Kemba Walker SG Milos Teodosic SF Josh Richardson F Michael Beasley PF Ekpe Udoh",NA,"Karl-Anthony Towns","C","16.28%",56.75
14,960232108,"Lunacy3",0,321,"SF Giannis Antetokounmpo PG Chris Paul G Kemba Walker SG Khris Middleton UTIL Eric Gordon C Alex Len F Michael Beasley PF Ekpe Udoh",NA,"Ricky Rubio","G","16.28%",18.5
15,959106960,"ThatStunna (39/63)",0,320.25,"F Giannis Antetokounmpo UTIL Chris Paul C DeAndre Jordan PG Eric Bledsoe G Trevor Ariza SG Josh Richardson SF Michael Beasley PF Ekpe Udoh",NA,"Enes Kanter","PF","16.00%",18.25
15,959898368,"papagates (17/150)",0,320.25,"PG Russell Westbrook C Marc Gasol UTIL DeAndre Jordan G Khris Middleton PF Kelly Olynyk SG Eric Gordon SF Michael Beasley F Ekpe Udoh",NA,"Dejounte Murray","PG","15.57%",28.5
17,959650188,"chess_is_ok (126/150)",0,320,"PF LeBron James PG Chris Paul UTIL Donovan Mitchell SF T.J. Warren SG Josh Richardson G Dejounte Murray F Michael Beasley C Ekpe Udoh",NA,"Lou Williams","G","14.00%",21.75
17,959734415,"jeffylube (3/3)",0,320,"PF Giannis Antetokounmpo SG Chris Paul C Marc Gasol UTIL DeAndre Jordan G Joe Ingles SF Michael Beasley PG Mario Chalmers F Ekpe Udoh",NA,"Jawun Evans","G","13.60%",12
19,960168951,"moklovin (118/150)",0,319.75,"SF LeBron James PG Chris Paul C Marc Gasol SG Donovan Mitchell G Joe Ingles F Michael Beasley UTIL Jonas Jerebko PF Ekpe Udoh",NA,"Ryan Anderson","PF","13.43%",12.5
20,959098968,"petteytheft89 (3/100)",0,319.25,"SG Chris Paul PG Kyrie Irving C Marc Gasol UTIL DeAndre Jordan G Donovan Mitchell SF Joe Ingles F Michael Beasley PF Ekpe Udoh",NA,"Milos Teodosic","G","13.36%",28.5
21,959894991,"allabout3837 (7/150)",0,319,"SF Giannis Antetokounmpo PG Kyrie Irving UTIL Marc Gasol C DeAndre Jordan SG Joe Ingles G Eric Gordon PF Michael Beasley F Ekpe Udoh",NA,"Kemba Walker","PG","13.22%",33.5
21,959898441,"papagates (90/150)",0,319,"SF Giannis Antetokounmpo PG Kyrie Irving C Marc Gasol UTIL DeAndre Jordan G Joe Ingles SG Eric Gordon F Michael Beasley PF Ekpe Udoh",NA,"Kelly Olynyk","UTIL","13.20%",33.25
23,959099050,"petteytheft89 (85/100)",0,318.5,"SF Giannis Antetokounmpo PG Kyrie Irving C Marc Gasol PF Al Horford SG Dion Waiters G Joe Ingles UTIL Michael Beasley F Ekpe Udoh",NA,"Marc Gasol","C","12.92%",54
24,959227560,"pianoclub (139/150)",0,318.25,"SF Giannis Antetokounmpo UTIL Marc Gasol C DeAndre Jordan PG CJ McCollum PF Kelly Olynyk G Joe Ingles F Michael Beasley SG Josh Jackson",NA,"LeBron James","PF","11.58%",62.25
24,959633398,"Kobe4MVP (14/150)",0,318.25,"UTIL Karl-Anthony Towns PG Chris Paul C Marc Gasol G CJ McCollum PF Kelly Olynyk SG Trevor Ariza F Michael Beasley SF P.J. Tucker",NA,"Jimmy Butler","G","11.28%",26
26,959537386,"cheddabisque (147/150)",0,317.75,"SG Chris Paul C Marc Gasol UTIL DeAndre Jordan G Kemba Walker F Nicolas Batum PF Kelly Olynyk PG Milos Teodosic SF Michael Beasley",NA,"LaMarcus Aldridge","PF","10.48%",43.5
27,960216400,"Superstars92 (9/17)",0,317.5,"UTIL Giannis Antetokounmpo C Karl-Anthony Towns PG Chris Paul G Nicolas Batum SG Milos Teodosic SF Michael Beasley F Jonas Jerebko PF Ekpe Udoh",NA,"Joe Ingles","SG","10.40%",31
28,959197080,"youdacao (15/150)",0,317.25,"PG Russell Westbrook SF Giannis Antetokounmpo C Marc Gasol G Milos Teodosic SG Eric Gordon F Michael Beasley UTIL P.J. Tucker PF Ekpe Udoh",NA,"Kyrie Irving","G","10.36%",32
28,959860302,"Awesemo (61/150)",0,317.25,"SF Giannis Antetokounmpo SG Chris Paul C DeAndre Jordan G Donovan Mitchell PF Kelly Olynyk PG Dejounte Murray UTIL Michael Beasley F Ekpe Udoh",NA,"Rodney Hood","G","10.08%",19.75
30,959438799,"collins08",0,317,"F LeBron James C Karl-Anthony Towns G Chris Paul SG Milos Teodosic PG Dejounte Murray PF Michael Beasley SF Jonas Jerebko UTIL Ekpe Udoh",NA,"Al Horford","PF","9.09%",33.75
30,960288941,"milktruck",0,317,"C Karl-Anthony Towns SG Jimmy Butler UTIL DeAndre Jordan PG Donovan Mitchell G Dion Waiters F Josh Richardson SF Michael Beasley PF Ekpe Udoh",NA,"Kevin Love","PF","8.92%",27.25
32,959888604,"1PerfectLineup (1/2)",0,316.75,"SF LeBron James F Giannis Antetokounmpo C DeAndre Jordan PG Milos Teodosic SG Eric Gordon UTIL Michael Beasley G Josh Jackson PF Ekpe Udoh",NA,"Rudy Gay","PF","8.29%",16.5
33,959197203,"youdacao (138/150)",0,316.5,"SF Giannis Antetokounmpo SG Chris Paul C Marc Gasol PG Kemba Walker G Ricky Rubio F Michael Beasley UTIL P.J. Tucker PF Ekpe Udoh",NA,"Dion Waiters","SF","7.35%",28
33,959650193,"chess_is_ok (131/150)",0,316.5,"SF LeBron James SG Chris Paul C DeAndre Jordan PG Donovan Mitchell G Malcolm Brogdon F Michael Beasley PF Jerami Grant UTIL Ekpe Udoh",NA,"Andrew Wiggins","UTIL","6.16%",23.25
35,959027584,"shawnzhan (134/150)",0,316.25,"PG Russell Westbrook SF Giannis Antetokounmpo C DeAndre Jordan SG Josh Richardson G Dejounte Murray UTIL Tyson Chandler F Michael Beasley PF Ekpe Udoh",NA,"JaMychal Green","SF","5.96%",15.5
35,959860368,"Awesemo (127/150)",0,316.25,"PG Russell Westbrook SG Chris Paul SF Khris Middleton UTIL Donovan Mitchell F Josh Richardson G Dejounte Murray PF Michael Beasley C Ekpe Udoh",NA,"Trevor Ariza","SG","5.66%",24.25
