"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","Roster.Position","X.Drafted","FPTS"
1,964843885,"Tioga743 (1/2)",0,280.75,"UTIL Marc Gasol G Klay Thompson SG Tyreke Evans PF Jordan Bell C DeAndre Jordan PG Austin Rivers SF T.J. Warren F Josh Jackson",NA,"Kevin Durant","SF","84.10%",38
2,965585829,"HeroText (3/3)",0,278.25,"C Marc Gasol G Klay Thompson PG Tyreke Evans SF Omri Casspi UTIL DeAndre Jordan SG Austin Rivers F T.J. Warren PF Montrezl Harrell",NA,"DeAndre Jordan","C","56.01%",39.5
3,965380323,"Johnnyscalz (1/2)",0,276.25,"C Marc Gasol SG Klay Thompson PG Tyreke Evans F Jordan Bell UTIL DeAndre Jordan PF Jamil Wilson G Austin Rivers SF T.J. Warren",NA,"Tyreke Evans","SG","52.14%",30
4,965099062,"htwonjoe (18/20)",0,273.25,"C Marc Gasol G Klay Thompson F Jordan Bell UTIL DeAndre Jordan SG Milos Teodosic PG Austin Rivers PF Alex Len SF T.J. Warren",NA,"Alex Len","F","46.76%",24.25
5,965526232,"rgreuli (1/3)",0,272,"UTIL Marc Gasol SG Klay Thompson PG Tyreke Evans C DeAndre Jordan SF Jamil Wilson G Milos Teodosic PF T.J. Warren F Marquese Chriss",NA,"Omri Casspi","F","46.68%",22
6,965565853,"deeko14",0,271.75,"C Marc Gasol SG Klay Thompson G Tyreke Evans PG Milos Teodosic UTIL Austin Rivers PF Alex Len F T.J. Warren SF Josh Jackson",NA,"Klay Thompson","G","46.34%",43
7,965484555,"benny4411",0,271.5,"UTIL Marc Gasol G Klay Thompson SF Omri Casspi C DeAndre Jordan SG Isaiah Canaan PG Austin Rivers PF Alex Len F T.J. Warren",NA,"Austin Rivers","SG","45.67%",35.5
7,965527665,"crashep",0,271.5,"UTIL Marc Gasol SG Klay Thompson F Omri Casspi C DeAndre Jordan PG Isaiah Canaan G Austin Rivers PF Alex Len SF T.J. Warren",NA,"T.J. Warren","SF","40.71%",45.5
7,965543063,"chazHole",0,271.5,"C Marc Gasol SG Klay Thompson F Omri Casspi UTIL DeAndre Jordan G Isaiah Canaan PG Austin Rivers PF Alex Len SF T.J. Warren",NA,"Lou Williams","SG","40.71%",21.75
10,965583701,"NateDogg1221 (1/5)",0,271,"UTIL Marc Gasol SG Klay Thompson PF Jordan Bell SF Patrick McCaw G Lou Williams C DeAndre Jordan PG Austin Rivers F T.J. Warren",NA,"Isaiah Canaan","PG","38.02%",18.5
11,965383424,"pimptimusGrime",0,270.5,"PF Kevin Durant G Klay Thompson UTIL Patrick McCaw C DeAndre Jordan PG Isaiah Canaan SG Austin Rivers F T.J. Warren SF Josh Jackson",NA,"Marc Gasol","C","35.41%",43.25
12,965585774,"davidmyankee",0,269.5,"SF Kevin Durant SG Klay Thompson UTIL Omri Casspi G Patrick McCaw C DeAndre Jordan F Jamil Wilson PG Austin Rivers PF T.J. Warren",NA,"Milos Teodosic","PG","34.31%",24.25
13,965516485,"elfman7",0,268,"UTIL Marc Gasol SG Klay Thompson G Tyreke Evans F Jordan Bell PG Patrick McCaw C DeAndre Jordan PF Alex Len SF T.J. Warren",NA,"Jordan Bell","PF","33.05%",18
14,965577814,"ernieo",0,267.5,"PF Kevin Durant SG Klay Thompson F Omri Casspi G Patrick McCaw C DeAndre Jordan PG Austin Rivers SF T.J. Warren UTIL Montrezl Harrell",NA,"JaMychal Green","SF","25.99%",14.5
15,965272968,"HAwKsBABY",0,267.25,"PF David West F Kevin Durant C Marc Gasol SG Klay Thompson UTIL Jordan Bell PG Patrick McCaw G Austin Rivers SF T.J. Warren",NA,"Greg Monroe","PF","22.37%",0
15,965585778,"swtsu1 (3/4)",0,267.25,"UTIL David West PF Kevin Durant C Marc Gasol SG Klay Thompson F Jordan Bell G Patrick McCaw PG Austin Rivers SF T.J. Warren",NA,"David West","PF","15.14%",19.5
15,965591020,"sirjoseph",0,267.25,"C Marc Gasol SG Klay Thompson PG Tyreke Evans PF Jamil Wilson UTIL Milos Teodosic G Austin Rivers F Alex Len SF T.J. Warren",NA,"Patrick McCaw","PG","14.63%",24.5
18,964758502,"Killa5001",0,265.5,"UTIL Marc Gasol G Klay Thompson SG Tyreke Evans C DeAndre Jordan PG Isaiah Canaan SF Jamil Wilson PF Alex Len F T.J. Warren",NA,"Tyson Chandler","UTIL","14.05%",10
19,964942676,"PowerTron (13/20)",0,263.75,"SF Kevin Durant C Marc Gasol SG Tyreke Evans PF Omri Casspi G Patrick McCaw PG Austin Rivers F T.J. Warren UTIL Marquese Chriss",NA,"Jamil Wilson","PF","12.87%",21.5
19,964957753,"chefcurry68 (4/20)",0,263.75,"C Marc Gasol SG Klay Thompson PG Tyreke Evans F Jordan Bell UTIL Milos Teodosic G Austin Rivers PF Alex Len SF T.J. Warren",NA,"Josh Jackson","UTIL","12.45%",26
19,965589568,"TlayoR",0,263.75,"C Marc Gasol SG Klay Thompson PG Tyreke Evans PF Jordan Bell UTIL Milos Teodosic G Austin Rivers F Alex Len SF T.J. Warren",NA,"Troy Daniels","G","11.77%",13.75
22,965523546,"bcmann",0,263.25,"G Nick Young PF Kevin Durant C Marc Gasol SG Klay Thompson UTIL Andrew Harrison PG Austin Rivers F T.J. Warren SF Josh Jackson",NA,"Andrew Harrison","G","9.84%",13.5
22,965575817,"Beanski11 (3/3)",0,263.25,"PF Kevin Durant C Marc Gasol SG Klay Thompson PG Mike James G Austin Rivers SF T.J. Warren UTIL Montrezl Harrell F Josh Jackson",NA,"Mario Chalmers","UTIL","7.99%",26
24,964942666,"PowerTron (3/20)",0,262,"SF Kevin Durant C Marc Gasol SG Klay Thompson F Omri Casspi G Patrick McCaw UTIL Jamil Wilson PG Milos Teodosic PF T.J. Warren",NA,"Tyler Ulis","G","6.81%",6
24,965543547,"mballin81",0,262,"C Marc Gasol SG Klay Thompson F JaMychal Green PG Tyreke Evans PF Omri Casspi UTIL DeAndre Jordan G Milos Teodosic SF T.J. Warren",NA,"Dillon Brooks","F","6.81%",12.5
26,965577306,"louiswat (2/2)",0,261.75,"SF Kevin Durant C JaVale McGee UTIL Marc Gasol SG Klay Thompson PG Isaiah Canaan G Austin Rivers PF T.J. Warren F Marquese Chriss",NA,"Nick Young","G","6.56%",18.5
27,964957761,"chefcurry68 (12/20)",0,261.25,"C Marc Gasol SG Klay Thompson PF Jordan Bell PG Lou Williams UTIL DeAndre Jordan G Milos Teodosic SF T.J. Warren F Josh Jackson",NA,"Montrezl Harrell","UTIL","5.55%",19.5
27,965492200,"sasmallen (9/16)",0,261.25,"C Marc Gasol SG Klay Thompson PF Jordan Bell PG Lou Williams UTIL DeAndre Jordan G Milos Teodosic SF T.J. Warren F Josh Jackson",NA,"Mike James","PG","5.21%",12.5
27,965572280,"j_money85 (1/2)",0,261.25,"UTIL Marc Gasol SG Klay Thompson F Jordan Bell PG Lou Williams C DeAndre Jordan G Milos Teodosic PF T.J. Warren SF Josh Jackson",NA,"Dragan Bender","UTIL","4.04%",10
30,965527547,"mattn622",0,261,"C Marc Gasol G Klay Thompson PG Tyreke Evans PF Omri Casspi SG Andrew Harrison UTIL DeAndre Jordan F Alex Len SF T.J. Warren",NA,"Sam Dekker","F","2.78%",13.75
31,965260330,"CappersPicks (1/2)",0,260.25,"UTIL Marc Gasol G Tyreke Evans F Jordan Bell C DeAndre Jordan SG Milos Teodosic PG Austin Rivers PF Alex Len SF T.J. Warren",NA,"C.J. Williams","SG","2.44%",16.75
31,965581988,"dankbradley (1/2)",0,260.25,"UTIL Marc Gasol SG Klay Thompson F Omri Casspi C DeAndre Jordan G Isaiah Canaan PG Milos Teodosic PF Alex Len SF T.J. Warren",NA,"Jawun Evans","UTIL","2.19%",6.5
31,965590552,"thenewguy19",0,260.25,"C Marc Gasol G Tyreke Evans PF Jordan Bell UTIL DeAndre Jordan SG Milos Teodosic PG Austin Rivers F Alex Len SF T.J. Warren",NA,"Marquese Chriss","UTIL","2.19%",25
34,964957752,"chefcurry68 (3/20)",0,260,"C Marc Gasol SG Lou Williams UTIL DeAndre Jordan G Milos Teodosic PG Austin Rivers PF Alex Len SF T.J. Warren F Josh Jackson",NA,"James Ennis III","F","1.51%",9.75
35,965593357,"Mazzone11",0,259.75,"UTIL Marc Gasol G Klay Thompson PF Jordan Bell PG Patrick McCaw SG Lou Williams C DeAndre Jordan F Alex Len SF T.J. Warren",NA,"Andre Iguodala","SG","1.35%",0
36,965539440,"garc805334",0,259.5,"C Marc Gasol UTIL Klay Thompson F Omri Casspi SG Lou Williams PG Milos Teodosic G Austin Rivers PF Alex Len SF T.J. Warren",NA,"JaVale McGee","C","0.84%",13
37,965583704,"NateDogg1221 (4/5)",0,259.25,"SG Klay Thompson G Tyreke Evans PF Jordan Bell UTIL Lou Williams C DeAndre Jordan PG Austin Rivers F T.J. Warren SF Josh Jackson",NA,"Quinn Cook","PG","0.59%",13
38,965534777,"msfelts313",0,259,"UTIL David West G Nick Young PF Kevin Durant SG Klay Thompson PG Tyreke Evans C DeAndre Jordan SF T.J. Warren F Marquese Chriss",NA,"Deyonta Davis","F","0.50%",3.5
38,965590512,"osu1454",0,259,"SF Kevin Durant C Marc Gasol SG Klay Thompson F JaMychal Green PG Patrick McCaw UTIL Milos Teodosic PF T.J. Warren G Josh Jackson",NA,"Draymond Green","PF","0.50%",0
40,965512959,"jgloege",0,258.25,"PF Kevin Durant UTIL Klay Thompson PG Patrick McCaw C DeAndre Jordan SG Isaiah Canaan G Austin Rivers F T.J. Warren SF Sam Dekker",NA,"Ben McLemore","G","0.42%",15.75
41,964624114,"silvernblack2400",0,258,"PF David West G Mario Chalmers SF Kevin Durant C Marc Gasol SG Klay Thompson F Patrick McCaw UTIL DeAndre Jordan PG Milos Teodosic",NA,"Zaza Pachulia","C","0.34%",0
41,964851623,"Tioga743 (2/2)",0,258,"C Marc Gasol G Klay Thompson F JaMychal Green SG Tyreke Evans PF Jordan Bell UTIL DeAndre Jordan PG Milos Teodosic SF T.J. Warren",NA,"Jarell Martin","UTIL","0.34%",18
41,965555174,"TDKid63 (8/10)",0,258,"UTIL Marc Gasol G Tyreke Evans PF Jordan Bell SF Patrick McCaw SG Lou Williams C DeAndre Jordan PG Austin Rivers F T.J. Warren",NA,"Danilo Gallinari","F","0.17%",0
41,965582204,"J-free18 (2/2)",0,258,"UTIL Marc Gasol SG Klay Thompson F JaMychal Green PG Tyreke Evans PF Jordan Bell C DeAndre Jordan G Milos Teodosic SF T.J. Warren",NA,"Jared Dudley","UTIL","0.17%",2.75
41,965582992,"YoungDon",0,258,"UTIL Marc Gasol SG Klay Thompson F JaMychal Green PG Tyreke Evans PF Jordan Bell C DeAndre Jordan G Milos Teodosic SF T.J. Warren",NA,"Sindarius Thornwell","G","0.17%",0
46,965585776,"swtsu1 (1/4)",0,257.5,"PF David West SF Kevin Durant C Marc Gasol SG Klay Thompson UTIL Jordan Bell PG Milos Teodosic F T.J. Warren G Josh Jackson",NA,"Willie Reed","UTIL","0.08%",16.5
47,965295466,"chargersbuckeyes",0,257,"PF Kevin Durant G Klay Thompson SF Omri Casspi PG Patrick McCaw SG Milos Teodosic UTIL Austin Rivers C Alex Len F T.J. Warren",NA,"Kevon Looney","UTIL","0.08%",9.75
47,965476515,"brettbono",0,257,"F Kevin Durant SG Tyreke Evans PF Jordan Bell PG Patrick McCaw C DeAndre Jordan G Austin Rivers UTIL T.J. Warren SF Josh Jackson",NA,"","","",NA
47,965586279,"Ltownhawks (19/19)",0,257,"C Marc Gasol SG Tyreke Evans F Omri Casspi PG Lou Williams UTIL DeAndre Jordan G Austin Rivers SF T.J. Warren PF Montrezl Harrell",NA,"","","",NA
50,965576597,"hillsidesports",0,256.5,"UTIL Kevin Durant C Marc Gasol G Klay Thompson F Omri Casspi PG Patrick McCaw SG Austin Rivers PF Alex Len SF Josh Jackson",NA,"","","",NA
51,964957763,"chefcurry68 (14/20)",0,256.25,"PG Mario Chalmers PF Kevin Durant C Marc Gasol UTIL DeAndre Jordan SG Troy Daniels G Milos Teodosic SF T.J. Warren F Josh Jackson",NA,"","","",NA
51,965574008,"PMillBlazer (2/2)",0,256.25,"F Kevin Durant C Marc Gasol SG Tyreke Evans UTIL Jordan Bell PG Patrick McCaw SF Jamil Wilson G Austin Rivers PF T.J. Warren",NA,"","","",NA
51,965589405,"jknous73",0,256.25,"C Marc Gasol G Klay Thompson SF JaMychal Green SG Tyreke Evans PF Omri Casspi UTIL DeAndre Jordan PG Isaiah Canaan F T.J. Warren",NA,"","","",NA
